Page ID,Page name,Disclaimer,Amount spent (GBP)
227817900673886,Jake Berry MP,Jake Berry MP,≤100
109632291673260,Ukrainian Legion,These ads ran without a disclaimer,≤100
113310890446405,Living360,Living 360,≤100
311224065999787,Forum UK,Forum UK,≤100
231339737037998,Let's Talk Mommy,These ads ran without a disclaimer,≤100
1569997929925471,"OLIO - Share More, Waste Less",These ads ran without a disclaimer,≤100
405294612942802,BNP Paribas Asset Management,These ads ran without a disclaimer,≤100
102816248975097,Magyar Tavasz,Magyar Tavasz,≤100
185130644919625,Meta for Business,These ads ran without a disclaimer,≤100
100163218410243,Amna Amazing Life,Amna Abdallah,≤100
1108910712484727,Israel Britain Alliance,Israel Britain Alliance,≤100
140556749292891,National Library of Israel,These ads ran without a disclaimer,≤100
34994060032,Students' Union UCL,Students' Union UCL,≤100
423284351048519,Creative Stirling,These ads ran without a disclaimer,≤100
329165163839551,Innovista,These ads ran without a disclaimer,≤100
0,Instagram User 2927861140,These ads ran without a disclaimer,≤100
1073659982749377,VistaCreate,These ads ran without a disclaimer,≤100
112956344517396,Krontr,These ads ran without a disclaimer,≤100
1497091400516160,Cairns Bar,These ads ran without a disclaimer,≤100
104783564567494,The Disability Union,The Disability Union,≤100
2154263754684422,Cllr Ross Clark - Larkhall,Ross Robert William Clark,≤100
183026535040943,International Tree Foundation,International Tree Foundation,≤100
1831352797151874,Greener Energy Group,These ads ran without a disclaimer,≤100
295893618176,FXCM,These ads ran without a disclaimer,≤100
352592201521,Northumberland County Council,Northumberland County Council,≤100
101728141221678,Red Cloud Financial Services Inc.,These ads ran without a disclaimer,≤100
132927043448014,Engender (Scotland),Engender Scotland,≤100
43934405787,IPPF,These ads ran without a disclaimer,≤100
2061195944161110,TVP World,These ads ran without a disclaimer,≤100
625464517632792,Andy Street,the Conservatives,≤100
477858399640183,Music Declares Emergency,These ads ran without a disclaimer,≤100
1259934514089886,Paul McLennan MSP,Paul McLennan MSP,≤100
2378768448836033,Guylian.UK,These ads ran without a disclaimer,≤100
40952091012,Asthma + Lung UK,These ads ran without a disclaimer,≤100
123503131052254,Angus & Mearns Liberal Democrats,Ben George Lawrie,≤100
110477469046698,MND Association,MND Association,≤100
407959605904723,Labour West Lancashire,West Lancashire Labour,≤100
138912573683,European Union in the UK,These ads ran without a disclaimer,≤100
46852258376,Anti-Slavery International,Anti-Slavery International,≤100
631382900396461,Big Ideas,Big Ideas,≤100
568038383252553,The Maltman Glasgow,These ads ran without a disclaimer,≤100
559577567467701,Platform 5,These ads ran without a disclaimer,≤100
103302574793090,Seep,These ads ran without a disclaimer,≤100
416060089125002,One Life One Tree,One Life One Tree Ltd,≤100
1434565976787708,Karma Drinks,Karma Drinks UK Ltd,≤100
118713096203013,Stewart Douglas for Shetland,These ads ran without a disclaimer,≤100
100341195925376,Coventry Confidential,Coventry Confidential,≤100
479961825453679,Granary Dumfries,These ads ran without a disclaimer,≤100
1454185288230050,Hand Up Events,These ads ran without a disclaimer,≤100
1852355425034162,London Landmarks Half Marathon,These ads ran without a disclaimer,≤100
11949538375,chinadialogue,chinadialogue,≤100
5883973269,Liberal Democrats,"and promoted by the Liberal Democrats, 1 Vincent Square, London, SW1P 2PN.",≤100
112861827143283,Facing History and Ourselves UK,Facing History and Ourselves,≤100
473958749344661,The Old Bank Bar Dundee,These ads ran without a disclaimer,≤100
2133052633587160,Councillor Andrew McGuire,Andrew James Mcguire,≤100
107238498556917,PSYCH Global,These ads ran without a disclaimer,≤100
154935524642756,NatWest,These ads ran without a disclaimer,≤100
278231612256777,Ryte,These ads ran without a disclaimer,≤100
1752188174817834,Unison Greater Manchester Mental Health,Benjamin Andrew Jackson,≤100
107715257293611,Certified Sustainable,Certified Sustainable,≤100
100557668459561,TheGeopolity,THE GEOPOLITY,≤100
625120354961959,Solar Daddy Group,These ads ran without a disclaimer,≤100
101028724712241,Ducky Zebra,These ads ran without a disclaimer,≤100
260320550676308,"Tom Hunt - Eating for Pleasure, People & Planet",These ads ran without a disclaimer,≤100
257656731794433,The Juggernaut,These ads ran without a disclaimer,≤100
91899893421,Greyfriars Inn,These ads ran without a disclaimer,≤100
1747549288888068,Living Humanism,Philip Bernard Nathan,≤100
110148711617878,Josephine Oboh-Macleod Kirkintilloch E N T Action Campaign,Mabel Akomu Oboh Akpaso,≤100
305225130427290,Ross Gowland for Clydesdale South,Ross Gowland,≤100
1029327970444131,Donnelly & Foley Cross Border Tax Advisers,These ads ran without a disclaimer,≤100
757440877654306,History Hit,These ads ran without a disclaimer,≤100
289690716457,Christian Concern,Christian Concern,≤100
110168791268947,Platinum Jubilee Pageant,These ads ran without a disclaimer,≤100
140326055998896,Royal Osteoporosis Society,Royal Osteoporosis Society,≤100
795157290559282,A Compassionate Voice,A Compassionate Voice 'ACV Foundation',≤100
594872077194741,Pet Theft Awareness,Pet Theft Awareness,≤100
466793356986497,Researcher,These ads ran without a disclaimer,≤100
292742850897220,Shahrar Ali Green Party,Dr Mohammad Shahrar All,≤100
116788428355432,Nesta,These ads ran without a disclaimer,≤100
104726177582281,Devon Wick,These ads ran without a disclaimer,≤100
1991625787771213,Mama Bamboo,These ads ran without a disclaimer,≤100
409406589076964,The Grosvenor,These ads ran without a disclaimer,≤100
512917575486359,Exeter Q-Step Centre,Susan Ann Banducci,≤100
777861748908875,"Grove, Glasgow",These ads ran without a disclaimer,≤100
231412000281431,East Lothian Labour Party,East Lothian Labour Party,≤100
331791653692587,The Art of Sustainability,The Art of Sustainability,≤100
175990036453966,Compassion in Politics,Compassion in Politics,≤100
100508905886807,Theramex Global,These ads ran without a disclaimer,≤100
113277290454039,Common Seas,These ads ran without a disclaimer,≤100
113780501969691,Bambino Mio,These ads ran without a disclaimer,≤100
6162236025,Sheffield Hallam University,These ads ran without a disclaimer,≤100
105570105295820,Nudj,These ads ran without a disclaimer,≤100
678648969228184,flavoil,Flavoil,≤100
105331598583653,Chamber,Chamber UK,≤100
542084599229074,The Psychedelic Society,The Psychedelic Society,≤100
240864038889,Tania - Larger Family Life,These ads ran without a disclaimer,≤100
126769490673641,24-7 Prayer,24-7 Prayer,≤100
303555696343182,Stand up for Labour,Stand up for Labour,≤100
156540974449468,SCI Where Science Meets Business,Society of Chemical Industry,≤100
164791897049306,Hampton Hotel Belhaven,These ads ran without a disclaimer,≤100
1565399650433139,Ageism Is Never In Style by The Bias Cut,These ads ran without a disclaimer,≤100
1934566156780439,Ben Houchen - Tees Valley Mayor,Ben Houchen,≤100
193817540653433,NatWest Group Jobs,These ads ran without a disclaimer,≤100
342002108699,Ipswich Labour,Ipswich Labour Party,≤100
5647744585,PETA (People for the Ethical Treatment of Animals),These ads ran without a disclaimer,≤100
504868492914663,John Stewart MLA,John Robert Stewart,≤100
1282309818455255,Purpose Guides Institute,These ads ran without a disclaimer,≤100
102944968728695,B BOO LIFE,These ads ran without a disclaimer,≤100
91996682614,Pipers Farm,These ads ran without a disclaimer,≤100
124941131829,Bring Back British Rail,Bring Back British Rail,≤100
110389174926607,TSA - Projects,These ads ran without a disclaimer,≤100
300174722367,Regit,These ads ran without a disclaimer,≤100
109901020537633,Bada Bingo,These ads ran without a disclaimer,≤100
208371683037269,CNBC Catalyst,CNBC Catalyst,≤100
137440102993488,Drouthy's Glasgow,These ads ran without a disclaimer,≤100
112743253435393,Nurses United UK,Anthony Stephen Johnson,≤100
932460283456566,University of Aberdeen Debater,These ads ran without a disclaimer,≤100
1809959715954022,Cambridge Middle East and North Africa Forum - MENAF,Cambridge Middle East and North Africa Forum,≤100
794490553914304,Dr. Nina Ansary,These ads ran without a disclaimer,≤100
107147818578629,Ukraine. No war,These ads ran without a disclaimer,≤100
342358893600269,Curation,Curation,≤100
183833028752923,Bikepacking Scotland,These ads ran without a disclaimer,≤100
386118378173263,Ma Cameron's,These ads ran without a disclaimer,≤100
107799297432166,Carbon Jacked,Carbon Jacked,≤100
1760421280675031,Tynemouth Constituency Labour,Tynemouth Constituency Labour Party,≤100
139577716095155,Newcastle University,These ads ran without a disclaimer,≤100
100219068498989,Saatchi Yates,These ads ran without a disclaimer,≤100
105058034872689,This is Unfolded,These ads ran without a disclaimer,≤100
881505495224902,Hummingbird Project- Refugee Aid and Solidarity,Damien Robert,≤100
109088285010415,Stefan Voloseniuc,Jinesh Pravinchandra Shah,≤100
115566188489215,Young Scot,These ads ran without a disclaimer,≤100
112763413572121,Bambooi Beauty & Care,These ads ran without a disclaimer,≤100
755345234659641,Songkok Udeng santri,These ads ran without a disclaimer,≤100
48933285145,Centre for Alternative Technology,Centre for Alternative Technology,≤100
104702224494734,Barrie Grunewald rainhilll resident,Barrie Andrew Grunewald,≤100
103820122344840,Kultur ist Frieden,These ads ran without a disclaimer,≤100
579417962154114,North West Migrants Forum,Lilian Seenoi,≤100
106253667736030,Our Seas,Our Seas,≤100
341355762593993,BP or not BP?,BP or not BP?,≤100
831277923610836,"Аміна - борошно, якому довіряють.",These ads ran without a disclaimer,≤100
104524062180815,Sky News Manchester,These ads ran without a disclaimer,≤100
140828789377070,H+H Celcon,These ads ran without a disclaimer,≤100
382903925130034,Charity Digital,These ads ran without a disclaimer,≤100
113415471340273,World,These ads ran without a disclaimer,≤100
510409426105849,Sorin Dumitru Dobrila,Sorin Dumitru Dobrila,≤100
565108056966122,Curiosity Stream,These ads ran without a disclaimer,≤100
362373150638811,DimensionGate,These ads ran without a disclaimer,≤100
929845997176475,REHAU UK,These ads ran without a disclaimer,≤100
214351281833,Dassault Systèmes,These ads ran without a disclaimer,≤100
10349463618,Don't Panic,Don't Panic,≤100
0,Instagram User 5635398597,These ads ran without a disclaimer,≤100
234697749901505,Cara-Friend,Cara-Friend,≤100
103539845593589,News of Politics,News of Politics,≤100
101626502490875,Councillor Carolyne Wilson for Annandale North,Adamdavid Wilson,≤100
108289788007047,Let Us Pray,These ads ran without a disclaimer,≤100
141543002709690,Grant Shapps,Grant Shapps,≤100
129900080517958,ITF - International Transport Workers' Federation,These ads ran without a disclaimer,≤100
103953245540676,Mobile Education Partnerships Projects,Mobile Education Partnerships,≤100
211920065542061,Bacardi HQ,These ads ran without a disclaimer,≤100
104027884893376,Essential Blends,These ads ran without a disclaimer,≤100
136628555447,Andersen People,These ads ran without a disclaimer,≤100
1706141156302691,Fyffes UK,These ads ran without a disclaimer,≤100
154264581323254,Radnorshire Wildlife Trust,Radnorshire Wildlife Trust,≤100
166798256672310,Oxford & District Labour Party,The Labour Party. Promoted by Mary Clarkson on behalf of Oxford & District Labour Party,≤100
104728160991093,Sarah Owen MP,Sarah Owen MP,≤100
1611237812488742,Grace & Green,These ads ran without a disclaimer,≤100
1136255323135256,Institute for Contemporary Theatre,These ads ran without a disclaimer,≤100
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,≤100
110521734651057,Melitees Store,These ads ran without a disclaimer,≤100
127210747293075,Sports Direct,These ads ran without a disclaimer,≤100
344414872859730,Quotes by Christie,These ads ran without a disclaimer,≤100
309859477095,Citizens UK,These ads ran without a disclaimer,≤100
169752493036356,Forestry England,Forestry England,≤100
1930888720475126,Community Justice Scotland,These ads ran without a disclaimer,≤100
523852671440088,Scribe,Starboard Systems Ltd t/a Scribe,≤100
311691432361740,Autologics,James Stephen Chesson,≤100
195412587157180,Total Telecom,These ads ran without a disclaimer,≤100
30100671591,Buyagift,Buyagift,≤100
354204393018,Darren Millar MS,Darren Millar,≤100
447120645334541,Tradewind Recruitment,These ads ran without a disclaimer,≤100
107563301856097,uk.srchflights.com,These ads ran without a disclaimer,≤100
246056456014127,Blakademik,These ads ran without a disclaimer,≤100
91996682614,Pipers Farm,Pipers Farm,≤100
103502272283740,Create For Ukraine,Sean Timothy Bennett,≤100
103447855026661,E-Runner,These ads ran without a disclaimer,≤100
141381932556445,Thomas Pocklington Trust,Thomas Pocklington Trust,≤100
105215018478361,Run with Nic,These ads ran without a disclaimer,≤100
246735139352058,Maykel Piron,These ads ran without a disclaimer,≤100
526251127466929,Phil McIntyre Entertainments,These ads ran without a disclaimer,≤100
1884100795206861,"My Death, My Decision","My Death, My Decision",≤100
293864561226540,Paul Bristow MP,Paul Bristow,≤100
120179808000347,DL Accounts Ltd,Justin James Clarke,≤100
186141758110846,Keep Scotland Beautiful,These ads ran without a disclaimer,≤100
103050749028802,Israel4Ukraine,These ads ran without a disclaimer,≤100
95597922197,Batiste,These ads ran without a disclaimer,≤100
101248809239561,Serkles,These ads ran without a disclaimer,≤100
169161123102605,Milton Keynes Liberal Democrats,Milton Keynes Liberal Democrats,≤100
19110072263,FOUR PAWS,These ads ran without a disclaimer,≤100
808883042819870,Govan Community Project,These ads ran without a disclaimer,≤100
565267286991382,Phox Water,These ads ran without a disclaimer,≤100
1314376975241505,Jenny Grove,Jennifer Georgina Frances Hughes,≤100
114170236668053,UK Rejoin The EU,Peter Lee Cork,≤100
1682367945366856,POWER Film,Bank Job Film,≤100
373188279420807,Justice For Nature,Justice For Nature,≤100
102094805725906,Councillor Sandy Keith,Moray Constituency Labour Party,≤100
102332499082174,Fainiy Fund,These ads ran without a disclaimer,≤100
514931025362556,Harrow Labour,Harrow Labour,≤100
84816113788,DBS Internet Marketing,Directory Business Services Ltd,≤100
144198155654046,Construction Europe,These ads ran without a disclaimer,≤100
123570770989444,"""100% Cork""",These ads ran without a disclaimer,≤100
242363598572,Gloucestershire County Council,Gloucestershire County Council,≤100
100752272438864,Fuel Petition UK,B.V.S Limited,≤100
1436588603227138,Carrie Harper,Carrie Anne Harper,≤100
1630353057058981,Councillor Leanne Jones - Resolven and Tonna.,Leanne Claire Jones,≤100
178280625594903,Generation Rent UK,Generation Rent,≤100
488449081195591,Palestine in the UK,the Palestinian Mission to the United Kingdom,≤100
101255022534037,Help Ukraine now,These ads ran without a disclaimer,≤100
300478700004585,Evangelical Times,These ads ran without a disclaimer,≤100
9335029293,Lambeth Labour,Lambeth Labour,≤100
113085213446447,Cambridge SU,Cambridge SU,≤100
719853864726295,Mindvalley,These ads ran without a disclaimer,≤100
100589709272222,HKman -Love to Sew,These ads ran without a disclaimer,≤100
153660100664,British Council,These ads ran without a disclaimer,≤100
110342931608260,Faster Help,These ads ran without a disclaimer,≤100
108634009484427,The Bias Cut,These ads ran without a disclaimer,≤100
216600665159,Brighton Women's Centre,Brighton Women's Centre,≤100
353883835297870,Engage Britain,These ads ran without a disclaimer,≤100
103739237662280,Little Echo Shop,These ads ran without a disclaimer,≤100
111050697489120,Mr Robinson One Voice For Keighley,Leo Alexander Robinson,≤100
1966304943658597,Vilma Jackson - Artist,Vilma Chaida R Jackson,≤100
303571630153739,Legacy of War Foundation,These ads ran without a disclaimer,≤100
185708918626567,Everyday Plastic,These ads ran without a disclaimer,≤100
101064776613325,Charles Tyrwhitt,These ads ran without a disclaimer,≤100
1414985198733772,Jim Allister,Traditional Unionist Voice,≤100
109623047294451,Briiv,These ads ran without a disclaimer,≤100
160854593930053,Heriot-Watt University,These ads ran without a disclaimer,≤100
111724438067408,Impress - The Independent Monitor for the Press,IMPRESS,≤100
110415644939340,Never Mind The Bedsocks,Never Mind The Bedsocks,≤100
113297242047184,The International Association of Wellness Professionals IAWP,These ads ran without a disclaimer,≤100
65069115489,SMART Technologies,These ads ran without a disclaimer,≤100
107518215178139,bleedonit,Bleed On It,≤100
2054508318105644,Greater Change,These ads ran without a disclaimer,≤100
394031393977419,Scilly Flowers,These ads ran without a disclaimer,≤100
141323599261898,Which?,These ads ran without a disclaimer,≤100
514931025362556,Harrow Labour,Joshua Michael Groves,≤100
143666524748,The Telegraph,These ads ran without a disclaimer,≤100
100574382093839,South Hams Climate Action Network,South Hams Climate Action Network,≤100
541961349240616,Jack Dart,Inspire EU,≤100
903785233027332,LSESU Pakistan Development Society,Mohammad Hashir Khan,≤100
548730405138143,Beatfreeks,Beatfreeks Research Ltd.,≤100
160136337364839,Progressive Britain,Progressive Britain,≤100
927033024024138,Peterborough Labour Party,The Labour Party,≤100
355073161177198,Tell Mama UK,Tell Mama UK,≤100
6233536938,War Child UK,These ads ran without a disclaimer,≤100
143140920600,Chartered Management Institute,These ads ran without a disclaimer,≤100
673238736142723,Labour South West,Labour South West,≤100
104722308452004,BYOMA,These ads ran without a disclaimer,≤100
105011708789735,Richard Kennett for Emsworth,Richard Johnc Kennett,≤100
108806430789547,Lower Carbon,Lowercarbon,≤100
100615564841361,Fussy,These ads ran without a disclaimer,≤100
354873112042471,Kankan London,These ads ran without a disclaimer,≤100
985000968244195,HQ Stories,These ads ran without a disclaimer,≤100
516826032074825,Lovethis.news,These ads ran without a disclaimer,≤100
97283538614,Cool Earth,Cool Earth,≤100
107275935214499,Luke Higgins,These ads ran without a disclaimer,≤100
105882495355826,Renewable Incentive Schemes,These ads ran without a disclaimer,≤100
112636930595579,Jigsawcharity,Jigsaw Charity UK,≤100
106805084894703,TOPIA Magazine,These ads ran without a disclaimer,≤100
110061661630047,Mickey Farrow,These ads ran without a disclaimer,≤100
313284356719,Depositphotos,These ads ran without a disclaimer,≤100
110768750356398,Hippodrome Cinema,These ads ran without a disclaimer,≤100
110781044015554,PLAIN TRUTH NOW,Plain Truth Now,≤100
1569196276690742,RCTN,Rape Crisis Tyneside and Northumberland,≤100
103476492345887,Коротко о главном,These ads ran without a disclaimer,≤100
101998302282885,The Ethical Investment Partnership,These ads ran without a disclaimer,≤100
107334993856,National Theatre Live,These ads ran without a disclaimer,≤100
1807878362871697,The Open University: STEM,The Open University,≤100
190172464331366,Al Mustafa Welfare Trust,These ads ran without a disclaimer,≤100
179750119572233,Alfaparf Milano,These ads ran without a disclaimer,≤100
103873728709469,North Highlands & Islands Climate Action Hub,These ads ran without a disclaimer,≤100
636331620039025,Non Plastic Beach,Gareth Michael Dean,≤100
2155136124614558,LifeWise,These ads ran without a disclaimer,≤100
248185778559177,Search Consultancy,These ads ran without a disclaimer,≤100
0,Instagram User 8478544515,These ads ran without a disclaimer,≤100
104452385073827,Rother Valley Labour Party,Jamie Turner,≤100
101226396595866,How to start a healthcare business,These ads ran without a disclaimer,≤100
105742174562114,NTCartist,These ads ran without a disclaimer,≤100
112441964562737,Democracy 3.0,Democracy 3.0,≤100
215026305363053,Russian Mums in UK,These ads ran without a disclaimer,≤100
263295553750497,Edinburgh Women's Aid,These ads ran without a disclaimer,≤100
146360222095113,Release International,Release International,≤100
189165287803694,The Oxford Guild Business Society,The Oxford Guild,≤100
342479172537927,The Tree Council,The Tree Council,≤100
1634910396724286,CAN Digital,CAN Digital Solutions Ltd,≤100
1774679129283138,Waterdrop,These ads ran without a disclaimer,≤100
187605907982716,Watershed,These ads ran without a disclaimer,≤100
111010654507869,Verdino Foods UK,Verdino,≤100
199006220147218,Target Ovarian Cancer,These ads ran without a disclaimer,≤100
881174358701751,Move To Gothenburg,These ads ran without a disclaimer,≤100
101017841413625,Taking The Initiative,Taking the Initiative Party,≤100
108893977511539,Grow up SB,These ads ran without a disclaimer,≤100
114077253300294,Smart Motorways Kill,Smart Motorways Kill,≤100
1044234978973335,Factor 8,Factor 8,≤100
101611912471881,shopolakai,These ads ran without a disclaimer,≤100
943840712330932,TUV - Traditional Unionist Voice,TUV,≤100
106778261625983,Northumbria Spring,These ads ran without a disclaimer,≤100
403158806405174,PureVPN,These ads ran without a disclaimer,≤100
225626422729789,Elsie Trainor SDLP,Elsie Mc Loughlin,≤100
474613052643462,London Labour Party,London Labour Party,≤100
100814911479122,INSIGHT UK,INSIGHT UK,≤100
107133185270880,Alyssa's Recommendations,These ads ran without a disclaimer,≤100
110825427340096,LeBlanq,These ads ran without a disclaimer,≤100
1669666049913754,Arundel Bypass,These ads ran without a disclaimer,≤100
732005806983458,The Alliance,Nicholas John Ormsby Pope,≤100
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100
1711829165754094,Encapsulate Group,These ads ran without a disclaimer,≤100
137491719653536,Governors for Schools,Governors for Schools,≤100
1412704338970348,Revolutionary Socialism in the 21st Century - rs21,Revolutionary Socialism in the 21st Century - rs21,≤100
161704781305446,The Spark Company,These ads ran without a disclaimer,≤100
6080640749,Vision Direct,These ads ran without a disclaimer,≤100
106296918665283,Lady and the Uke,These ads ran without a disclaimer,≤100
176747379051498,CEO Club Ukraine,These ads ran without a disclaimer,≤100
142435902601915,Lochaber Women's Aid,These ads ran without a disclaimer,≤100
2389668497727588,One Planet Mind,One Planet Mind,≤100
125931370808556,National Secular Society,National Secular Society,≤100
103237275163209,Selva,Selva,≤100
189011378113059,3INA,These ads ran without a disclaimer,≤100
101206874969359,BAVE,These ads ran without a disclaimer,≤100
135178641726894,Real Ice,Real Ice Development Company LTD,≤100
101239434962211,Class 13,Class 13,≤100
2015674312067406,Stillpoint Magazine,These ads ran without a disclaimer,≤100
113879061313411,Councillor Ben Williams,Moray Constituency Labour Party,≤100
848586221951102,Hope Virgo - Author,These ads ran without a disclaimer,≤100
100760668674946,Cllr Tyler Hawkins,The Labour Party,≤100
100659091502,Simon Community Northern Ireland,Simon Community Northern Ireland,≤100
349871775054110,Natural Wisdom Organics,These ads ran without a disclaimer,≤100
108713100774211,Skeptics in the Pub - Online,David Edmund Glass,≤100
364072147021017,Tesla Token,These ads ran without a disclaimer,≤100
103298513038722,PennyAppeal,These ads ran without a disclaimer,≤100
321249061618806,Cllr Louise Gittins - Leader of Cheshire West,Cheshire West Labour,≤100
104195835049281,Inteb,Inteb,≤100
108960784927792,Val Shawcross,Val Shawcross for Mayor of Croydon,≤100
249236168466872,Trade Union Co-ordinating Group,Michael John Calderbank,≤100
290658214934530,Nature Friendly Farming Network,These ads ran without a disclaimer,≤100
216550520609,CLAE,These ads ran without a disclaimer,≤100
299911526728884,Taxpayers Against Poverty,Taxpayers Against Poverty,≤100
30651387304,The Real Mary King's Close,These ads ran without a disclaimer,≤100
214780638706884,Manchester Trades Council,Manchester TUC,≤100
108040818545754,Keep Channel 4 Public,Simon James Jones,≤100
109345808112723,Holly & Co Private,These ads ran without a disclaimer,≤100
101939102130532,Wild River Comics,These ads ran without a disclaimer,≤100
108924968456569,Barry for Llanharry,Rhondda Cynon Taf Labour,≤100
1392092044365417,London Borough of Waltham Forest,London Borough of Waltham Forest,≤100
109197161402300,Pure Climate Stocks,These ads ran without a disclaimer,≤100
127275137437247,Orphic,These ads ran without a disclaimer,≤100
102477757844473,Homethings,These ads ran without a disclaimer,≤100
1532652653701267,Perth and Kinross Labour,Patricia Marian Duncan,≤100
171429910030,CLOUD NINE,These ads ran without a disclaimer,≤100
111361091313,NICABM,These ads ran without a disclaimer,≤100
100816235707843,BNG Partnership,These ads ran without a disclaimer,≤100
157586857607286,Center for Economic and Social Rights,These ads ran without a disclaimer,≤100
947538371983032,Turn The Page,Simon Allaby,≤100
230932560266298,Cumbria Action for Sustainability (CAfS),Cumbria Action for Sustainability,≤100
102126499140668,"ACCA, stop Racial Discrimination: ACCA register the Black Boy",These ads ran without a disclaimer,≤100
108022265156631,Ukraine / Україна,These ads ran without a disclaimer,≤100
2281374155290329,Rettie & Co. New Homes,These ads ran without a disclaimer,≤100
109673921498980,My Clean Energy,These ads ran without a disclaimer,≤100
271324814708904,Carbon Neutral Home,Max Geoffrey L Copestake,≤100
331351247229,Wandsworth Conservatives,Wandsworth and Merton Conservatives,≤100
198771137239913,Institute for Fiscal Studies,Institute for Fiscal Studies,≤100
216565690377158,Matthew Bailey - County Councillor For The Clydach Ward,Matthew Bailey,≤100
141545638091669,Ecomodo,These ads ran without a disclaimer,≤100
785572394917147,Swansea Labour Councillors,Swansea Labour,≤100
0,Instagram User 9750370815,These ads ran without a disclaimer,≤100
251003438610790,Animal Park  Киев,These ads ran without a disclaimer,≤100
142924679619523,The Collagist,These ads ran without a disclaimer,≤100
91595289068,Audible,These ads ran without a disclaimer,≤100
221189017971251,Pan Gallery - Gay Art For All,These ads ran without a disclaimer,≤100
197382534475378,Queen D,These ads ran without a disclaimer,≤100
100683335965492,Ukralove,These ads ran without a disclaimer,≤100
108686624085549,Fortune Sibanda for Heath Town,Fortune Sibanda,≤100
290323924814214,The Athletic,These ads ran without a disclaimer,≤100
1566731836876278,Cabot Institute for the Environment,These ads ran without a disclaimer,≤100
2048412005194670,Csillag Tamás,Tamas Csillag,≤100
313342066198951,Bright Green Future,These ads ran without a disclaimer,≤100
127816703917041,British Liver Trust,British Liver Trust,≤100
110004721618387,Sam Bown for Longtown,Mr Samuel Anthony John Bown,≤100
1548975645370259,Festival of Debate,Opus Independents Ltd,≤100
61859997088,The Living Rainforest,The Living Rainforest,≤100
325374451289147,Cllr Willie Samuel in Cullercoats,Tynemouth Constituency Labour Party,≤100
234971859850232,Harrison Spinks,These ads ran without a disclaimer,≤100
104291974762175,Healed Scars Trauma and Abuse Recovery HSTAR,These ads ran without a disclaimer,≤100
108219374255508,Jiya Jewellery,These ads ran without a disclaimer,≤100
1670551139849279,Barnett Survivors Limited,James Lewis Barnett,≤100
1061622517196515,Live Frankly: Eat Better/Dress Better/Live Better,Live Frankly Ltd,≤100
100509185400546,Selfhood,These ads ran without a disclaimer,≤100
101882979063495,Nature does not tolerate emptiness.,These ads ran without a disclaimer,≤100
109541228353676,Women’s March,Kellie Laraine Alison Griffin,≤100
1923608401265180,Puro Med,These ads ran without a disclaimer,≤100
213441154663,National Portrait Gallery,National Portrait Gallery,≤100
764531490245013,Cauldron Foods,These ads ran without a disclaimer,≤100
249438331835945,Pembrokeshire Coastal Forum,Pembrokeshire Coastal Forum,≤100
103824405609903,Eco Beach City,These ads ran without a disclaimer,≤100
1409604826014789,The Cube Disability,These ads ran without a disclaimer,≤100
101752418983181,Volleyball,These ads ran without a disclaimer,≤100
106641561401030,Empowered By Ashley,These ads ran without a disclaimer,≤100
1649061188672447,Cantine,These ads ran without a disclaimer,≤100
162470820490545,James Mylne Art,James Mylne Art,≤100
109948834988548,Print for Ukraine,These ads ran without a disclaimer,≤100
915836715188419,Global Relief Trust,These ads ran without a disclaimer,≤100
117732720068318,The Pack.,These ads ran without a disclaimer,≤100
0,Instagram User 5507646922,These ads ran without a disclaimer,≤100
111501187418962,Alliance Against Greyhound Racing,Trudy Baker,≤100
110835047900978,Wales Local News - Newsbreak,These ads ran without a disclaimer,≤100
109813364035137,Save Our Rights UK,Save Our Rights UK,≤100
106413805338655,"Emanuel Bajra - Financa, Ekonomi, Tregje",Emanuel Bajra,≤100
0,Instagram User 67724604,These ads ran without a disclaimer,≤100
489147964461471,Ira Antelis,These ads ran without a disclaimer,≤100
102825102291706,A Grandmother's Dream,A Grandmother's Dream,≤100
156318627719021,Pressure,These ads ran without a disclaimer,≤100
117443068305863,INSS - The Institute for National Security Studies,These ads ran without a disclaimer,≤100
109986991610948,Shane #1 for VP Liberation & Equality,Shane Junior Fernandes Simpkin,≤100
107413721673223,Your NHS Needs You,Marshfpjane Thompson Zmarsha Jane,≤100
582126961989650,Deniz Günsav,These ads ran without a disclaimer,≤100
104676048292407,Lucky's Sneaker Shop - Test,These ads ran without a disclaimer,≤100
177223445659759,C-Change,These ads ran without a disclaimer,≤100
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",≤100
1523323051287680,Women's Best,These ads ran without a disclaimer,≤100
462805060460320,Hillingdon Labour Group,Kerri Anne Prince,≤100
111370841489773,Sam Holland for Bicester West,North Oxfordshire Conservative Association,≤100
218681152207008,Horwich and Blackrod Life,Martyn Andrew Cox,≤100
227585877630882,Corona Energy,These ads ran without a disclaimer,≤100
100405978669241,Southampton Labour Councillors,The Labour Party,≤100
81220709615,Little Lamb Nappies,These ads ran without a disclaimer,≤100
1913983672169026,Bridge - Change minds. Change business.,These ads ran without a disclaimer,≤100
0,Instagram User 8447254206,These ads ran without a disclaimer,≤100
107446335093916,Lalabuy,These ads ran without a disclaimer,≤100
