Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
216953191988591,Moisés Barboza o Maluco do Bem,Moises Barboza,220,3
1999710193619671,ZÉ MARIA,Jose Rangel,220,5
405656909576573,Corrente do Bem Brasilia,GENEROSIDADE.ORG,220,2
100365655944150,BTvendasweb,Bruno Tavares,219,4
338656194039303,Iara Diniz Contar,Iara Diniz Contar,219,5
1044468665669941,Rossano Peres Farias,Rossano Farias,219,3
119315844945692,OAB RS,These ads ran without a disclaimer,219,3
386605728757080,Sergio Henrique Pereira,Sergio Pereira,219,8
342722929536882,Comitê Popular de Luta de Piracicaba,Wilson Trevizam,218,15
106593527374356,_vallejo.2.0,These ads ran without a disclaimer,218,2
420411961486591,Prefeitura Municipal de Jandaia do Sul,MUNICIPIO DE JANDAIA DO SUL,218,1
691783344327735,PSTU Fernandópolis,Ezequiel Bigato,217,7
157394070991526,Prefeitura Municipal de Horizonte,Prefeitura Municipal de Horizonte,217,4
106989568607833,Mônica Lietz Advogada,Monica Lietz,217,13
0,Instagram User 7498161263,These ads ran without a disclaimer,217,1
103203134538414,Alex Schmitt,Alex Schmitt,217,9
105828384424019,Francisco Sena Vereador,Francisco Assis Sena Carvalho,216,9
508957442623458,Vereador Subtenente Guinancio,Carlos Guinancio Coelho,216,3
1583534638453939,Clair Kuhn,Clair Kuhn,216,6
101426389198246,Debora Quirino Ibrahim MS,Debora Quirino,216,2
106545468441003,ICARO Studio,These ads ran without a disclaimer,215,2
260346504349294,Caneta Desesquerdizadora,Agência Caneta,215,1
500062550371876,Eduardo Azevedo,Eduardo Azevedo,215,6
107034677360999,Max Miller II,Max Miller Augusto De Oliveira,215,4
107590867631559,Rodolfo Vale,Rodolfo Sousa Folha Do Vale,215,3
109350258442173,Murilo Félix - Iracemápolis,Murilo Berbert Felix,215,2
302436359843116,Jorge Amaro,Jorge Amaro de Souza Borges,215,5
599753953524367,"Página 1 - Associação de Produção, Conteúdo Digital e Divulgação",Adriano Dos Anjos Pinto,214,25
107032837762457,Diogo Mendes,Francisco Mendes,214,4
106800105216570,Fabianojustino- Anúncios -Marketing Digital,Fabiano Justino,214,5
1456664564636484,Jalmir Júnior,Leonardo Souza Pereira Leao De Assis,214,2
285589645720795,Tagner Cerqueira,Tagner Cerqueira,213,10
108097751764690,Portal GO News,Go Portal,213,9
1925498644330691,Prof Bruno Bezerra,These ads ran without a disclaimer,213,5
455287214515532,Braz Paulo,Braz Paulo de Oliveira Junior,213,5
103575422183007,Feirão Limpa Nome 4.0,These ads ran without a disclaimer,213,3
111484883742441,Marisa Schwarzer Protetora de Animais,Marisa Schwarzer,213,4
104724372045957,Twelve Global,These ads ran without a disclaimer,212,8
1275756415787246,Mauro Angelo,Mauro Angelo,212,11
129795707218499,Carmen Zanotto,Carmen Emilia Bonfa Zanotto,212,6
887564787979668,Cofecon Economia,These ads ran without a disclaimer,211,4
113025407048427,Ouvidoria Vereador Leandro Félix,ATIVA ENERGY,211,6
1943779529249461,Willian Carvalho Vereador,Willian De Carvalho Rosario,210,7
258731467657469,Ernani Polo,Ernani Polo,210,3
101127191780974,Fernando Monteiro PF,Fernando Monteiro,210,4
107016428655381,Leandro Lima Lira,Leandro Lira,210,4
563557887489525,Portal Projetos de Lei,Lucas Castilho Guimaraes,209,2
449002521791029,Iara Rennó,These ads ran without a disclaimer,209,1
0,Instagram User 6926948694,These ads ran without a disclaimer,209,3
108654201025214,Vereador Isaias Oliveira,Isaias Oliveira,209,7
107758778277496,Biblioteca Conservadora,Klisman Silva,208,2
1593667600947134,Nilson Lacerda,Jose Ivanilson Soares De Lacerda,208,4
104094444886612,Samuel Santos,Jose Samuel Da Silva Santos,208,5
184298072237044,Leda Sadala,Midia PlayRAS,208,3
257790094565427,Adson Soares,Adson Soares,208,4
112575683635563,Daiton Mergen,Daiton Mergen,208,5
106308948111392,Bolsonaro Presidente reeleito 2022,Emanoel Bavaresco,208,10
109674438161894,Patriota  Mulher São Caetano do Sul,Roberto Marques Bareira,208,20
378254909362709,PRF Fernando Beilfuss Suplente Deputado Estadual/SC,FERNANDO  ARGILAR BEILFUSS,207,6
104418595539585,Israel Alexandre,These ads ran without a disclaimer,207,2
201777909925390,A.Yoshii Engenharia,These ads ran without a disclaimer,207,1
534989876669367,Allan Dias,Allan Dias De Oliveira,206,10
996161513927778,P S C - Saltinho/SP,Angelo Bucioloti,206,3
111041777167669,universodoslivros8,These ads ran without a disclaimer,206,12
110893694603479,Fazito SP,Rodrigo Fazito Ziolli Calderaro Giacomini,206,2
866135926775789,Conviva Educação,These ads ran without a disclaimer,206,3
428736114152587,Carla Campos - Emagrecimento e Estética,These ads ran without a disclaimer,206,1
114766456594549,NasRuas Patos de Minas,Wellington De Sousa,206,6
317801538293284,Castel Imobiliária,These ads ran without a disclaimer,206,1
1409369672675598,Sintrasem Florianópolis,Sindicato dos Trabalhadores no Serviço Público Municipal de Florianópolis - Sintrasem,206,5
102137488620080,delegado_rodrigo_camargo,These ads ran without a disclaimer,205,1
604453922952420,Patrus Ananias,Patrus Ananias de Souza,205,9
483922908380253,Egídio Beckhauser,Egidio Da Rosa Beckhauser,205,3
255002614617408,Simers,These ads ran without a disclaimer,205,6
604752723250660,Gerlane Baccarin,Gerlane Baccarin,204,8
109303154561454,Professor Arildo,Arildo Ferreira Castro,204,4
286590071732163,Francis Luís Vereador,Francis Luis Silva,204,9
204185669760821,ATB - Associação Transparência Barueri,Sergio Dias Da Silva Junior,204,10
102081081390655,Alexandre Frota,Alexandre Frota De Andrade,204,6
226121024066240,WRI Brasil,These ads ran without a disclaimer,204,5
101012882409870,Cirsol,These ads ran without a disclaimer,204,2
106999668605958,Azul Empréstimos,These ads ran without a disclaimer,204,3
422751804757605,Joao Janguie Diniz,These ads ran without a disclaimer,203,12
311905916012901,Vereador David Neto,David Silva,203,8
107833437414945,BSBTimes,ROGÉRIO CIRINO PRODUÇÕES ARTÍSTICAS EIRELI,203,9
102047972195259,Canal Desmidiotizador,These ads ran without a disclaimer,203,3
100349301672599,Dra.LidianeVanderlei,Lidiane Cavalcante Vanderlei,203,8
853497758140938,Loja Moda Mix,These ads ran without a disclaimer,203,1
332441780842008,Norbertinho Moraes,Gabriel Silva,203,2
728310410644334,Gabriel Bueno,Gabriel Fioravanti,203,4
358592104714583,Marreca Filho,Antonio da Cruz Filgueira Neto - Marreca Filho,202,5
111388917955713,Paulo Melo,Paulo Melo,202,6
201171546592185,Simão Pedro,SIMÃO CHIOVETTI,202,6
73970658023,International Rescue Committee,These ads ran without a disclaimer,202,13
106062748700806,Boycott Russia,These ads ran without a disclaimer,202,6
461990984006353,Cronapp,These ads ran without a disclaimer,202,3
573571269338520,Deputado Issur Koch,Issur Israel Koch,202,5
251413762192611,Tiago Pedra Grande,Tiago Lobo Favoretto Pereira De Souza,202,4
105130024694896,Ecomed Saúde,These ads ran without a disclaimer,202,1
110330857450435,Especialista em Inversores Fotovoltaicos,These ads ran without a disclaimer,202,5
159489454773418,Eduardo Magalhães,Virginia Silva,201,3
105355378148748,Vereador Franço,Vereador Franço,201,3
170654413025918,Curta O Gênero,ONG Fábrica de Imagens,201,5
402164383180928,Wesley Casa Forte,Rogerio Santana Reis,201,21
114305193280739,Mario Brasil,Ü 'ALMA RYANY MARTINS BRASIL 1,201,6
110258327906446,Livre pra Escolher,Associação Livre Pra Escolher,201,2
394513513935032,Divaldo Lara,Divaldo Lara,200,2
254615411263560,CEDEM,CEDEM,200,4
1565130177075527,Esquerda Diário,Esquerda Diário,200,2
100506212659974,Douglas Cintra,N Contéudo,200,1
187523974768216,Bruno Augusto,Bruno Augusto De Jesus Ferreira,200,2
292649844611327,Raone Ferreira,Raone Ferreira,200,1
164088130626999,Vereador Eduardo Moraes,Eduardo Borges Moraes,200,1
879578715449225,Capela de Santa Sara Kali,Fernanda Araujo,200,1
101391491399948,coronelcoimbra,Miguel Affonso CN,200,1
156030764586964,Saulo Pedroso,Saulo Pedroso De Souza,200,1
486116391561123,Sintrahg,Sintrahg,200,6
1396066337310084,Casa do Oleiro,DANIEL MÀCHADO REIS,200,2
110854297266733,Wesley Teixeira,Wesley Teixeira Silva,200,8
288048917944270,Prefeitura Municipal de Bataguassu,PREFEITURA MUNICIPAL DE BATAGUASSU,200,2
1378617549025463,Capitão Augusto,José Augusto Rosa,200,3
2455731194657144,Drogaria Viva Mais Queimados,These ads ran without a disclaimer,200,2
457745987599981,Hugo Motta,Hugo Motta Wanderley da Nóbrega,200,1
260528207360293,SEPE RJ - Oficial,Sindicato Estadual dos Profissionais da Educação do Rio de Janeiro,200,2
113175020064640,Carlos Ferreira,Carlos Roberto Ferreira,200,3
302130353246290,Ricardo Teixeira,Ricardo Teixeira,200,1
101333161438196,Blue School,These ads ran without a disclaimer,200,1
101083959932439,Quem,These ads ran without a disclaimer,200,1
391502044786018,Daniel Caetano - Ideias com sentido,Daniel Caetano,200,1
422316724805400,Tribunal Regional Eleitoral do Paraná,Tribunal Regional Eleitoral do Paraná,200,1
103038038195359,Luanna Bringel Rezende Alves,Luanna Martins Bringel Rezende Alves,200,4
107366805290626,Ana Pimentel,Ana Pimentel,200,2
242107249258874,Federal Vestibulares,These ads ran without a disclaimer,200,1
631836063511399,Prefeitura de Sarzedo,REFEITURA MUNICIPAL DE SARZEDO,200,1
482457432130493,Eugênio Ferreira,Eugenio Dos Santos,200,2
280821778962658,Pelé da Cândida,Paulo Reis,200,2
203173856752001,Santiago Lucas,Santiago De Lucas Angelo,200,2
104834265567935,Luiz Porto,Luiz Silva,200,2
167035830067775,Prefeitura de Canoas,Puzzle Ads,200,1
122364195824139,Catanduvas em Foco,Adriano Freitas,200,1
332471770181123,Delegada Graciela David,Graciela Ambrosio,200,4
139133973412017,Hortolândia Online,Carlos Eduardo Ricatto,200,1
835359316562042,NOVO PR Maringá,NOVO Maringá,200,4
355964377812210,Eures Ribeiro,Eures Ribeiro Pereira,200,1
1843890325876754,Fernando Portela Pessoa,Fernando Pessoa,200,1
111786087108686,Paulo Basilio,Paulo Basilio,200,3
305254979542224,Prefeitura de Ouro Preto,MUNICIPIO DE OURO PRETO,200,6
596543854073852,Redatorres,These ads ran without a disclaimer,200,2
106094257858436,Declara Psi,These ads ran without a disclaimer,200,1
109779564998729,Jeferson Brun,Jeferson Brun,200,1
115397950314062,Bruno Cavassani,Bruno Cavassani,200,7
108084658475155,Johnny Guerra Gai,Gabriel Barbosa,200,1
809295265921759,Jornalista Elisa Robson,These ads ran without a disclaimer,200,1
731287436996788,Wilson Paiva,These ads ran without a disclaimer,200,1
1427788897508291,Deputado Lissauer Vieira,Lissauer Vieira,200,1
511687105571068,Tiago Cadó,Tiago Fernandes,200,6
708474889340611,Amorim Ernandes,Ernandes Amorim,200,3
2298153830424797,Kassiano Souza,Kassiano Souza,200,3
497179110388697,Fábia Richter,Fabia Richter,200,3
107927128481187,Dra. Rose Serafim,Rosilene Pinto Serafim,200,2
174868575897353,Museu Bispo do Rosario Arte Contemporânea,These ads ran without a disclaimer,200,1
971180792981306,Deputado Estadual Lazinho Da Fetagro,Lazaro Dobri,200,6
117715586296548,Sindicato dos Bancários de Umuarama e Assis Chateaubriand,Elias Soares,200,1
183655042154037,Deputado Duarte,Deputado Duarte,200,3
214677676006358,Teixeira Duarte Engenharia e Construções - Brasil,Teixeira Duarte – Engenharia e Construções S.A.,200,1
115182697853155,Murilo Félix - Engenheiro Coelho,Murilo Berbert Felix,200,1
0,Instagram User 4398271276,These ads ran without a disclaimer,200,1
163033743759214,ACIJ - Associação Empresarial de Joinville,ACIJ Associação Empresarial de Joinville,200,3
1321322577924287,TV da Gente,JORNAL DA GENTE,200,1
1673845179557731,Vereadora Prof Cris,Cristiane Araujo Pedro De Oliveira,200,2
100209282298570,Cerdonline,These ads ran without a disclaimer,200,2
102477652439937,Revson_mourao,Revson Morais,200,3
274527822566791,Ciro Nogueira,Ciro Nogueira,200,1
476242996108184,Rodrigo Valverde,CFU 7D4 DYW4 HHH. CU�JORGE RODRIGO VALVERDE SANTANC,200,4
713349875699242,Junior Getulio,Getulio Junior,200,3
897901566919737,Avante 70,Avante Diretório Nacional,200,1
104661422175696,Isso é Coisa de Mulher,Brena Dianná BARBOSA,200,2
1035223423186579,Rafael Simões,Rafael Tadeu Simoes,200,3
757066351146555,Delegado Marcelo Freitas,Marcelo Freitas,200,1
275326740031715,Junior Trabalhador,Junio Cirino Fonseca,200,1
895803577200639,Wesley Sousa,Wesley Sousa Correa,199,1
107094261803589,Márcio Pino,MÁRCIO PINO,199,6
102385729082399,Dr. Lincoln Ferreira,Lincoln Ferreira,199,4
102900245403976,Fabio Faria de Sá,Fabio Farias Sa,199,6
120982825962839,Coronel Américo,These ads ran without a disclaimer,199,4
110407433725651,Márcio Bernardino,Marcio Bernardino,199,8
114301456956534,Ronaldo Venturi,Ronaldo Rodrigo Venturi,199,9
113676935411485,Eder Magrão Clube Fm 101.9,eder gean silva,198,3
635040366590088,Luiz Fernando Mainardi,Luiz Fernando Mainardi,198,1
106084098344364,Raimundo Rego  - Defensor do Meio Ambiente,Expedito Rego,198,3
103630108616298,Contratos da Nova Economia - Bruna Puga,These ads ran without a disclaimer,198,2
110642107436217,Vereador Andre Henik,Andre Henik,198,11
438536822883034,Sérgio Camilo,Sergio Gomes,198,7
225434300861371,Semana7,Ronan De Sa,197,6
108891514083852,Buiu do Povo,Nazareno Da Silva,197,9
113124048037605,Ademar Arrais,JOSÉ ADEMAR ARRAIS ROSAL FILHO,197,44
103876174998459,Vereador Zé da Farmácia,Vereador Zé da Farmácia,197,17
720625781409047,ICC - Instituto Casa Comum,These ads ran without a disclaimer,196,5
107917691012277,Jander Lobato,Jander Lobato,196,3
103301407742483,Rede SOL 50,Elson Marcelo Lima De Souza,195,4
101938308619684,leandroalmeida.seguranca,Leandro Almeida,195,5
650362445023673,RICARDO MAIA,These ads ran without a disclaimer,195,3
214365558575620,Yesbil,Artur Alex Loureiro Araujo,195,13
122993059103171,Elio Lacerda,Elio Antonio Lacerda,195,5
106841547806693,Progressistas - SRPQ,Manoel Pinto Da Silva Junior,195,1
557665537646004,Agência Múltipla,Agência Múltipla,195,1
110429434468282,BASE - Brasil Agro Society Environment,Brasil Agro Society Environment,194,2
229061987181723,Felipe Attiê,Felipe Attie,194,6
298735213824762,Elementar,These ads ran without a disclaimer,194,1
105700478529257,SimoneGuerra,Alexandre Lopes,194,6
113889983320912,Vânia Nascimento,Vania Nascimento Da Silva,194,5
776962065738318,Campanatti,Reynaldo Pereira,194,6
2398669613511168,Vereador Cabo Cassol,Max Anderson Piva Rocha,194,16
407238146493745,Elas no Poder,These ads ran without a disclaimer,194,3
2024039791156501,João César Moraes,MERCAVEJO MARKETING DIRETO,194,10
1582192758734390,Murilo Galdino,These ads ran without a disclaimer,194,5
101518724706965,Rafael Costa Investidor,Cashflix,194,2
108069841052291,Juninho Poceiro,Claudio Evangelista Da Silva Junior,193,5
108748510952957,Partyhaus,These ads ran without a disclaimer,193,1
1641031089467315,Aurélio Gomes Vereador,Aurelio Silva,192,6
103523575628991,Aline Bastos,Aline Barros,192,6
1103405233048871,Ana Nice,Ana Nice Martins De Carvalho,192,5
106392991789788,Contact Cred Empréstimo,These ads ran without a disclaimer,192,3
284162055062139,Teatro Nos Parques,These ads ran without a disclaimer,192,2
1100489463333119,Asana Rebel,These ads ran without a disclaimer,192,6
854267974590965,Simone Santana,Simone Santana,192,6
500240096839413,Dr Roger,Roger Silva,192,7
222509354985021,Maciel & Paulino Advogados,Conceito Assessoria Digital,192,13
802654676545004,d.marin,These ads ran without a disclaimer,192,2
725040437528360,Major Rocha,Wherles Rocha,191,4
735498693127695,Portal Plural,Plural Agência de Publicidade LTDA,191,3
193453687358589,Arthur Virgílio Neto,Arthur Virgilio Neto,191,6
120824348555914,Divulga Sports,These ads ran without a disclaimer,191,2
141115832919796,Professor Mollar,Jonathan Molar,191,5
801126203398977,Senador Alessandro Vieira,Alessandro Vieira,191,7
892763220875099,Heni Ozi Cukier,These ads ran without a disclaimer,191,11
1440263129589215,Gustavo Santana de Vasconcellos,Agência Portfólio,191,2
1639054639743483,Igor Batista Gomes,Igor Gomes,191,2
323983461125902,O Antagonista,These ads ran without a disclaimer,191,7
617270164956256,Mored Contabilidade,MORED ASSESSORIA CONTABIL,191,3
311000708931899,Deputado Evangelista Siqueira,Evangelista Soares Siqueira,190,5
214990388984509,Lenços Presidente,These ads ran without a disclaimer,190,1
109983040965891,Vila Fahl,These ads ran without a disclaimer,190,2
376231356370053,Cabo Tony Fernandes,Tony Magno Fernandes Nascimento,190,5
116781614361000,Xouquei,These ads ran without a disclaimer,190,6
105028097795943,Iza Vicente,Iza Vicente,190,6
109936550872440,Dr. Pedro Awada,Pedro Awada,190,7
1742563819332409,Nova Futura Investimentos,These ads ran without a disclaimer,190,1
1616216358664655,Robert Paiva,Robert Jacynto De Paiva,190,2
210175922331106,Instituto da Democracia e da Democratização da Comunicação,INCT - Instituto da Democracia e da Democratização da Comunicação,190,8
103575422183007,Feirão Limpa Nome 4.0,Silas Rios,190,1
103378864670025,Prof. Dilmo Resende,Dilmo Resende De Carvalho,190,8
110049840871466,Odonto Rosário - Jaraguá,These ads ran without a disclaimer,190,1
110026561292091,Seepodcast,See Podcast,189,7
1673812422880277,Vereador Patrick Machado,Rodrigo Talevi Dos Santos,189,7
246680578837739,Vereador Peixão,Celso Oliveira,188,4
321930704517522,O Sul Mato Grossense,Jornal O Sul-Mato-Grossense,188,17
688306221315577,Canal Solar - Energia Fotovoltaica,These ads ran without a disclaimer,188,1
101007261498148,csinstituto,These ads ran without a disclaimer,188,1
1544117292569866,Vereador Professor Danclar,Danclar Jesus Rossato,188,4
101229865448798,Baiano do Cuxá,Joao Batista Dos Santos Junior,187,10
102498528205706,Miguel da Silva,Miguel Paulo Da Silva,187,10
627707933922804,Vereador Eliel José,Samuel Batista,187,11
107250921172072,Vieira & Rosenberg,These ads ran without a disclaimer,187,2
753511668114893,Vereadora Cristina Oliveira,Cristina Fernandes Oliveira,187,5
154644478059091,Sicoob São Miguel,These ads ran without a disclaimer,187,1
442464519152945,ADCDR,Fernando Ramos,187,33
432332470192505,Verônica Lima,Verônica Lima,187,3
110055824153538,Daniel Alves,Daniel Vianna Alves De Almeida,187,8
252031844908478,Fabio Riva,Fabio Riva Dos Santos,186,6
154453614722972,Lafayette Andrada,Lafayette Andrada,186,6
