Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
106348898637793,Tony Simone,Tony for New York,≤100,2
113402941345987,Elect Bob Haueter - Precinct Chair 407,Bob Haueter for Precinct Chair 407,≤100,4
106507982029857,Al Carlson for Fargo,Carlson for City Commission,≤100,3
936661259836287,Re-Elect Jonathan Sahrbeck For Cumberland County District Attorney,Re-Elect Sahrbeck,≤100,3
101404632455092,Q For Fort Bend County Treasurer,Qaisar Imam For Fort Bend County Treasurer,≤100,1
390924888308996,State Senator Mark Huizenga,Senator Mark E. Huizenga,≤100,6
101365935730371,Judge John Noverini,Citizens for Noverini,≤100,3
467804929927622,Jason Smith,JASON SMITH FOR CONGRESS,≤100,3
188085488463186,Tim Ramsey County Commissioner District 4,Tim Ramsey,≤100,3
115921097759299,Adam For Holy Cross,Adam Quinton for Holy Cross,≤100,2
106249000192,CME Group,CME GROUP INC.,≤100,6
102693612110382,California Local,CALIFORNIA LOCAL,≤100,9
39813692310,Michigan Democratic Party,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,≤100,9
122894447754361,Institute for New Economic Thinking,"INSTITUTE FOR NEW ECONOMIC THINKING, THE",≤100,1
106688832000556,New Hampshire Second Amendment Supporters,Granite PAC,≤100,1
60682866560,Citizens Utility Board,CITIZENS UTILITY BOARD,≤100,9
110675394846260,Congresswoman Sheila Cherfilus-McCormick,Congresswoman Sheila Cherfilus-McCormick,≤100,5
125824334130608,CTUL,Centro de Trabajadores Unidos en Lucha,≤100,4
105287065105061,Glenn Church For Supervisor,Glenn Church for Supervisor 2022,≤100,3
350360835071297,Georgia Center for Opportunity,GEORGIA CENTER FOR OPPORTUNITY I,≤100,12
106363314216597,David Levesque for Maine State Senate District 13,David Levesque for Maine Senate District 13,≤100,1
102566062379010,Drew Gattine for Maine House 126,Drew Gattine for Maine House 126,≤100,4
104377518078467,More Perfect Union,MORE PERFECT UNION FOUNDATION,≤100,8
108164555138297,Duff4Judge,"Duff for Judge 2022, FPPC ID#1444306",≤100,8
111259238111447,Richard Bissen for Maui County Mayor,Friends of Richard Bissen,≤100,10
103573885626132,Lauren for DeKalb,Lauren for DeKalb inc,≤100,8
111980686848434,Jack Ladyman Campaign,Committee to Elect Jack Ladyman,≤100,1
1430683863817923,Mautz for Senate,Friends of Johnny Mautz,≤100,1
106487031844455,Jay Kleberg for Texas Land Commissioner,JAY KLEBERG CAMPAIGN FOR TEAXAS LAND COMMISSIONER,≤100,4
110586314874117,Protect West Cobb Coalition,Protect West Cobb Coalition Inc,≤100,4
145298332900038,Christopher Constant for Congress - Alaska,CONSTANT FOR CONGRESS,≤100,3
109162334682945,Bill Sample for State Senate,Committee to Re-elect Bill Sample,≤100,8
343668365761519,Montanans for Healthy Rivers,Montanas for Healthy Rivers,≤100,11
217031695114504,Representative Liz Bennett,Iowans for Liz Bennett,≤100,8
108944745032834,Cameron Elkins for Shelby County District Attorney,Committee To Elect Cameron Elkins,≤100,3
112125151468227,David Main For Congress,DAVID MAIN FOR CONGRESS,≤100,2
833280850020504,Dee Dawkins-Haigler for Georgia Secretary of State,Dee Dawkins-Haigler for Georgia LLC,≤100,6
108635535020855,JT Wu for Georgia,JT Wu for Georgia,≤100,13
107045481930055,Jared Moskowitz for Congress,Jared Moskowitz for Congress,≤100,28
507934866006693,Philadelphia Jobs with Justice,PHILADELPHIA AREA JOBS WITH JUSTICE,≤100,12
360249457404614,Isaac Barron,Friends for Isaac Barron,≤100,12
382724835246339,"OKC Fraternal Order of Police, Lodge 123","Oklahoma City Fraternal Order of Police, Lodge 123",≤100,1
110637031622869,John Killgallon for Georgia,John Killgallon,≤100,6
295644160460352,Donald Trump Jr.,Blue Pack Marketing,≤100,3
102392175228237,Amanda Como,Como 4 Westfield,≤100,2
277249636110403,Harlan Breaux for State Representative,Breaux for State Representative,≤100,1
102805962367538,Michelle for DeKalb,Michelle for DeKalb,≤100,9
102376312174421,Coalition for Neighborhood Libraries,Coalition for Neighborhood Libraries,≤100,3
1504607203165435,Oklahoma Beer Alliance,OKLAHOMA BEER ALLIANCE INC,≤100,9
143981748956175,Rural Assembly,Rural Assembly,≤100,1
100318725937562,Tennesseans for Broadband,Tennessee Cable & Broadband Association,≤100,4
878739828837848,Emmett Badar,Emmett Badar for San Dimas Mayor,≤100,3
102310882344190,Priscilla Yother for State School Board,Yother for SBOE,≤100,2
350692761610088,Matt Cartwright,CARTWRIGHT FOR CONGRESS,≤100,2
104147532156947,Joey Russo for Greenville County Council,Joey Russo for Greenville County Council,≤100,2
591257604600227,Holly Hancock for Judge,"HOLLY HANCOCK FOR JUDGE 2022, FPPC ID#1438914",≤100,2
30699431006,NC Clean Water Education Partnership,Triangle J Council Of Governments,≤100,3
48631937877,Ben Cline,"BEN CLINE FOR CONGRESS, INC.",≤100,3
104669815210540,A Healthier Ohio Now,A Healthier Ohio Now,≤100,2
234883080791381,Greene County Partnership 22,John M Stafford,≤100,12
107524075129360,Junelle Cavero for Arizona,Junelle Cavero for Arizona,≤100,1
105491902082564,Mark Harmon for Congress,"Mark Harmon for Congress. Paul Witt, Treasurer.",≤100,43
104237135459492,Rob Underwood For Treasurer,Robert C. Underwood,≤100,2
141841519279799,Allterra Solar,Allterra Solar,≤100,8
103229598119962,Charlie De La Paz for Nevada,Charlie For Nevada,≤100,2
353237777925,Pennsylvania House Dems,Pennsylvania House Democratic Campaign Committee,≤100,5
380436649137905,JoJo Woodward for Sheriff,JoJo Woodward for Sheriff,≤100,4
1722872318024029,Great Lakes Business Network,Great Lakes Business Network,≤100,1
101481584557260,Help Asheville Bears-HAB,Heather Christina Williams,≤100,2
1778578222359055,San Francisco Berniecrats,San Francisco Berniecrats,≤100,5
1472161126445255,Vikram For US Senate,VIKRAM FOR NH,≤100,3
1840898962851171,Jeremy C. Hunt,JEREMY FOR GEORGIA,≤100,1
143913642302342,Maryland Coalition Against Sexual Assault (MCASA),MARYLAND COALITION AGAINST SEXUAL ASSAULT,≤100,4
2022955524588789,Annette Glenn for State Senate,"Annette Glenn for State Senate, PO Box 1128, Midland, MI 48641",≤100,3
110637987532434,TCCC -Tribal Community Coordinating Center,"EDUCATION, TRAINING, AND RESEARCH ASSOCIATES",≤100,8
694421074725614,Marc Thielman for Oregon Governor,Marc For Oregon,≤100,1
100154062360906,Sheila Banister for Alabama House,Sheila Banister Friends of,≤100,10
256827604403,David Rogers,David Rogers for Supervisor,≤100,3
351450241620398,Bryan Shupe Delaware,Bryan Shupe Delaware,≤100,2
272716539512166,Cycle for the Cause,"LESBIAN & GAY COMMUNITY SERVICES CENTER, INC.",≤100,6
301912680332666,Yes on Measure C for Belmont-Redwood Shores Schools,"Friends of Belmont-Redwood Shores Schools 2022 / Yes on C, FPPC# 1443996",≤100,1
153588847304,UNITE HERE Local 1,UNITE HERE Local 1,≤100,3
95135221781,Federal News Network,Hubbard Radio DC,≤100,2
26006662641,Arizona Democratic Party,Arizona Democratic Party,≤100,25
1941595989414032,No More Freeways PDX,No More Freeways,≤100,2
2176198372444093,Gary Grasso for Congress 6th District,GRASSOFORCONGRESS6,≤100,3
1292697294100049,Jen Longdon for House,Jen Longdon for House,≤100,1
5962789983,Adrian Smith,Adrian Smith for Congress,≤100,10
109887028143493,Brenda Stallings for Circuit Court Judge,Committee to Elect Brenda Stallings,≤100,8
260012735885067,Jonathan Karlen for House District 96,Jonathan Karlen for MT,≤100,3
92729316952,Covanta,Covanta,≤100,6
108904228401872,Joanna Rauh for San Jose City Council,Joanna Rauh for City Council 2022,≤100,13
1887343531542145,Senator Justin Brown,Team Justin Brown,≤100,5
107333338384872,Byron Gatewood,Gatewood for Georgia,≤100,1
114053275822531,Jeff Hunt,Jeffrey Hunt,≤100,2
1191336950894416,City of Carlsbad NM Government,Social Media Manager,≤100,5
27069990143,New Jersey Republican Party,NEW JERSEY REPUBLICAN STATE COMMITTEE,≤100,1
250961715499,Paul Chabot for Texas State Representative,Paid for by Paul Chabot Campaign,≤100,5
115403471809909,Plastic Oceans,PLASTIC OCEANS INTERNATIONAL,≤100,2
113249091354558,Karla Drenner for Georgia,Committee to Elect Karla Drenner,≤100,6
111771218068491,Allan S. Carver for Siskiyou County Superintendent of  Schools,Carver for Superintendent of Schools 2022,≤100,1
1531923600454637,Jennifer Dillingham for 81st Judicial District Judge,Jennifer Dillingham Campaign,≤100,8
105495168514956,Carol Blood For Governor,Nebraskans For Carol Blood,≤100,3
129208720460165,Bill Huizenga,HUIZENGA FOR CONGRESS,≤100,3
122244401124250,Council of Alaska Producers,Council of Alaska Producers,≤100,1
1535694543347352,Engage NWA,NORTHWEST ARKANSAS COUNCIL,≤100,2
103191432013360,Kris Mayes for Arizona,Paid for by Kris Mayes for Arizona. Authorized by Kris Mayes.,≤100,5
111750267992575,Jay Revell for Leon County Commission,Jay Revell For County Commission,≤100,3
685189721546650,Freeman For Iowa House District 46,Freeman For Iowa,≤100,1
14038292386,Women for Women International,WOMEN FOR WOMEN INTERNATIONAL,≤100,3
1530580173871992,Art Kaskanian - Gardena City Council,Art Kaskanian for Council 2022,≤100,3
154284144719786,Mark Lazarus Horry County Council Chairman,Lazarus For Chair,≤100,3
638673103424933,Retired Americans PAC,Retired Americans PAC,≤100,7
100860585088630,Dani Isaacsohn for Ohio State Representative,Friends of Dani Isaacsohn,≤100,1
102596355656379,Patriot News Daily,William Gordan Tanner,≤100,1
101236671822802,"City of Dublin, CA - Government",City of Dublin,≤100,1
357747007683526,State Representative Cezar McKnight,Cezar McKnight for State Representative,≤100,4
640465629350890,Re-Elect John Shearon Sheriff,John Shearon,≤100,3
102669465652294,Florida Solar Energy Industries Association,Florida Solar Energy Industries Association,≤100,1
101264475071631,Daniel Mercuri For California Governor,Daniel Mercuri For California Governor,≤100,2
137828333383238,Ampion,AMPION INC.,≤100,6
168109446538119,St. Martin's Press,Macmillan Publishing,≤100,3
270602563565478,NM Native Vote,NM Native Vote,≤100,8
107691435195133,Tuckerman Babcock State Senate,Tuckerman Babcock State Senate,≤100,8
1599237673639735,Change Media Group,Change Media Group,≤100,37
1977738355807406,Sharice For Congress,SHARICE FOR CONGRESS,≤100,2
120976697937037,Michigan Association of Ambulance Services,Michigan Association of Ambulance Services,≤100,3
118165897750,Mother and Child Alliance,Mother and Child Alliance (MACA),≤100,1
104334972240670,Eric Isaac for Judge,Eric Isaac for Judge,≤100,3
1576841435978886,Larry Sharpe,Larry Sharpe for Governor,≤100,5
109661772394139,"Let's Keep Judge Mark Craig, Circuit Court of Lawrence County, Alabama",JUDGE MARK CRAIG RE-ELECTION COMMITTEE,≤100,3
1156865617675796,IL Rep Dan Swanson,Friends of Dan Swanson,≤100,5
106572950040377,Max Rose,Max Rose for Congress,≤100,11
102811111248236,Mike Sturla for State Representative,Mike Sturla for State Representative,≤100,1
520405651355955,Georgia Transportation Alliance,Georgia Transportation Alliance,≤100,3
620484711422392,WIC Strong,FOSTERMARTIN,≤100,2
237078603537255,Vote Jen Plumb,Committee to Elect Jen Plumb,≤100,4
261357844041172,Companion Animal Protection Society,COMPANION ANIMAL PROTECTION SOCIETY,≤100,1
107166100861579,Will Wade for State House,Friends of Will Wade,≤100,2
110556777915958,Matt Putorti,MATT PUTORTI FOR CONGRESS,≤100,11
112670344200111,Richard Smith,Richard Smith for Austin,≤100,2
100852168406193,Children's Health Defense - California Chapter,Childrens Health Defense,≤100,4
362398854160469,"Tom Fredricks for Alabama State Representative, District 14",Tom Fredricks for Alabama State Representative District 14,≤100,1
342429849530395,Mike Dunleavy,Dunleavy for Governor,≤100,2
160427944083369,"46th Ward Democrats - Sean Tenner, Committeeman",46th Ward Democrats Committee,≤100,2
105199626748,Massachusetts Republican Party,Massachusetts Republican Party,≤100,16
147354495294240,SF League of Pissed Off Voters,San Francisco League of Pissed Off Voters,≤100,2
101278881655530,David Herrera for East Brunswick Council,David T Herrera,≤100,1
109195978366382,Re-Elect Martin Jones Chief Magistrate Judge,Committee to Re Elect Martin C Jones Chief Magistrate,≤100,2
96011276891,Heinemann Publishing,Heinemann Publishing,≤100,1
100440519076489,Jed Davis for State Rep,Jed for Freedom,≤100,5
1391625467725615,Elect Dr. John Cox for State Superintendent,Friends of Elect Dr. John Cox for State Superintendent,≤100,6
104440382095419,Votekatestewart,Vote Kate Stewart,≤100,1
14233429764,the Jane Goodall Institute,"The Jane Goodall Institute for Wildlife Research, Education and Conservation",≤100,1
539127900353135,Bryant Odega,Bryant Odega for Los Angeles City Council 2022,≤100,22
173913453412212,Re-Elect Michelle Hutchins Mendocino County Superintendent of Schools,Elect Michelle Hutchins County Superintendent 2022,≤100,5
173470656019870,The Daily Yonder,CENTER FOR RURAL STRATEGIES,≤100,1
100457949193549,Beth Hampson for Congress,BETH HAMPSON FOR CONGRESS 2022,≤100,4
214056228741684,The Justice Party,"Justice Party, Inc",≤100,1
911828698840246,ReLEntless Defender Apparel,ReLEntless Defender Apparel,≤100,1
110693498308337,Gilliard 4 Georgia,Derke Lawrence Mazo,≤100,1
221676957953311,The Missouri Plan,The Missouri Bar,≤100,3
310530312396144,Michigan Freedom Fund,Michigan Freedom Fund,≤100,1
104654938797532,Kari Galassi for DuPage County Board District 3,Friends of Kari Galassi,≤100,3
602074469965571,Plan C,NATIONAL WOMENS HEALTH NETWORK,≤100,3
100943375949104,Better our Mt. Pleasant Schools - Yes on Measure H,Committee to Better Our Mt. Pleasant Schools - Yes on H,≤100,3
110413011309657,Byron Hollister for Doña Ana County Sheriff 2022,Committee to elect Byron Hollister for Dona Ana Sheriff,≤100,1
109818318054082,Rodriguez For Sheriff 2022,Matt Rodriguez,≤100,1
117592091643709,Tree of Life Ministries｜Evangelism in Israel,Tree of Life Ministries,≤100,2
140978009255170,Leon County Government,Leon County Government,≤100,5
1749225825304725,Litigator Assistant,Litigator Assistant Inc.,≤100,4
100158948453494,Lars for President,LARS MAPSTEAD FOR PRESIDENT,≤100,1
109884278280126,"Tony Montcalm for District 4, Douglas County BOC",Friends of Tony Montcalm,≤100,3
101254032181624,"Michael ""Mickey"" Huber for Logan County Sheriff",Michael Eugene Huber,≤100,4
446230105501999,Zack Quintero for NM State Auditor,Gente For Quintero,≤100,1
101594768688649,The Jeff Eby Show,Jeffrey Lea Eby,≤100,3
1817609761794947,Santa Cruz County Greenway,Santa Cruz County Greenway,≤100,16
494259170754224,Keeping IDentities Safe,KEEPING IDENTITIES SAFE,≤100,9
105754471961413,Jason Maxwell for Arkansas House Representive District 12,Jason Scott Maxwell,≤100,7
405209453580678,Proud Trump Supporters,Proud Right Winger,≤100,2
102459711431164,Center for Voter Information,Center For Voter Information,≤100,9
105718098695372,Committee to Elect Andrea Boyd,Committee to Elect Andrea Boyd,≤100,2
100767232402640,Debora Allen for Supervisor 2022,Debora Allen for Supervisor 2022,≤100,2
171892554368,CMAP Express,CMAP EXPRESS,≤100,1
322732908805,Ohio Citizen Action,OHIO CITIZEN ACTION,≤100,22
2012572735475921,Faith and Works EJP,Faith and Works Electoral Justice Project,≤100,4
415271075262235,Raise Up,Fight for $15,≤100,4
104284525398781,Nick De Gregorio,NICK DE GREGORIO FOR CONGRESS INC,≤100,2
100315899260285,Elect Britley Leonard Brown Limestone County District Judge Place 2,Friends For Britley Brown,≤100,4
103851564652,Waterkeeper Alliance,WATERKEEPER ALLIANCE INC,≤100,11
19368616355,GALEO,GALEO LATINO COMMUNITY DEVELOP,≤100,1
105648523369,Jill Galvez,Jill Galvez for Mayor 2022,≤100,2
6333396177,NewsBusters.org,MEDIA RESEARCH CENTER,≤100,9
150012885017436,Justice Not Politics,Justice Not Politics,≤100,2
103550648821023,Brian Gelner,Friends for Brian Gelner,≤100,1
260754507296508,The Voter Participation Center,Voter Participation Center,≤100,8
100791984849053,Anita Gonzales for New Mexico,Friends for Anita Gonzales,≤100,1
103659672311549,Mooney for Board of Education 2022,Mooney for Board of Education 2022,≤100,1
331037760381749,Sierra Magazine,SIERRA CLUB,≤100,2
165137306859357,"Gingras, Thomsen & Wachs Lawyers","Gingras, Thomsen & Wachs, LLP",≤100,1
109546135054827,RAR for NY20,ROSTISLAV RAR FOR CONGRESS,≤100,2
112424232156718,Geoff Diehl,Diehl for Massachusetts,≤100,5
110371450500712,Stacy Garrity for Pennsylvania,Garrity For PA,≤100,16
105683954933727,The American-Ethiopia Public Affairs Committee-AEPAC,AEPAC,≤100,2
112200798147947,Friends of Peter Schmidt,Friends of Peter Schmidt,≤100,2
103609195401,Horizons National,"HORIZONS NATIONAL STUDENT ENRICHMENT PROGRAM, INC.",≤100,4
106724911566834,Dan Brue for Georgia,Brue For Georgia,≤100,2
192738164073627,A Better Balance,A BETTER BALANCE,≤100,32
1396566500613827,Stockton Councilmember Sol Jobrack,Sol Jobrack for Stockton City Council,≤100,2
102726905634356,Ken Selzer for Johnson County Commission Chair,Ken Selzer for Chair Inc,≤100,2
148337431855825,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,≤100,1
63998254096,Planned Parenthood Empire State Acts,PLANNED PARENTHOOD EMPIRE STAT,≤100,1
717587978367202,Lynneice Washington for District Attorney,Committee to Re-Elect DA Lynneice Washington,≤100,1
58960807300,John Locke Foundation,JOHN LOCKE FOUNDATION INC,≤100,2
2023114331282570,Florida Daily,Florida Daily,≤100,1
549132971768363,New York City District Council of Carpenters,New York City and Vicinity District Council of Carpenters,≤100,30
112291831359408,Skip Henderson for Mayor,Skip for Columbus,≤100,2
2341701139443660,Liz Joy for New York,JOY FOR NY,≤100,1
294061056548,"Austin Knudsen, Montana Attorney General",LEADERSHIP IN ACTION,≤100,1
1416233548632028,Elbert Holman for County Supervisor,Elbert Holman for County Supervisor 2022,≤100,2
142711166459999,"Re-Elect Sheriff Jimmy Stephens Johnson County, AR 2022",Traci D Stephens,≤100,3
106412261881663,Brad Coscarelli for Sonoma County Superintendent of Schools,Brad Coscarelli for Sonoma County Superintendent of Schools 2022,≤100,1
107331765228336,Powering Iowa's Future,Powering Iowa's Future,≤100,3
221590222071879,East Cobb Cityhood,Committee for Cityhood in East Cobb,≤100,2
111127578263052,Rod Scott for Alabama State House,Citizens to Elect Rod Scott,≤100,4
11602044174,Independent Women's Forum,Independent Women's Forum,≤100,2
536446326706733,Penny Ronning for U.S. Congress,Penny Ronning For US Congress,≤100,6
108189208478918,Justice Karen Baker for Supreme Court,The Committee to Re-Elect Justice Karen Baker for Supreme Court,≤100,5
188922197885668,Omaha Public Power District,Omaha Public Power District,≤100,2
108433238844,CWEB,CWEB Inc.,≤100,27
969264936445051,Nevada Veterans In Politics,"Veterans In Politics International, Inc.",≤100,11
280644822035288,E3: Elevate Early Education,E3: Elevate Early Education,≤100,3
329970340919764,Katie Dempsey for State Representative,Paid for by Friends of Katie Dempsey,≤100,4
150338151681908,Rep. David Schweikert,Representative David Schweikert,≤100,3
533795616741772,"Miguel Arias, Fresno City Council District 3",Miguel Arias for City Council 2022,≤100,3
101466505837381,Scott Johnson for State Senate,Scott Johnson for State Senate,≤100,12
1439646729592364,The Petroleum Alliance of Oklahoma,The Petroleum Alliance of Oklahoma,≤100,3
2276140902665820,West Cook News,Local Government Information Services,≤100,3
103607598900949,Candace Payne for County Commissioner,Candace Payne for County Commissioner,≤100,1
923682134310383,Fred Swann for Georgia,Fred Swann for Georgia,≤100,1
204110672934525,"President Gina Clayton-Tarvin, Ocean View School District",Gina Clayton-Tarvin for Huntington Beach City Council 2022,≤100,1
164567413563135,San Francisco League of Conservation Voters,San Francisco League of Conservation Voters,≤100,2
259853147463209,Wyoming Department of Family Services,Wyoming Department of Family Services,≤100,1
185735601489455,Jewish Community Relations Council of New York,These ads ran without a disclaimer,≤100,1
212761642081200,Celebrate Israel Parade,These ads ran without a disclaimer,≤100,1
775265505942237,Representative Robin Vos,Friends and Neighbors of Robin Vos,≤100,2
1215699268583357,Apex Ohio,Apex Clean Energy,≤100,2
916367571769000,Dania Pointe,KIMCO REALTY CORPORATION,≤100,1
147200138682626,Faulkner County Republicans,Jason Bollinger,≤100,1
110228584182392,This Is Human Trafficking,Colorado Human Trafficking Council,≤100,3
137433496303935,The Chandra Law Firm LLC,THE CHANDRA LAW FIRM,≤100,1
6820348410,Kirsten Gillibrand,Gillibrand for Senate,≤100,5
103805495350723,Carter4Clerk,Jamey Ray Carter,≤100,3
115195631833717,NAHREP The National Association of Hispanic Real Estate Professionals,NATIONAL ASSOCIATION OF HISPANIC REAL ESTATE PROFESSIONALS,≤100,2
105948602018846,Makia Metzger 4 Cobb Solicitor General,Paid for by Makia Metzger For Cobb County Solicitor General,≤100,2
31365402722,The Gospel Coalition,"GOSPEL COALITION, INC., THE",≤100,2
639133039766874,We The People - Pennsylvania,We The People - PA,≤100,4
381578445243960,Kristan Hawkins,"STUDENTS FOR LIFE OF AMERICA, INC.",≤100,5
1094681343890528,Abundant Housing L.A.,Abundant Housing LA,≤100,6
104214232155409,Rosemary Kamei for San Jose City Council District 1,Rosemary Kamei for San Jose City Council District 1,≤100,1
102212468941824,Craig for Mayor,Craig Greiwe for Mayor 2022,≤100,4
107707808559941,Jay Kilmartin for State House District 85,Jay Kilmartin for State House,≤100,1
1033693476679014,Rep. Casey Weinstein,Friends of Casey Weinstein,≤100,3
48049744053,Food Bank of Central & Eastern North Carolina,"FOOD BANK OF CENTRAL & EASTERN NORTH CAROLINA, INC.",≤100,1
111982625544289,State Representative Lee Hein,Hein for State House,≤100,1
114483080839796,Colossal Biosciences,Colossal Biosciences,≤100,8
226999127329906,New York Immigration Lawyer,Alena Shautsova,≤100,2
190750854387350,Laborers Local 1098,LABORERS LOCAL 1098,≤100,10
102961088866702,Sarah Klee Hood NY,Sarah Klee Hood For NY,≤100,9
9268326479,Tim Walberg,WALBERG FOR CONGRESS,≤100,3
123297191041708,CASA of River Valley,CASA OF RIVER VALLEY,≤100,1
243046850976292,Darren Weekly for Sheriff,COMMITTEE TO ELECT DARREN WEEKLY FOR SHERIFF,≤100,2
313723095478950,The Daily Citizen,Focus on the Family,≤100,11
620971308087584,"Nima Novin for City Council, Long Beach District 3",Nima Novin for City Council 2022,≤100,3
265584563563176,JCRC of Greater Washington,The Jewish Community Relations Council of Greater Washington,≤100,2
136753707354,Tim Griffin for Arkansas,Tim Griffin for Attorney General,≤100,4
128103650601995,The Conservative Caucus,CONSERVATIVE CAUCUS INC,≤100,1
30792325085,Bipartisan Policy Center,"BIPARTISAN POLICY CENTER, INC.",≤100,1
1614294382123432,Universal Peace Federation USA,UNIVERSAL PEACE FEDERATION USA INC,≤100,16
114249770761562,Messer for Alabama State Representative,Friends of Micah Messer,≤100,3
645392368909975,carafem,carafem,≤100,5
61265398450,AmeriCorps NCCC,Corporation for National and Community Service,≤100,1
107838748501024,Kerry Hill,Taxpayers for Kerry Hill,≤100,4
107645227592678,To Which We Belong,Mystic Artists,≤100,2
306591716448427,Cindy Axne,CINDY AXNE FOR CONGRESS,≤100,21
204623453392865,Angélica Dueñas for Congress - CA29,ANGELICA DUENAS FOR US,≤100,33
245152275619372,FloridaPolitics,Florida Politics,≤100,2
374520129877,ACCE Action,Alliance of Californians for Community Empowerment Action,≤100,1
101361022128362,John Moore for Arizona,JOHN W. MOORE FOR CONGRESS,≤100,4
1467380343473865,Jeff Ford for Tennessee House of Representatives District 92,Committee to Elect Jeff Ford,≤100,4
248015099034563,Janet Mills,Mills for Maine,≤100,13
100769065833393,Roger Moss for School Board President,Friends of Roger Moss,≤100,5
108556208429531,"David Workman for State Representative,  District 92",David Workman Political Campaign,≤100,1
100451008718644,Joe Lisuzzo,Lisuzzo Senate 2022,≤100,3
109449408709,American Heart Association - Texas,SouthWest American Heart Association,≤100,1
111885781400270,Paul Ostrow for Hennepin County Attorney,Ostrow for Hennepin,≤100,2
150663765012441,Warren County KY Gov,Warren County Government,≤100,3
548902309377298,Senator Win Stoller,Winston J Stoller,≤100,2
655374504522811,"Pamela Price, Alameda County District Attorney Candidate","Pamela Price for Alameda County DA 2022, FPPC #1395288",≤100,1
191918000847123,IFPTE Local 21,INTERNATIONAL FEDERATION OF PROFESSIONAL AND ENGINEERS,≤100,2
101333462265,Distilled Spirits Council of the United States,Distilled Spirits Council of the United States,≤100,4
100666119255977,Terry Elliott for City Council - 2nd Ward,Elliott for Council,≤100,3
415343785547576,Robyn Hattaway for Florida House,"Robyn Hattaway, Republican, for Florida House",≤100,2
385628488916063,Creative Collective for Issue Advocacy,Creative Collective for Issue Advocacy,≤100,1
64206021703,National Committee to Preserve Social Security and Medicare,NATIONAL COMMITTE TO PRESERVE SOCIAL SECURITY AND MEDICARE,≤100,19
106200765078637,Brandon Long for Stone County Sheriff,Brandon Cy Long,≤100,7
45372564473,The Mark Twain House & Museum,MARK TWAIN MEMORIAL,≤100,6
105364062087961,Omar Torres for City Council 2022,Omar Torres for San Jose City Council District 3 2022,≤100,2
189042531139359,Save Alhambra Hills Open Space,Pete 4Joseph Sabine,≤100,2
105320878769373,Francisco Navarro for Superior Court Judge 2022,Francisco Navarro for Superior Court Judge,≤100,5
100216545930989,Kevin Downs for County Attorney,KEVIN DOWNS FOR COUNTY ATTORNEY,≤100,1
91396988467,Republican Party of Texas,Republican Party of Texas,≤100,2
24368700098,Illinois Republican Party,Illinois Republican Party,≤100,2
597866343974179,Anchorage Coalition to End Homelessness,Anchorage Coalition to End Homelessness,≤100,1
109689401673513,Elect Greg Gantt - Harris County Commissioner District 3,GREG GANTT FOR HARRIS COUNTY COMM,≤100,1
112055534705464,Baty for Sedgwick County,Baty For County Commission,≤100,1
100158608795582,George Chen for Torrance City Mayor,George Chen for Torrance Mayor 2022,≤100,7
148205145252473,Backcountry Hunters & Anglers,Backcountry Hunters & Anglers,≤100,3
1761654177234147,Re-Elect Commissioner Carl L. Robinson,Carl Robinson Campaign,≤100,4
217187838327836,The Story Exchange,The Story Exchange Foundation,≤100,3
101409775845598,Marie Manning for State School Board - District 6,Marie Manning Campaign,≤100,2
106523621326342,Garth Green Cedar City Mayor,The Friends of Garth Green for Mayor,≤100,1
361135637255370,Massachusetts Senior Care Association,Massachusetts Senior Care Association,≤100,1
100501091325122,Call for Congress,COMMITTEE TO ELECT JASON CALL,≤100,11
316314175449883,Northwest Side GOP Club,Matthew Peter Podgorski,≤100,1
347948595983,Teachers Association of Long Beach,Teachers Association of Long Beach/ Teachers Active in Politics for Candidates,≤100,1
1445175885604537,Tam Boatler for Randall County Commissioner,Tam Boatler Campaign,≤100,2
103109769744043,Supervisor Brian Maher,Friends of Brian Maher,≤100,1
307760733340,Lakeshore Technical College,These ads ran without a disclaimer,≤100,1
106249298743511,Rick Dobson For Prairie County Judge,Rick Dobson for County Judge,≤100,1
100311585651443,Jana Bradford For Prosecuting Attorney - 9W Judicial District,Jana Bradford,≤100,4
191047324691678,"Baltimore County Councilman Izzy Patoka, District 2",Friends of Izzy Patoka,≤100,6
132591753845423,GreenRoots,GreenRoots,≤100,8
102956141876707,OpenCommonwealth,Open Malden,≤100,2
112006754737537,James Luttrell For Cobb Superior Court Judge,Committee to Elect James Luttrell Inc.,≤100,2
1359505927455440,Global Health NOW,Johns Hopkins Bloomberg School of Public Health,≤100,1
111895587817460,Edi Birsan for County Supervisor 2022,Edi Birsan for Supervisor 2022,≤100,10
900716556617557,Cortland County Health Department,COUNTY OF CORTLAND,≤100,4
299816736768175,Waukesha County Democratic Party,Waukesha County Democratic Party,≤100,3
125937197447634,ACTA - American Council of Trustees and Alumni,AMERICAN COUNCIL OF TRUSTEES AND ALUMNI,≤100,2
102819938587028,David Vaughn for Circuit Clerk,David Lee Vaughn,≤100,1
103631435608189,"Duffy for NYS Assembly, 116th District",Duffy For Assembly,≤100,2
185886644779524,Public Service Commission of the District of Columbia,Public Service Commission of the District of Columbia,≤100,2
