Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
174824405871879,Families and Friends of Louisiana's Incarcerated Children,FAMILIES AND FRIENDS OF LOUISIANA'S INCARCERATED CHILDREN (FFLIC),150,1
266222523528462,Community Bridges / Puentes De La Comunidad,COMMUNITY BRIDGES,150,1
1094681343890528,Abundant Housing L.A.,ABUNDANT HOUSING LA PAC,150,2
1359415630754724,"Mussab Ali, Jersey City Board of Education Member",Mussab Ali for JCBOE,150,1
108451568289157,Kristen Thompson for State Senate,Kristen for Oklahoma 2022,150,1
143226709034054,Smithfield Foods,SMITHFIELD FOODS INC,150,1
106746841640283,Centralia Prevention Coalition,Lewis County,150,2
224921321838,"Marcia Andrews for School Board, District 6","Marcia Andrews for Palm Beach County School Board, District 6.",150,1
531948763576010,Council Member Todd Rogers,Todd Scott Randall Rogers,150,3
604334372911017,Iowa Treasurer of State Michael L. Fitzgerald,Iowa ABLE Savings Plan Trust,150,3
105485631988562,Eduardo for Mayor,Eduardo Martinez for Mayor 2022,150,1
231343930293465,Iowa Bottle Bill,"Cleaner Iowa, Inc.",150,4
107309208216087,LedeProgress,Lede Progress,150,2
886508734704334,RMCR - Restore My Civil Rights,"Restore My Civil Rights, LLC",150,4
177755026139009,State Representative Chip Brown District 105,Chip Brown for State Representative,150,4
1491158324493583,Genesis PrimeCare,GENESIS PRIMECARE,150,1
134152393622036,Jay Edwards State Rep,Friends of Jay Edwards,150,1
116179500419811,Kristopher Dahir,Friends of Kristopher Dahir,150,2
107218731618552,Carly For Senate WV-13,CARLY FOR CONGRESS,150,2
112472297221431,Texas Landowners Coalition - TXLC,Texas Landowners Coalition,150,1
102622152318628,Chuck Smith for U.S. Senate 2022,CHUCK SMITH FOR U.S. SENATE 2022,150,2
193091432290835,Link Logistics Real Estate,These ads ran without a disclaimer,149,2
1673120782936548,Waylon Brown for State Senate,Waylon Brown for State Senate,149,7
534170036754827,Whittington for Magistrate Judge Division 2,Alicia Ellen Roberts,149,4
1761654177234147,Re-Elect Commissioner Carl L. Robinson,Carl Robinson Campaign,149,5
225729702725796,Stephen Johnson for Morgan County Commission,Stephen Johnson for Morgan County Commission,149,2
282404394803,DC Fiscal Policy Institute,DC Fiscal Policy Institute,149,6
103836648482530,Compass Rose International,GLOBAL ORPHAN PREVENTION,149,1
172683773493,CornerHouse,CORNER HOUSE,149,5
1552347368360775,National African American Gun Association,These ads ran without a disclaimer,149,1
996134010478820,A Stronger Louisiana,A Stronger Louisiana,149,1
101204378825808,Fight the Right,FIGHT THE RIGHT PAC,149,6
1662317660757785,Great American Syndicate,Great American Syndicate,149,9
120381731306603,Mass Audubon Pleasant Valley,These ads ran without a disclaimer,149,1
604895529530222,"City of Victoria, Texas - Government",City of Victoria,149,2
105153014612241,Reimagine Arkansas,Reimagine Arkansas,149,5
107178401983278,Leon Lawson For US Senate,LEON LAWSON FOR US SENATE,148,3
246629959841,Maryland Republican Party,"Maryland Republican Party, R.Christopher Rosenthal Treasurer",148,1
109681685006865,Affordable Health Savings,These ads ran without a disclaimer,148,2
1415269502052075,Iowa Rural Power,Iowa Rural Power,148,4
6988377101,Clay Aiken,CLAY AIKEN FOR NORTH CAROLINA,148,2
225929541268953,State Representative Mike Kushmerek,Committee to Elect Michael P Kushmerek,148,3
110226344819682,Lenzmeier for Sheriff,Lenzmeier For Sheriff,148,7
102869861979333,Gordon For Ward 5,Gordon For Ward 5,148,3
104368660917754,Will Mortenson for District 24,Friends of Will Mortenson,148,5
103695769458,United States Mint,United States Mint,148,6
1524340297596743,Sean C. Ewing for North Carolina,Sean Ewing for North Carolina,148,4
104787555253515,Angel Encinas for Chandler City Council,Angel Encinas For Chandler,147,3
104162577928636,Central Georgia News,Metric Media LLC,147,1
106477021390744,Tom Shay for County Auditor,Committee to Elect Tom Shay,147,4
161109911051384,Judge Thomas Thrash,Committee to Elect Judge Thrash,147,1
110479178287252,Citizens for Cameron County Drainage District No. 6,Gerardo Medina,147,2
1791327090887775,Scott Pullins for Ohio,Scott Pullins for Ohio,147,7
646961672029605,Greg Albritton for Senate 22,Greg for Senate campaign,147,6
145429001769,Pro-Choice Minnesota,NARAL PRO-CHOICE MINNESOTA,147,4
112878321055788,Derek Morris for Lawrence Township Trustee,Committee to Elect Derek Morris,147,5
17168992485,Carnegie Hall,These ads ran without a disclaimer,147,2
223586671162913,Art Haywood for State Senate,Campaign for Compassion,147,3
288885112318,The Christ Hospital Health Network,These ads ran without a disclaimer,147,1
1134468323233327,Carmiece Graves Law,Law Office of Carmiece T. Graves,147,4
2276140902665820,West Cook News,Local Government Information Services,146,3
102591842427787,Judge Shaun Burns for District Judge,Elliott Marketing,146,3
263428023681677,RogueAmerican Apparel,These ads ran without a disclaimer,146,1
113455633340681,Rabble Media,Rabble Mill,146,1
1334221453258076,Fair Housing Center of West Michigan,FAIR HOUSING CENTER OF WEST MICHIGAN,146,3
110877627058154,Thomas Herrera for Susanville,Thomas Herrera,146,5
946581638742571,Maine Senate Republican Campaign,Maine Senate Republican Majority,146,1
137242281994,Think Blue Maine,Cumberland County Soil & Water Conservation District,146,7
302111635698,National Association of Tax Professionals (NATP),National Association of Tax Professionals,146,3
108020134993944,Social Security Planning Association,David Robert Kennon,146,2
101477672452973,Elect Todd Hall for Sheriff of Pickens County,Todd Hall,146,3
318485024912044,Rep. Paul Baumbach,Delaware House Democratic Caucus,146,4
106567458578399,Elect Chris Wolcott,Elect Chris Wolcott,145,4
108869944879856,Terry Falk Montana House District 8,Terry Falk State Congress,145,3
2443409829218360,Luisa Wakeman for GA SD 6,The Committee to Elect Luisa,145,3
108995891694164,Cotter C. Conway for Reno Justice of the Peace,Cotter Conway,145,2
109712798221964,Jay for NC House,Jay for NC House,145,3
108149138264762,Roshaun 4 School Board,"Roshaun Gendrett for Hillsborough County School Board, District 6",145,5
100790632013352,Wesley Smith for Congress,WESLEY SMITH FOR CONGRESS,145,10
102830492416455,PPAC Voter Fund,PowerPAC Voter Fund,145,3
141461112573139,Ullico Inc.,Ullico Inc.,145,1
102095125641253,Tyler Tordsen for District 14 House,Tyler Tordsen for SD,145,4
100716891334598,Stacy Korsgaden,Stacy Korsgaden for Supervisor 2022,144,5
1700346616875396,Bienvenido In Action,BIENVENIDO IN ACTION,144,5
714966585370725,Dr David Hayes,Dave Hayes,144,8
104838674811867,Ask The Lawyer Radio Show,Ask The Lawyer,144,3
1765073800454902,RA News,RA News,144,1
110030078243560,Barry Briley for the 10th District Sumner County Commissioner,Barry Briley for 10th District County Commissioner,144,4
75353945070,Boxed Water Is Better,These ads ran without a disclaimer,144,4
212824105404256,Cook Inletkeeper,COOK INLETKEEPER,144,5
146527778849265,Satra Zurita,"SATRA ZURITA FOR COMPTON SCHOOL BOARD 2022, ID# 1307267",144,2
1756921354545136,Lou Correa,LOU CORREA FOR CONGRESS,144,2
109312851648467,Bulmaro 'Boomer' Vicente for State Assembly,BULMARO ‘BOOMER’ VICENTE FOR ASSEMBLY 2022,143,1
102229338654132,Jason Beebe for Oregon,BEEBE FOR OREGON,143,1
274625931061988,Faith Gibson Hubbard for Ward 5 DC Council,Faith for Ward 5 DC 2022,143,1
706401156057777,John Czajkowski for District 9 Fayetteville City Council,John Vincent Czajkowski,143,10
13934391820,Cliff Numark,Cliff Numark for Torrance Mayor 2022,143,4
101322195192409,David Harrison: Our Unfinished Work,David Sprague Harrison,143,2
105238708783007,Cathy Yowell - Magnolia,Catherine Harkey Yowell,143,8
431981786990441,HBCU SpringComing,"HBCU Springcoming, LLC",143,4
296680801734,Dr. James Dobson's Family Talk,These ads ran without a disclaimer,143,1
101735275666762,Princetonians for Free Speech,These ads ran without a disclaimer,143,1
112912573793125,Rise Up for Justice,Avrom L Altman,143,4
103015722384524,Los Angeles for All,Solidarity Research Center,143,7
108798198313587,Mike Rakebrandt for Congress,FRIENDS OF MIKE RAKEBRANDT,143,6
101179048676149,"Trinette Schmidt Cunningham, Jury Commissioner",Friends of Trinette Cunningham,142,3
103811725395765,Ian Ross - Hawai'i,Ian Ross for Hawaii,142,11
105579865376892,Crystal Cavalier for Congress,CRYSTAL CAVALIER FOR CONGRESS,142,7
106627998684168,Vision for Tomorrow,These ads ran without a disclaimer,142,11
106877688464810,Jacob Larger for State Representative,Jacob T Larger,142,2
107230921650500,Elect Tonya Roper Lawrence County Clerk,Kade Benton Smith,142,1
109413578361639,Cherise Quezada for New Mexico,Committee to Elect Cherise Quezada,142,8
211920065542061,Bacardi HQ,These ads ran without a disclaimer,142,1
111158264698753,Simon Trautmann for Hennepin County Attorney,Simon for Hennepin County Attorney,142,2
113290183790699,Jake Odello,Jacob John Odello,142,4
328537454163752,Southwest Regional Council of Carpenters,Southwest Regional Council of Carpenters,142,2
107838050634505,Baker City Firefighters Local 922,OREGON STATE FIRE FIGHTERS COUNCIL,142,3
100563885855792,Martell Covington for State Representative- District 24,Martell for the People,142,1
355179151937684,Anagails,These ads ran without a disclaimer,142,12
1113191128705058,Commissioner Hope S. Harmon,Hope Sharron Harmon,142,11
114484041246173,Erin Darling for Los Angeles City Council District 11,Erin Darling for City Council 2022,142,2
106564854806472,North Andover Community,These ads ran without a disclaimer,142,3
108900665041800,Adam McRorie for Rhea County Executive,Adam Charles Mcrorie,142,3
155418264509655,APAPA HQ - Asian Pacific Islander American Public Affairs,ASIAN PACIFIC ISLANDER AMERICAN PUBLIC AFFAIRS ASSOCIATION (APAPA),141,9
102760958786375,Mayor Jay Northcut,Jay Northcut for Melissa Mayor,141,4
147200138682626,Faulkner County Republicans,Jason Bollinger,141,3
662608123757927,CAIR-Texas DFW,"COUNCIL ON AMERICAN-ISLAMIC RELATIONS, DFW",141,5
103751965642105,Republican Bill Boehning,William George Boehning,141,3
34302252032,End Domestic Abuse Wisconsin,End Domestic Abuse Wisconsin,141,4
107940944401046,Yellow Pine Solar,These ads ran without a disclaimer,141,1
133012286771509,Alaska Family Action,Alaska Family Action,141,11
153478095260251,Reimagine,These ads ran without a disclaimer,141,6
678784998890883,"Nancy Cavanaugh, School Committee",COMMITTEE TO ELECT NANCY RICHARDS-CAVANAUGH,141,4
142863546627910,Trevor Taylor,Trevor Jon Taylor,141,2
107811764222375,Re-elect Commissioner Jesse Brewer,Friends of Brewer,141,3
121569190166,Virginia21,VIRGINIA21,141,3
1571401929773000,North County  Climate Change Alliance,North County Climate Change Alliance,141,3
213047252132555,Laurie Davies,Laurie Davies for State Assembly 2022 Campaign ID: 1435669,141,2
292320634999780,Sonia Rash for Judge,Sonia Behrana Rash,141,4
100193431550936,Dave Nehring,Friends of Dave Nehring for House of Representatives,140,2
105970672118390,A Less Toxic Home,These ads ran without a disclaimer,140,1
1528741944038372,Boyd For Mayor,Boyd Corbin,140,3
107457548108059,Annalisa Perea for Fresno City Council District 1,Perea for City Council 2022,140,2
7427054686,Secular Student Alliance,SECULAR STUDENT ALLIANCE,140,7
116064745113092,Neighborhood Sun,These ads ran without a disclaimer,140,1
22548382492,IWMF,"INTERNATIONAL WOMEN'S MEDIA FOUNDATION, THE",140,1
336752263752,Steve Neuhaus,Friends of Steve Neuhaus,140,1
141091277531,Carolina Business Review,Chris William Colasanti,140,3
103135861086468,Tyree for AZ,Sarah Tyree,140,2
101150595365234,Matt Kruth for State House,Matthew J Kruth,140,2
644363822285953,The Nature Conservancy in Wisconsin,NATURE CONSERVANCY,140,2
325658455473953,Jewel Kelly For U.S. Senate,Jewel Kelly Congressional Exploratory Committee,140,4
77906169595,Texans Care For Children,Texans Care for Children,140,4
132669160116757,New Perspective,These ads ran without a disclaimer,140,1
221013111253434,Team Kazmark,Team Kazmark,140,3
923682134310383,Fred Swann for Georgia,Fred Swann for Georgia,140,2
102195485629133,Ernest Pasley for Clark County Magistrate District 2-elect,These ads ran without a disclaimer,140,4
104100028919466,Dr. Tony Fellow for Pasadena City College,ANTHONY R. FELLOW FOR PASADENA CITY COLLEGE BOARD 2022 | FPPC 1447363,140,8
1535395103408205,Davidson County Veterans Court Foundation,Davidson County Mental Health and Veterans Court Assistance Foundation,139,2
103307545365657,Preserve Hahira's Rural Living Public page,Scott Brinson Turner,139,6
100272665997344,Roots of Jerome,Wicked City Chronicle,139,2
101764962483229,Eddie Girdler,Edward Ray Girdler,139,4
102194888711797,Ed Brady for Jeffco Sheriff,Ed Brady for Jeffco Sheriff,139,3
101182682393676,James Mirus for Crawford County Sheriff,James Darrell Mirus,139,1
102925121871667,Commissioner Pedro Cardenas,Pedro Eduardo Cardenas,139,1
102397652405244,Tara Wheat for Judge,Committee to Elect Tara Wheat for Polk County Judge Group 8,139,8
102484458763821,Shane Miller for State House District 64,vote 4 shane,139,7
95856327857,Center for Christian Virtue,Center for Christian Virtue,139,1
110435448303610,Timothy McClung,Oak Hall,139,4
107363788552124,Local Solutions Support Center,Local Solutions Support Center,139,7
106422508278960,Unsung History,Kelly T Pollock,139,4
103831701021705,Keep Judge Anthony Miller,Keep Judge Anthony Miller,139,2
101630083263300,City of Laguna Niguel - Government,City of Laguna Niguel,139,4
102079459111707,Trending Solutions For Americans,Trending Solutions For Americans,139,5
141848269860982,Boundary Stone,"Boundary Stone, LLC",138,3
110538064868725,Citizens to elect Robert Hanye,Citizens to Elect Robert Hanye,138,1
100960381736331,Frankly Speaking Films,Frankly Speaking Films LLC,138,7
109533848331620,Jon Boon McNutt - Candidate for City Council,Jonathan Boon Mcnutt,138,4
39908848472,Pete and Gerry's Organic Eggs,These ads ran without a disclaimer,138,1
470961656387269,Ryan Gatti for State Senator District 36,Ryan Eugene Gatti,138,1
100115702641452,Doug Pettit for Volusia County Council At Large,Douglas Wayne Pettit Campaign,138,13
102088895249675,Ken Richardson for Congress,Ken Richardson for Congress,138,2
108507198491383,"Jeanette Spurlock for Horry County Council, District 7","Jeanette Spurlock Horry County Council, District 7",138,4
226595170793964,Tucson Parks and Recreation,City of Tucson,138,2
107331765228336,Powering Iowa's Future,Powering Iowa's Future,137,3
266220560903295,UFCW Local 2,These ads ran without a disclaimer,137,2
207219696137533,Fund Recovery,These ads ran without a disclaimer,137,1
103685468880549,Raelene Blocker,Raelene Blocker,137,6
194240477341606,Honorable Corey Wilson,Corey S Wilson,137,3
102148712383563,WIN TEXAS PAC,Antron Derrell Johnson,137,1
2059166877746758,Dr Kizzi Staley Gibson for S.C. Superintendent of Education,Dr. Kizzi Gibson for SC Superintendent of Education,137,7
107745951845316,Taylor Mondick for Texas,Taylor Mondick,137,3
104661465527539,Municipalism Learning Series,Solidarity Research Center,137,9
1675724796069254,"Alex Villanueva, L.A. County Sheriff",These ads ran without a disclaimer,136,1
118372414848063,UN Women USA,These ads ran without a disclaimer,136,6
118903025362,FLOR,"FLOR, Inc.",136,3
112746080397582,Nate Blouin for Utah Senate District 13,Nate Blouin for Utah Senate,136,2
111753503664494,Lee Haywood for Congress- Lee for NC,LEE HAYWOOD FOR CONGRESS COMMITTEE,136,4
322584518265200,Adam Waller - Loudon County Commission,Michael Adam Waller,136,2
591992841262953,Floridians for Reproductive Freedom,"PROGRESS FLORIDA, INC.",136,1
1907921789531594,The History of Black Philadelphia,Gregory L Johnson,136,4
109820817810485,Amanda Lewis—Forney Mayor,Amanda Lewis,136,3
101252705318930,Yemi Salau for balchsprings city council,Yemi Salau,136,8
101986059075350,Bryan Eastman For Gainesville,Bryan Eastman For Gainesville City Commission District 4,135,3
1828990267361918,M•I•A Media Group LLC,M•I•A MEDIA GROUP LLC,135,1
145182072305779,Access Community Health Network,These ads ran without a disclaimer,135,7
174528119873165,People First,These ads ran without a disclaimer,135,2
143656653717,Humane PA PAC,Humane PA,135,6
103864688739952,"Sonya Hooten for Kerr County Commissioner, Pct 2",Sonya Hooten Campaign,135,7
102835311215458,Dan Dulyea for Berkeley County Council,Danny P Dulyea,135,4
772624976214511,Florida Record,The Record,135,5
1778198349149076,"Senator Richard Lindsay, WV 8th District",Friends of Richard Lindsay,135,2
107562865210330,Scott Webster,Webster for Iowa,135,4
105159868790586,Jess Self for Assembly,Self for Assembly 2022,135,1
102142101657930,OurFight.online,Our Fight LLC,135,7
360291964044002,Rep Bill Straus,Bill Straus Committee,135,7
110185497930704,Stephen Chilton III for NYS Assembly,Stephen Chilton III For NYS Assembly,135,4
102190172321497,Millicent for DPS,Millicent Rogers,135,4
101416119165945,Stacy Meade for Floyd County PVA,Stacy G Meade,135,6
106991865210559,Jacquelyn Grippe for Rochester City Court,Friends of Jacquelyn Grippe,135,1
102100289045900,Valerie Wang for Hawaii House District 26,Friends of Valerie Wang,135,3
491085311394017,Ranked Choice Voting Montana,Eric Brennyn Buhler,135,1
108469114808945,Alex Odom for District Judge 2022,Committee to Elect Alex Odom for District Judge,135,3
1845276158947019,Jay Mcfarland,FRIENDS OF JAY MAC FOR CONGRESS,135,3
290980968206977,GameDay News,These ads ran without a disclaimer,135,56
60405538582,Springfield Area Chamber of Commerce,SPRINGFIELD AREA CHAMBER OF COMMERCE,135,3
401547409864705,San Antonio Charter Moms,SAN ANTONIO CHARTER MOMS,135,5
100835322535347,Trump Trading Store,Trump Trading Store,135,3
648741765572929,"Golden, Arnone and DiRocco for Monmouth County",Monmouth County Republican Committee,134,1
208876186220,Great Transition Initiative,"TELLUS INSTITUTE, INC.",134,6
104937778751332,Losh for Delegate,Committee to Elect Losh,134,7
1451094698464101,Pastors for Texas Children,Pastors For Children,134,4
846042892195824,George Logan,GEORGE LOGAN FOR CONGRESS,134,6
108077031562600,Matt Jacobs For Congress,MATT JACOBS FOR CONGRESS,134,6
425435420806576,Angel Olsen,These ads ran without a disclaimer,134,5
105101078738634,Todd Moss For Chemung County Legislature,Anthony Todd Moss,134,3
101564054951838,We The Forest,We The Forest,134,18
109704010751650,Re-Elect Logan J. Phillips State Representative Oklahoma District 24,Logan James Phillips,134,3
100756529271472,Richard Schoepke for District Attorney,Richard Schoepke,134,9
751250984986927,Ben Adams for CWV,Benjamin Dean Adams,133,5
230988470609704,Chris Karr For House,Chris Karr for South Dakota,133,1
111534374784095,Gary Mills For Lawrence County Sheriff,Gary Lynn Mills,133,2
138434734461,CIIS Public Programs,CIIS Public Programs,133,3
2089999901123360,"Mike Watson - Dekalb County Commissioner, SE District",Michael V Watson,133,6
100390228535852,Preserve Navarre,"Preserve Navarre, Inc.",133,9
323057528048557,LGBTQ Victory Institute,LGBTQ Victory Institute,133,12
1556323534653761,Richard Attias & Associates,Richard Attias & Associates,133,2
480611728673592,Access Health CT,Access Health CT,133,1
103191432013360,Kris Mayes for Arizona,Paid for by Kris Mayes for Arizona. Authorized by Kris Mayes.,133,8
953410628170456,Allhealthgo,South Florida PBS,132,1
103414022055212,Vote For Jacob Bennett,Vote For Jacob Bennett,132,3
108743641458246,David Robinson for Brunswick County Commissioner,David Michael Robinson,132,6
256919914733081,Mayor Pro Tem Debbie Nash-King,Debbie Nash-King,132,2
112425448016407,Mark Johnson for Oregon,Mark Johnson for Oregon,132,2
103960591568992,Rich Patrol,These ads ran without a disclaimer,132,3
108151828306114,Re-Elect Lynn Shue for Cabarrus County Commissioner,Committee to Re-Elect Lynn Shue - Cabarrus County Commissioner,132,5
103685595360682,The Miranda Project,Manuel Miranda,132,9
106875424063358,Coconino News,Metric Media LLC,132,1
143913642302342,Maryland Coalition Against Sexual Assault (MCASA),MARYLAND COALITION AGAINST SEXUAL ASSAULT,132,4
110923811618508,Stu Graham for State House,STU GRAHAM CAMPAIGN,132,2
361088970643071,Georgia Commute Options,These ads ran without a disclaimer,132,1
243605012672167,Greg Casar,GREG CASAR FOR CONGRESS,131,2
185345145515229,Clean Power Alliance,These ads ran without a disclaimer,131,1
1496269597272920,Senator Bill Gannon,Gannon for Senate,131,1
104849395127202,Kristina Karamo for SOS,Kristina Karamo for SOS,131,2
190750854387350,Laborers Local 1098,LABORERS LOCAL 1098,131,10
321638557862608,Commit,The Commit Partnership,131,8
100258092351686,James Sceniak for U.S. Senate,SCENIAK FOR SENATE,131,13
188122941364155,Elect Stephen Sexton Alabama Senate 22,Stephen Glenn Sexton,131,3
101602119144937,Tolls Are a Double Tax,Louisiana Motor Transport Association,131,4
110213778321900,David Gammon For County Commissioner,David Gammon For County Commissioner,131,1
1556582801301881,Molly Donahue for State Senate SD 37,Molly Erin Donahue,131,3
1410931258953641,TSG Real Estate - Lowcountry Realtors,Sherry Ann Swift,131,2
112630550453402,Councilmember Avelino Valencia,Valencia for City Council 2020,131,2
104284525398781,Nick De Gregorio,NICK DE GREGORIO FOR CONGRESS INC,131,2
141169844763069,US Cannabis Council,United States Cannabis Council,131,1
171524666565192,Dave Stauffer for Governor,David Stauffer,130,4
103366055695456,Jamie Giedd for SD House 32,Giedd for SD House,130,6
107330253280356,Tim Burchett for Congress,BURCHETT FOR CONGRESS,130,26
1790243221224835,Brian Crosby,The Committee to Elect Brian M. Crosby,130,1
112091947589313,Evan Glass,Neighbors of Evan Glass,130,2
266777115201692,Josh Elliott,JOSH FOR CT,130,1
105381565472134,Natalie Lough For Judge 2022,Natalie Lough for Superior Court Judge 2022,130,1
109485984979201,Noah For Judge,The Committee to Elect Noah Lincoln Gambill for Judge,130,2
461512464014760,Joanna McClinton,Friends of Joanna McClinton,130,2
190754760948467,CornerStone Staffing,CornerStone Staffing,130,7
119629813655569,Tony Lehew For Murfreesboro,Tony Lehew For Murfreesboro,130,1
385775878252734,Tayfun Selen for Congress,Selen for Congress,130,1
352599835395491,East Cobb Alliance,East Cobb Alliance,130,1
84112077638,Greater Good Charities,These ads ran without a disclaimer,130,4
841057325976001,Manchester Essex Conservation Trust,MANCHESTER ESSEX CONSERVATION TRUST,130,4
2037705156252029,State Representative Bryan Shupe,"Delaware State House of Representatives, Republican Caucus",130,2
101970265405573,"Kevin Starke, Fairfield Board of Finance",Kevin Starke,130,3
1941356579284705,Rep. Sherry Dorsey Walker,Delaware House Democratic Caucus,130,3
102192585696850,"Srini Raghavan - Allen, Texas - 3452",SRINIVASA RAGHAVAN NARASIMHAN FOR ALLEN CAMPAIGN,130,2
114547964474832,"Seriously, Scott?",Scott McMurrain,130,2
69512296468,Pennsylvania Family Council,PENNSYLVANIA FAMILY COUNCIL,130,1
984421991732710,Paycheckology,Paycheckology,129,7
107796628442619,Tamara Curry for Charleston County Probate Judge,Committee to Elect Tamara Curry for Probate Judge Charleston County,129,1
2409111392646826,Jason R. Anavitarte,Committee to Elect Jason Anavitarte,129,2
574782585906021,Central Louisiana Regional Chamber of Commerce,CENTRAL LOUISIANA CHAMBER OF COMMERCE,129,2
723694947709649,Tom Patti County Supervisor,Tom Patti for Supervisor 2020,129,1
106646325348064,"Keep Fairfield Safe - Vote ""YES"" on Issue 2",Keep Fairfield Safe,129,3
1517599315204378,"Re-Elect Gabriel Garcia, Brazos County District Clerk",Gabriel Andre Garcia,129,2
811900825495982,Niskanen Center,The Niskanen Center,129,13
153704007991524,Women's Earth and Climate Action Network,Women's Earth and Climate Action Network (WECAN) International,129,7
221610318018416,Ami Vitale,These ads ran without a disclaimer,129,1
100748909176921,Right Strategies,"Right Strategies, LLC",128,3
164641398327,Bivona Child Advocacy Center,BIVONA CHILD ADVOCACY CENTER,128,12
122671561263552,Committee for Better Banks,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO, CLC",128,2
117481779902368,Historic Emory Grove Rotary Club,These ads ran without a disclaimer,128,2
102387179079650,Jennifer Veremis for DuPage County District 2,Friends of Jennifer Veremis,128,24
100889025232671,Arrowhead Retirement,These ads ran without a disclaimer,128,1
179691178860126,Yolo County Republican Party,YOLO COUNTY REPUBLICAN CENTRAL COMMITTEE (FED ACCT.),128,5
106706714469410,For AR People,For AR People,128,3
101411511369131,Elect Martin Oakes,Elect Martin Oakes,128,3
110930434856201,Kathy Smith for Grand Saline City Council,Robbie Kathlene Smith,128,7
112938700547771,Joe Jaworski for Texas Attorney General,Jaworski For Texas,128,1
121478187866313,Sean McCann,Sean McCann for State Senate,128,3
1458927157676085,Abel Fiorot Consulting,These ads ran without a disclaimer,128,3
105187792156265,Erin Fouberg for Aberdeen City Council - SD,Erin Fouberg,127,8
102296082428410,Kiel for Judge,Jay Kiel for Judge 2022,127,1
113259557061181,ChildLife Foundation America Inc,These ads ran without a disclaimer,127,6
1575143439416169,World For Ukraine,These ads ran without a disclaimer,127,3
224826774241906,Esperanza: Strengthening Hispanic Communities,These ads ran without a disclaimer,127,1
2338107329746061,Colorado Department of the Treasury,Colorado Department of Treasury,127,7
257020710172,CAIR - Greater Los Angeles,These ads ran without a disclaimer,127,4
101873175649467,Zipperman for LD 1 Senate Arizona,Zipperman For Arizona,127,3
102291982324235,Christy Armendariz,Friends for Christy Armendariz,127,3
690092951180197,TacX Pro Gear,TacX Pro Gear LLC,126,4
1472161126445255,Vikram For US Senate,VIKRAM FOR NH,126,3
106461511019121,"Jim ""Boots"" Demarest",These ads ran without a disclaimer,126,1
100451445907020,Committee to Elect Brian Culp to Morgan County Council,Committee to Elect Brian Culp to Morgan County Council,126,5
2083148138574574,Wyoming State Treasurer's Office,Wyoming State Treasurer's Office,126,3
100276889182797,Steven Larson for Kenton County Jailer,Steve Irvan Larson,126,3
100861812518595,Brandon Weese for Upshur County Board of Education,David Blaine Weese,126,2
114243476800924,Sherri Onica Valle Cole For Los Angeles City Attorney 2022,Onica Cole,126,4
106957458592424,Katrina Black for Forney ISD School Board Place 7,Katrina Black,126,3
111979131508019,Stop Dane Watro,Dyllan Angelo-Ogurkis for State Representative - 116th District,126,1
107260884018406,LUCI,These ads ran without a disclaimer,126,2
109753401672501,Kevin Reed For Domestic Violence Judge - Division 10,Kevin Eugene Reed,126,2
304838039702642,Big Picture Ranch,These ads ran without a disclaimer,125,3
1572865266120400,Poetic Blessings,Poetic Blessings,125,2
970699146342061,Delegate Lisa Zukoff,Committee to Elect Lisa Zukoff,125,2
100449482576538,Sergio Mojica,Friends of Sergio Mojica,125,3
106412621866830,Martec for Charleston,Campaign To Elect Martec Washington,125,7
107933328420541,Angela Hulsey For Colbert County District Attorney,Elect Angela Hulsey,125,4
106235342055517,The Smart Household,These ads ran without a disclaimer,125,2
344694742640,BHSN - Behavioral Health Services North,These ads ran without a disclaimer,125,1
975849335817140,Northern California Record,The Record,125,5
102900452387612,"Elect Blumenstock for Mayor, Lazarow & Nolde for Council","Elect Blumenstock, Lazarow and Nolde",125,5
105363508802225,David Brooks For The Board of Education,Authority of Citizens for David Brooks,125,1
105515868669720,Keith Boehm For ND,Keith Boehm for North Dakota,125,5
256651569571724,Leglo Loungewear,These ads ran without a disclaimer,125,2
100200464998197,Boulder Leader,Metric Media LLC,125,1
13259856990,American Museum of Natural History,These ads ran without a disclaimer,125,1
969673673116582,Chill6,Chill6,125,1
552620208132666,Public Water Now,Public Water Now,125,3
211612232224054,Montgomery County Republican Party,Montgomery County Republican Party,125,4
55357473623,Planned Parenthood Pasadena and San Gabriel Valley,"Planned Parenthood Pasadena & San Gabriel Valley, Inc.",125,1
217215731797625,InsideSources,"InsideSources, LLC",125,1
108843244817080,Chuck Severance County Commission District 7,Chuck Severance for County Commission,125,6
1517520635222489,Doug Post for SD House District 7,Doug Post for District 7,125,6
102527004893192,The National Standard,Howard Stephan Barbanel,125,1
101733825521327,"Locomation, Inc.",These ads ran without a disclaimer,125,76
183470401805835,City of Saginaw Government,City of Saginaw Government,125,2
20612127118,North Carolina Democratic Party,Battleground South,125,22
334708549970099,"Ravi Chandra, M.D., Psychiatrist and Writer",Ravi Chandra,125,1
377020382318503,Faces of Hope,Family Advocacy Center and Education Services,125,4
256806815025282,Delphyne,Stephanie L Sasso,124,2
107701808361575,Jacob Winkler for Judge,Committee to Elect Jacob Winkler Judge,124,2
323093251713475,Brett Kokinadis,Stop MLG,124,5
175433379192072,Visit Hannibal MO,These ads ran without a disclaimer,124,1
