Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
100113849280049,Angela Grabovsky for Indiana's 7th,Angela Grabovsky,1021,11
107498775216001,Nevada Unido,MAJORITY FORWARD,1021,4
869223206594891,Chris Schmenk for Union County Commissioner,Christiane Summer Ward Schmenk,1020,4
101253125920004,Trails for Truckee - YES on Measure U,"Committee for Trails – Yes on U, FPPC# 1446479",1020,2
1536243343254565,Hal Rogers,HAL ROGERS FOR CONGRESS,1020,2
30216015489,Planned Parenthood of Metropolitan New Jersey,Planned Parenthood of Metropolitan New Jersey,1018,2
43426724597,Paper Culture,Paper Culture LLC,1018,1
100579209290922,Bring Ohio Back 2022,BRING OHIO BACK,1017,5
102239952171115,"Andrew Yeager, CISD School Board Trustee",Andrew Yeager for CISD School Board Campaign,1016,4
273823172633650,Foundation for Government Accountability,The Foundation for Government Accountability,1016,6
107228178448182,William Whitesell for Judge,Whitesell for Judge,1015,5
45372564473,The Mark Twain House & Museum,MARK TWAIN MEMORIAL,1015,22
113440686782377,Prairie Action ND,Prairie Action ND,1015,29
102355555745217,Jackie Toledo for Congress,Jackie Toledo For Congress,1014,7
399918272151,Kimbley Craig,"Kimbley Craig for Supervisor 2022, FPPC #1443121",1014,2
114069864524890,Ernie Watson For NC Senate 12,Watson for NC Senate Committee,1012,7
108184034018443,Joe Irrera for County Commissioner,Joe Irrera for NH County Commissioner,1012,8
104925112085966,Adrian Kamada for Humboldt County District Attorney,Kamada for District Attorney 2022,1012,15
103525585433895,Alaskans for Common Sense,Alaskans for Common Sense,1012,1
12128466831,Amazon Watch,"AMAZON WATCH, INC.",1012,3
103581608909951,Calvin Clifton for Sullivan County Commissioner of Highways,Campaign to Elect Clifton Commissioner of Highways,1011,2
111037321257870,Mickey Buchanan For 9th West Judicial District Prosecuting Attorney,Mickey Buchanan for Prosecuting Attorney 9th West Judicial District,1010,6
100150481787475,Re-Imagine L.A. County,La Defensa,1010,12
100309392614538,Johnny Vaught for Horry County Council Chairman,Johnny Vaught for Horry County Council Chairman,1010,6
143000262510821,Tyler Proud - Supporters of Tyler ISD,Tyler Proud,1010,7
105379318771208,Amber Polk & Brian Boatman Shelby Co. Board of Education VOTE MAY 24th,Elect Amber Polk & Brian Boatman to the Shelby County Board of Education,1009,4
102362735690149,"Alex Sexton for CISD School Board, Place 6","Alex Sexton for CISD School Board, Place 6",1009,2
1397553403799010,Senator Todd Lakey,Lakey for Senate,1008,16
101312698628642,Ryan Samuels,Ryan Francis Samuels,1008,3
321277975312486,The CUNY School of Labor and Urban Studies,City University of New York,1008,72
108997885106909,Chip in America,Chip In America LLC,1007,12
110852018219242,Julie Hoy for City Council,Julie Hoy for City Council,1007,2
100916192493581,Tyler for HPISD,Tyler For HPISD School Board,1007,4
206227748110266,Reid Poland for General Sessions Judge,Reid Poland for Judge,1006,3
102343012394462,Dawn Cantalamessa for Judge,Cantalamessa for Judge,1005,5
103282212203193,"Re-Elect Doug Bowling, Laurel County Coroner",Barkley Weston Bowling,1005,4
307514882735637,"Southern Initiatives, Inc","Southern Initiatives, Inc.",1005,7
16968936858,ANCA,Armenian National Committee of America,1003,2
168030936976,Central New York Business Journal,"CNY BUSINESS REVIEW, INC.",1001,39
197374340229,E2 - Environmental Entrepreneurs,E2 (Environmental Entrepreneurs),1001,7
106895398567624,Ami Hillenmeyer - Running for Lexington Fifth District City Council 2022,AMI HILLENMEYER FOR COUNCIL,1000,3
126720520671833,Camden Invincible,COOPERS FERRY PARTNERSHIP INC,1000,2
106145518728507,Gun Owners of WV,GOWV PAC,1000,1
281295099263629,Amanpour and Company,WNET,1000,2
102089799112316,Chandra Farley for Georgia,Chandra for Georgia,1000,22
33103470016,Rabb For The People,Rabb for the People,1000,1
104153222226577,Jim Unites Eanes,Jim Withers Campaign,1000,4
1708969205865401,Sherri Ybarra,Ybarra for Idaho Superintendent of Public Instruction,1000,2
137732083043662,California State Controller's Office,California State Controller's Office,1000,1
111324359048459,Dr. Roger Marshall,KANSANS FOR MARSHALL,1000,5
274413860116301,Melanie White for SEMA Board of Directors,Kahn Media,1000,4
254116287083,World Concern,World Concern,1000,4
103882468584261,Mamie Johnson for Judge,Mamie Johnson for Judge Campaign,1000,3
6165653060,AFSCME,"American Federation of State, County and Municipal Employees, AFL-CIO (MPO), FPPC ID #745604",1000,4
130266155573,Valley Water,Santa Clara Valley Water District,1000,1
110340578206767,Texans For Excellence in Education,Texans for Excellence in Education,1000,1
109208248335474,Sherry Clemens for Richardson ISD,Sherry Clemens for RISD Campaign.,1000,3
29866144477,Your South Florida,South Florida PBS,1000,1
106808573097317,Greg Lin Tanaka,GREG TANAKA FOR CONGRESS,1000,3
187329241434416,Glen Casada,Glen Casada for County Clerk,1000,3
1908656542744596,Nurses of Pennsylvania,Nurses of Pennsylvania,1000,5
113509870011072,Karen Tallian For Indiana,Evan William Robbins,1000,5
28915909437,American Veterinary Medical Association Congressional Advocacy Network,AMERICAN VETERINARY MEDICAL ASSOCIATION,1000,2
225880554108108,Metro Forward,These ads ran without a disclaimer,1000,1
106905656797560,Nia Tero,Nia Tero,1000,4
108278931406990,Ruth Gao for KY,RUTH GAO FOR KY,1000,2
147799585824838,Ballot PA,COMMITTEE OF SEVENTY,1000,10
159162680779552,D.C. Department of Consumer and Regulatory Affairs,Department of Consumer and Regulatory Affairs,1000,12
89033162450,Darigold,Darigold Inc.,1000,1
169440273093442,The Center for Election Science,The Center for Election Science,1000,5
252586765463798,Bienes Raíces Oaxaca,These ads ran without a disclaimer,1000,1
106681602732856,Forney ISD,Forney ISD,1000,1
351373045538638,Timber Unity,Timber Unity PAC,1000,3
1431889706937050,Free & Fair Markets Initiative,"Free and Fair Markets Initiative, Inc.",999,16
147928564052997,Zachary For Ward 5,Friends of Zachary Parker 2022,999,5
271810276820,Les Gara For Governor,Alaskans for Les Gara,999,4
241659632691204,AMTV,These ads ran without a disclaimer,999,1
102544558965599,Allison Chopra for Judge,Allison Chopra for Judge,999,5
254943996005,Catholic Answers,"CATHOLIC ANSWERS, INC.",998,8
107938478465130,Irene Becerra Thompson for Sharyland ISD School Board Trustee Pl 7,Irene Thompson,997,15
110700067011185,No Dem Left Behind PAC,NO DEM LEFT BEHIND PAC,996,2
90231635720,Illinois Holocaust Museum & Education Center,Illinois Holocaust Museum & Education Center,996,25
106794661823642,"Re-Elect Eric Morris, Haltom City Council Place 4",Eric Steven Morris,996,2
211197795595425,Tom Leonard,Tom Leonard for Michigan,995,20
102155388790298,Affordable HealthCare,THE BURIAL SOLUTION,994,14
115752725178943,George McClellan for Commissioner Dist. 3,George Sterling Mcclellan,993,11
111316474326321,Phil Rizzo,PHIL RIZZO FOR CONGRESS,992,6
107131371168577,Camping-Life-Stores,These ads ran without a disclaimer,992,7
104544891560230,Prolegis,Prolegis LLC,991,4
105074234798307,Smokefree Casinos,AMERICANS FOR NONSMOKERS' RIGHTS,991,12
106612915352436,Mary Peltola for Congress,Mary Peltola for Congress,990,3
23641203189,Show-Me Institute,Show-Me Institute,990,7
102468319071291,Jason Knopp for Idaho,Jason Knopp for Idaho,990,32
108989578336582,Greg Sanford for District 5,Friends of Greg Sanford,990,5
106422868649386,Bob Borgeson for Legislature,Robert A Borgeson,988,6
107380205183387,Jennifer Solomon for Eugene City Council,Solomon for City Council,988,5
1000253160054572,Cori Bush,CORI BUSH FOR CONGRESS,987,87
106001278558202,For The Love Of News,Jason Donald Robertson,987,1
102131498597869,Provision - Energy for Good,These ads ran without a disclaimer,987,3
101278084582900,La Defensa,"Justice PAC by La Defensa, a Project of Tides Advocacy 4 Hancock, Lashley-Haynes, Reitano & Park for Judge 2022. Committee major funding from: La Defensa, a project of Tides Advocacy. FPPC # 1446618",986,27
1379475682291176,Greg Edds,Committee to Elect Greg Edds,986,4
105462332098798,Jason Moore for County Commissioner,Jason Moore For Clay Couny,985,18
185650221903810,Ralph Norman for Congress,RALPH NORMAN FOR CONGRESS,985,3
107365964930989,Devin Driscoll For Knox County,Driscoll For Commission,985,6
20603236087,Love146,"LOVE146, INC.",984,97
363080770542177,Ciudad de Nueva York,City of New York,983,18
114581435219881,International March of the Living,These ads ran without a disclaimer,983,7
307375481705,AARP Maine,AARP,983,12
144905742229611,Scientology,Church of Scientology International,982,17
116792115177841,Megan Kerr,Megan Kerr for City Council 2022,982,5
150176018378432,PRIDE Industries,PRIDE Industries,982,6
101031779011708,Maritza Bond for CT,Maritza Bond for CT,981,3
105390021156262,Martin Blank for State Senate,Dr. Martin Blank,981,5
1887343531542145,Senator Justin Brown,Team Justin Brown,981,9
352428214787365,Quad Cities Interfaith,QUAD CITIES INTERFAITH,980,4
102045989073431,Hassan Ahmed for Brentwood School Board,Hassan A. Ahmed,979,7
102496272140488,Judge Ken Ballard,Commitee to elect Ken Ballard for Judge,978,5
1924098404480611,Councilwoman Dimple Ajmera,Committee to Elect Dimple Ajmera,978,5
967052753460945,John Chatman,John C. Chatman,977,3
12596759677,RAICES,REFUGEE AND IMMIGRANT CENTER FOR EDUCATION AND LEGAL SERVICES,977,6
586402784803665,OLÉ NewMexico,Organizers in the Land of Enchantment (OLÉ NM),976,14
109321697442806,NC League of Conservation Voters Foundation,These ads ran without a disclaimer,975,1
101811742432226,Kevin Mullin for Congress,KEVIN MULLIN FOR CONGRESS,975,3
110228584182392,This Is Human Trafficking,Colorado Human Trafficking Council,975,8
105946117709896,Elect Corey Seats Prosecuting Attorney,Corey Seats for Prosecuting Attorney,975,11
101670652300770,Mary L. Wells,Mary Wells for Polk County Treasurer,975,1
103605498122808,Elevate Community Events,Elevate,974,5
174793662656828,Colorado Peak Politics,Peak Politics LLC,974,10
6958677033,Tim Walz for Governor,Tim Walz for Governor,974,8
37897905115,ProgressOhio,ProgressOhio,974,11
107996805160454,Natalie Capps for Justice of the Peace,Natalie Capps for Justice of the Peace,972,9
106989124258321,Brad Barnes - Brad for a Better Georgia,Brad for a Better Georgia,972,17
110969071390455,Committee to Elect Ray Spencer,Committee to Elect Ray Spencer,972,11
620484711422392,WIC Strong,FOSTERMARTIN,971,21
14893558501,Prevent Child Abuse America,PREVENT CHILD ABUSE AMERICA,971,10
107567985260291,Yes on G for Mill Valley Schools,SAFE AND MODERN MILL VALLEY SCHOOLS - YES ON G,970,3
1817311598504070,Brendon Leslie,Tomer Barazani,970,9
116933488381916,Butte County Democratic Party,BUTTE COUNTY DEMOCRATIC CENTRAL COMMITTEE,970,9
104972958641647,"Beth Jones for State Rep, Oregon HD 17",Friends of Beth Jones,970,2
620971308087584,"Nima Novin for City Council, Long Beach District 3",Nima Novin for City Council 2022,969,14
102908565644139,Nina Barnes - Utah House 73,Vote Nina,969,6
103961245595449,Nick Miller for PA Senate,Friends of Nick Miller,969,4
103375338940287,Nicklaus for Illinois,Nicklaus for Illinois,969,15
104339952168466,Stan Caplan for Congress,Stan Caplan,968,3
157823291451684,HBCU Culture Shop,These ads ran without a disclaimer,966,11
103368882327626,Wayne Yevoli for Bernalillo County Commission 5,Committee to Elect Wayne Yevoli,965,8
100389442658740,Arkansas Federation for Children Action Fund,Arkansas Federation for Children Action Fund,965,20
105720895448624,Blount Lifestyle,BLOUNT LIFESTYLE,964,3
127823790596514,The Redford Center,These ads ran without a disclaimer,964,3
111476954787631,Jon Goode For Idaho,Goode For Idaho,964,23
109592685042945,Campion for Clark County Commission F,Elect Mike Campion,963,23
121823465089541,Eric J. Tarr - WV State Senate,Committee to Elect Eric J. Tarr to WV Senate,963,7
10234472029,Council on Foreign Relations,Council on Foreign Relations,962,3
140877979844,American Gas Association,AMERICAN GAS ASSOCIATION,962,8
109251604692459,CJ Robinson for District Attorney - 19th Circuit,The Committee to Elect CJ Robinson,961,2
109817488361613,Larry Ashlock for Circuit Judge,Committee to Elect Larry D Ashlock Circuit Judge,961,6
100131411431360,Coty Powers for Arkansas House of Representatives,Coty Wade Powers,960,39
101802288160007,Southern Wisconsin Times,Metric Media LLC,960,1
113734751220420,KenKubik4super,Ken Kubik,959,5
104377641671195,Salem Podcast Network,Salem Media,958,19
315995348904534,Cottie for State Assembly,Cottie Petrie-Norris for Assembly 2022,958,4
1868741293380841,Bob Evnen for Nebraska,Bob Evnen for Nebraska,957,5
102532099014341,Families 4 Every Child,Families 4 Every Child,957,4
440584076067700,"Judy Klusman, Rowan County Commissioner",Klusman for Commissioner,956,2
104152157910980,Joe Coley for Wake County Sheriff,CITIZENS TO ELECT JOE COLEY,956,10
101930078867933,CA Energy LMC,California Energy and Infrastructure Labor Management Trust,956,2
108703658327329,Cassandra Garcia Hernandez,Cassandra Garcia Hernandez for Texas,956,25
105683954933727,The American-Ethiopia Public Affairs Committee-AEPAC,AEPAC,956,5
101401528499337,"Commissioner Kionne McGhee, District 9",Kionne L. McGhee,954,26
114969827680839,United to House L.A.,United to House LA,954,43
42590232694,CAIR,"CAIR-FOUNDATION, INC.",954,6
516456078534429,Jeff Ellington for State Representative,Jeffrey Roger Ellington,954,13
280860519114053,Conservative Women,Derek Edward Utley,953,8
111631474794659,Judge Mickey Johnson,Mickey Johnson,953,12
1024681364226225,Theresa Coates Ellis for Congress,THERESA ELLIS FOR CONGRESS,953,41
2013952328824997,Jaylen Cotton for Madison County School Board D5,Angela Dineen Curry,952,8
113559430483712,Martin J. Misjuns for Lynchburg City Council,Martin Jon Misjuns,952,18
2007977236135017,Bill Essayli,Essayli for Assembly 2022,952,7
105141845307963,Team Tim Scott,Tim Scott for Senate,952,21
229083393820990,Richard Hudson,HUDSON FOR CONGRESS,951,12
350692761610088,Matt Cartwright,CARTWRIGHT FOR CONGRESS,951,6
654470874584798,Save The Inventor,Innovation Alliance,951,15
69611504313,Simon & Schuster,Simon and Schuster,950,3
1026497884215488,Galveston Moving Forward,Galveston Moving Forward,950,5
114080567965231,Moving L.A. Forward,Moving LA Forward,950,1
147772245840,Young Conservatives,Young Conservatives LLC,950,2
108384204913871,Jake Troyer for Legislature,TROYER FOR HD 81,950,5
112135144739286,Peter Christie for Arkansas,Peter Christie for Arkansas,950,3
326648621321247,SF All In,TIPPING POINT COMMUNITY,950,7
103357521722468,The San Francisco Standard,The San Francisco Standard,949,42
549132971768363,New York City District Council of Carpenters,New York City and Vicinity District Council of Carpenters,949,62
106394204967859,Elect Katie Dean,KATIE DEAN FOR CONGRESS,949,26
109715548073236,Renew Arizona,Renew Arizona,949,18
144820965676,J. Adam Lowe For TN Senate,Joshua Adam Lowe,949,18
373907895967240,Orlando Clinical Research Center,ORLANDO CLINICAL RESEARCH CENTER INC,948,1
179690228751414,Ben Albritton,Advancing Florida Agriculture,947,3
199756330090514,Solar United Neighbors,Solar United Neighbors Action,947,8
101879862454733,Yes on A for Livermore Students,Yes on A for Livermore Students,946,11
34521916336,Brent Bozell,MEDIA RESEARCH CENTER,944,3
103639352059280,"Stephanie Williams for CISD Board of Trustees, Place 7",StephanieForCISD,943,5
108484985176966,"Cabana, Myers, and Neibart for Morris County",Neibart for Morris County,942,4
183225041771809,The Botanist Gin,These ads ran without a disclaimer,942,1
936968016365794,The Eric Metaxas Radio Show,These ads ran without a disclaimer,942,1
1499570210366431,Rep. Darin LaHood,Office of Representative Darin LaHood (IL-18),942,2
109546135054827,RAR for NY20,ROSTISLAV RAR FOR CONGRESS,941,10
372922692828,SEIU-United Healthcare Workers West,These ads ran without a disclaimer,940,1
304605792915025,Deborah Ferguson for Arkansas,Deborah Ferguson for State Representative,939,7
102025172130448,Oscar Ortiz for Napa County Sheriff,Oscar Ortiz for Sheriff 2022,939,12
296347294150890,Larsen Jay,"Larsen Jay, Knox County Commissioner",938,5
910834685971360,Jen GV Gilliland Vanasdale Justice for All,JENNIFER L GILLILAND-VANASDALE,938,6
109460040696770,Dan Leonard for State Representative,Committee to Elect Dan Leonard,938,12
112165711390616,Greenfield Township Professional Firefighters Local 4422,Greenfield Township Professional Firefighters,938,2
101265302580243,Supporters of Mike Malay for Circuit Clerk,Friends of Mike Malay PAC,938,5
109187681703177,Jessica Juarez for Keller City Council,Jessica Juarez for Keller City Council,937,6
103003588663839,Eve T. Shuman,Friends of Eve T. Shuman,937,3
107912991915659,Housing Providers for Responsible Solutions,HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS,937,1
101333462265,Distilled Spirits Council of the United States,Distilled Spirits Council of the United States,937,8
100322159129856,Paul Sanford for Congress,FRIENDS OF PAUL SANFORD,936,1
682208958556073,Rx in Reach Georgia Coalition,Rx in Reach Georgia Coalition,936,3
133559684041847,Renato Mariotti,Friends of Renato Mariotti,935,1
111292920630419,Coast Connect,Santa Cruz County Friends of the Rail and Trail,934,11
20591103801,Immunize Nevada,IMMUNIZE NEVADA,934,24
109129771310173,Ahorros Solares de Connecticut,These ads ran without a disclaimer,934,1
1047578015353370,Dan Stricklin for Denton County Commissioner,Thomas Daniel Stricklin,934,10
240921300079001,Justin Boyd for State Senate,Justin Boyd For Arkansas,934,2
101883335718923,Rochelleforpa,Friends of Rochelle Culbreath,933,17
407530732775934,Paul L Taylor,Friend of Cumberland County,933,9
101587609142724,Aminah Ghaffar for NC House 47,Shelby Nicole Rogers,933,10
268187733195568,Capital Area United Way,Capital Area United Way,932,1
110910023989268,Mohegan Playing It Safe,Mohegan Community & Government,932,5
120685043545443,Doug White 4 Congress,Doug White for Congress,931,28
2233915963335655,Cyndi Hinojosa,Cynthia Mendiola Hinojosa,931,31
1847381592212124,Orange County Gun Owners,Orange County Gun Owners Political Action Committee,931,8
1003381546385679,Delegate Kathie Hess Crouse for WV,Friends of Kathie Hess Crouse,929,18
100826542558892,Paul for Arkansas,PaulForArkansas,929,13
101085532159664,Harbick for Oregon,HARBICK FOR UNITED STATES SENATE,929,11
101054509137505,Spann for Judge,Committee to Elect Jonathan A. Spann,929,4
390924888308996,State Senator Mark Huizenga,Senator Mark E. Huizenga,929,6
105032221994081,Matt Hudson for District Judge,Walter M Hudson,929,13
620769971337937,John Moolenaar,Moolenaar for Congress,928,32
250355908341349,Oklahoma Bar Association,These ads ran without a disclaimer,928,1
986002794811893,Sam Kumar,Sam Kumar,928,6
1141820405977201,Representative Debbie Wood,Campaign to Elect Debbie Wood,928,3
779511552180719,Vince Fong,Vince Fong For Assembly,928,4
101083425768284,Jeff Tickal for Lee County Circuit Judge,Campaign to Elect Jeff Tickal for Circuit Judge,928,27
521889897981706,Susan Manchester,Friends of Susan Manchester,927,2
174316279349211,Representative Matthew Bundy,Matthew Bundy for Idaho,927,5
2341701139443660,Liz Joy for New York,JOY FOR NY,927,2
231035737659762,Vote Josh Revak,VOTE JOSH REVAK,927,2
113036821307106,Matt Lehman for State Representative,Matt Lehman for State Representative Committee,926,12
493149655523,"Wayne County, Michigan",Wayne County,925,8
591038604304661,Cohen Milstein,Cohen Milstein Sellers & Toll PLLC,925,3
101677565844497,Cornilles for Idaho,Cornilles for Idaho,925,3
290130337851458,WHIO Television,These ads ran without a disclaimer,925,14
197760674021143,Indivisible Guide,Indivisible Project,925,27
164541083686427,Jim Rice for Idaho,Jim Rice for Idaho,924,4
102420758941618,Laura for WV Senate,Committee to Elect Laura Wakim Chapman,924,5
1840522976165325,Shawn Kumagai for Assembly 2022,Shawn Kumagai for Assembly 2022,924,2
112487347077603,Green Bay Reporter,Metric Media LLC,923,2
539127900353135,Bryant Odega,Bryant Odega for Los Angeles City Council 2022,923,42
100474002547727,City of Schenectady Republican Committee,City of Schenectady Republican Committee,923,14
38882699096,Polaris,Polaris with Facebook Ad Credits,923,8
149451418987667,Boricuas Unidos en la Diáspora - BUDPR,Boricuas Unidos en la Diáspora,922,1
101317202465186,Bob Jack for Tulsa County Commission - District 3,Friends of Bob Jack - 2022,921,4
100273542638489,Joseph Coppola for Morris County Commissioner,Coppola for Commissioner,920,14
211042665665979,"Orange County, Florida Government","Orange County, Florida Government",920,5
125120044171675,"City of Lancaster, CA – Government","LANCASTER, CITY OF",920,7
104747091843393,Van Dam For Kentucky,Van Dam For Kentucky,920,5
1764060323809274,Illuminate Colorado,ILLUMINATE COLORADO INC.,920,7
105602668556898,Nick Kantas for Cook County Circuit Judge,Campaign Committee to Elect Nicholas Kantas,919,4
104301991271444,Sage Dixon,Sage Dixon for State Representative,918,5
103915832229496,Citizens for Bradley J. Fritts,Citizens for Bradley J. Fritts,917,7
1622448958007112,Douglass Leadership Institute,DOUGLASS LEADERSHIP INSTITUTE INC,917,8
105249761601972,Houston County NAACP 5203,Houston County NAACP,917,9
1761852130580539,Hidden Tribes,More in Common,916,2
110717841592583,Champagne for Council,Brian Champagne Campaign Fund,916,4
100946628770924,Hathaway for Circuit Judge,Hathaway for Circuit Judge,916,6
106943565261583,Vote Derek Harvey,Vote Derek Harvey,915,11
316848531676188,Alabama Political Reporter,Alabama Political Reporter,914,1
101543062198383,Dawn Pulliam for County Council,Friends of Dawn Pulliam,914,2
125824334130608,CTUL,Centro de Trabajadores Unidos en Lucha,914,9
107832531908350,Nicole Planty for NSCSD BOE,Robert Francis Clary,914,3
105781352018624,Eren For Georgia,FRIENDS OF EREN BRUMLEY LLC,914,13
101954402369863,Elect Eddie McGuire  Marshall County Commissioner Dist 1,Charles Edward Mcguire,914,9
110292694783289,Neighbors for a Safe Redmond,Neighbors for a Safe Redmond,913,14
106951364204044,B.T. Parker for Superior Court Judge,iDigitality Solutions,912,11
369451818947,Ryan Lauer,Friends of Ryan Lauer,912,8
211901856263434,Conservatives for a Clean Energy Future,Paid for by Conservatives for a Clean Energy Future,911,4
282579958883663,Marlon D. Bolton,Marlon Dwayne Bolton,910,4
101857382446943,Courtney for State Rep,Courtney for State Rep,910,8
102359255363362,Puck,Puck News,910,1
102772292126104,Desi Cuellar,CUELLAR FOR NEW YORK,908,12
224283431101466,Re-Elect Brian Beathard,Elect Brian Beathard,907,28
78661711403,National University,National University,907,2
100880515914585,Durrant for Idaho,Durrant For Idaho,906,5
109818318054082,Rodriguez For Sheriff 2022,Matt Rodriguez,905,9
102232519120757,C.E. Duckworth for Burke Clerk of Court,Christopher Duckworth,904,14
1055873511190792,Hey Activist,Hello Resistance Apparel,904,18
110252818285151,Stu Hixon for State House,Hixon for House,904,12
110740242303537,CAVU,Climate Advocates Voces Unidas,904,15
113843371220452,"Brian Taylor, Flower Mound Town Council Place 3",Brian Michael Taylor,904,9
46428009499,The Jewish Agency for Israel,The Jewish Agency For Israel,904,5
102930361995840,Samantha Owens for County Clerk,Samantha A Owens,903,6
112919427986547,"Reginald ""Reggie"" Pulliam for State Rep-District 95",Vote Reggie,903,9
110417358160292,Mario Vela for Imperial County District Attorney 2022,Mario Vela,903,17
139581976717445,Keep Jacob Hilliker Road Commissioner,Jacob Hilliker For Bay County,903,3
112298894689066,Elect Bob Carmony,The Committee to Elect Bob Carmony,903,3
248422805193353,The California Endowment,The California Endowment,903,2
764352883654358,James Mendrick DuPage County Sheriff,Mendrick for Sheriff,902,6
2029108860704039,Thomas Jefferson Institute,THOMAS JEFFERSON INSTITUTE FOR PUBLIC POLICY INC,902,2
108076274921956,Neil Anderson for Senate,Anderson for Illinois,902,5
100440519076489,Jed Davis for State Rep,Jed for Freedom,902,23
105418645303307,Dr. Jon Petrick 4 NV - Assembly District 21,Committee to Elect Dr John Petrick,902,4
322771814739545,Everyone In LA,"UNITED WAY, INC.",902,6
24834672986,Hip Hop Caucus,HIP HOP CAUCUS EDUCATION FUND,902,1
328065780936817,Forest Fire Facts,Strategy Solutions,902,54
101423452474516,"Augusta Massey For Las Vegas Justice Court Judge, Dept. 6",Committee to Elect Augusta Massey,902,5
103573885626132,Lauren for DeKalb,Lauren for DeKalb inc,902,24
106582384539447,Design for Freedom by Grace Farms,"GRACE FARMS FOUNDATION, INC.",901,12
984228501766229,Congressman Sean Casten,U.S. House of Representatives,900,3
151092048950860,Re-Elect Rob Telles as your Clark County Public Administrator,Committee to Elect Rob Telles,900,7
105227434941203,Jason Paletta for CA Assembly,Jason Paletta for Assembly 2022,900,3
107441861783475,Maureen Purcell for Iredell Register of Deeds,Committee to Elect Maureen P. Purcell,900,15
111292188189114,Dr. Catherine Thomasson For State Representative HD 45,We Win LLC,900,3
100145644726687,Opportunity For All Floridians,Opportunity For All Floridians,900,1
42551620536,Equal Justice Works,EQUAL JUSTICE WORKS,900,4
334925200513155,Justin Berry for Texas House,Justin Berry For Texas House,900,3
106688832000556,New Hampshire Second Amendment Supporters,Granite PAC,900,3
1888806214722917,Erie County Anti-Stigma Coalition,Erie County Anti-Stigma Coalition,900,4
101824728996304,Elect Rawl Douglas Kazee District Judge,Committee to Elect Rawl Kazee,900,1
106304694414531,James Pruden,JIM PRUDEN FOR CONGRESS,900,3
234061016646684,Friedman & Houlding LLP,Friedman & Houlding LLP,900,4
101989441980737,Dr. Greg Bledsoe for Lt. Governor,Bledsoe for Arkansas,899,7
341193070013043,Realities of Single Payer,Realities of Single Payer,899,6
105146431480796,LingoAce Global,These ads ran without a disclaimer,899,2
107454490912636,Jewish Future Pledge,Jewish Future Pledge Inc,899,2
299817393398577,Santa Clara County Registrar of Voters,County of Santa Clara Registrar of Voters,898,15
104142543758770,Campaign Zero,We The Protesters,898,1
106064761733628,Elect Clay Collins Criminal Sessions Judge,Committee to Elect Clay Collins,897,7
101395949127624,Lake Travis Families PAC,Lake Travis Families PAC,897,30
1439646729592364,The Petroleum Alliance of Oklahoma,The Petroleum Alliance of Oklahoma,897,16
111840167842525,Austin Journal,Franklin Archer,895,24
104751804463228,Andrew Clyde for Congress,"CLYDE FOR CONGRESS, INC.",895,3
62698904738,Contra Costa Health Services,Contra Costa Health Services,894,11
111025528152229,Lindsay Patterson For State Representative District 55,Lindsay Patterson For State Representative District 55,894,23
180230988844502,Mayor André Sayegh,Farhanna B Sayegh,894,7
106748281950967,Butterworth - Better4ID,Butterworth - Better4ID,893,1
109649741410976,Tim McCarthy for Supervisor 2022,McCarthy for Supervisor 2022,891,16
164360110278224,Friends of Dan Brady,Friends of Dan Brady,890,12
330913244022724,NJ Education Report,"NJ Education Report, a platform of brightbeam, inc.",890,53
112250574571671,Meltzer for Indiana,Meltzer for Indiana,890,12
159232784454952,Gary Seyring For Judge,Friends of Gary Seyring,890,4
101748735775996,Yes for GISD Kids,Yes For GISD Kids,889,5
1002262699863147,Chuck Clemons,"Chuck Clemons, Republican, for State Representative, District 21`",888,8
221416561801,Thomas B. Fordham Institute,Thomas B. Fordham Institute,888,5
494259170754224,Keeping IDentities Safe,KEEPING IDENTITIES SAFE,888,10
105386362154581,Carbon Free California,Carbon Free California,887,5
106363001905717,Iymen Chehade for Congress,Im In With Iymen,887,12
1424903461138156,Congressman Jim Banks,Office of Representative Jim Banks,886,1
103130714424239,Chapel Hill Review,Metric Media LLC,886,1
102831742353507,Mike Stuart for Senate,MIKE FOR WV COMMITTEE,886,8
2031176687154716,TC Clements,Community to Elect TC Clements,884,11
102596355656379,Patriot News Daily,William Gordan Tanner,884,2
1504607203165435,Oklahoma Beer Alliance,OKLAHOMA BEER ALLIANCE INC,884,13
107523701486860,Brett Lindstrom,Friends of Brett Lindstrom Committee,883,10
105447238507993,Grow Local NY,Cannabis Economic Equality Coalition,883,16
106409038673838,Jenna Dukes for Horry County Council,Committee to Elect Jenna Dukes,883,8
1548467052116987,Nichols for Idaho,Tammy Nichols,882,36
572657576524082,Grand Haven Area Public Schools,Grand Haven Area Public Schools,882,1
159304244188833,Mark Lowery for State Treasurer,Mark Lowery for State Treasurer,881,4
110575941557752,Elect Adrienne Simmons,Committee to Elect Adrienne Simmons,881,1
109837221545800,Ross Harvin for State Senate,Harvin for Georgia,881,8
299044760242670,Chilton for Register of Deeds,The Chilton Campaign,881,10
106450721988920,Senator Mike Jacobson,Mike Jacobson for Legislature,880,11
110370521648907,MA Electoral Review,Liss-Riordan Committee,880,6
