Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
105946117709896,Elect Corey Seats Prosecuting Attorney,Corey Seats for Prosecuting Attorney,402,5
121722247664,Planned Parenthood Keystone,PLANNED PARENTHOOD KEYSTONE,402,13
510682295654796,Idaho Fish & Wildlife Foundation,Idaho Fish & Wildlife Foundation,402,1
912764692168916,Councilmember Luis Chavez,"Councilmember Luis Chavez, City of Fresno",402,5
154288660614,Oregon Republican Party,Oregon Republican Party,402,18
833280850020504,Dee Dawkins-Haigler for Georgia Secretary of State,Dee Dawkins-Haigler for Georgia LLC,402,7
109883121341937,Imani Oakley for Congress,Oakley for Congress,402,36
1412651415412110,Congresswoman Pramila Jayapal,Office of Representative Pramila Jayapal,401,2
100864208586452,AFGE District 3,"American Federation of Government Employees, District 3",400,5
103331405588455,Zabner For HD-90,Zabner For Iowa,400,8
306926196324875,Anthony Sabatini,SABATINI FOR CONGRESS,400,1
11006419356,The Voice of the Martyrs - USA,"VOICE OF THE MARTYRS, INC., THE",400,1
356673385110161,KMD Law,KMD Law,400,2
108492878438545,Chapel King for District 1 Lauderdale County Commission,Chapel King for Lauderdale County Commission,399,30
100139812512377,George Marquez for District Attorney 2022,COMMITTEE TO ELECT GEORGE MARQUEZ FOR DISTRICT ATTORNEY 2022,398,6
104868778779557,"Re-Elect Jay Zembower for Seminole County Commission, District 2","Re-Elect Jay Zembower for Seminole County Commission, District 2",398,1
115594726944580,Wisconsinites for Affordable Rx,Wisconsinites for Affordable Rx,398,12
1462422667419501,National Debt Forgiveness,These ads ran without a disclaimer,398,53
103263698843440,Wayne Allen for Constable - Smith County Precinct 2,Clinton Wayne Allen,398,1
109328991653909,Mike Templeman for State Senator,Templeman for State Senator,398,6
107046311729363,Ed Solly for State House 24,Ed Solly for State House,397,9
692220144192046,Empower Mississippi,Empower Mississippi,397,7
113866384272334,Lee Coker for State House,Stephen Lee Coker,396,4
107599218153132,Douglas Mullenix,"DOUGLAS MULLENIX FOR WISCONSIN, LLC",396,49
105096661959021,Jackie Edgerton,Jackie LaPan Edgerton for State House,396,9
293225127381200,Patriot Depot,The Patriot Depot,395,9
100317428106619,Zero Waste Marin,Zero Waste Marin,395,3
115661453558268,Illinoisans for Affordable Rx,Illinoisans for Affordable Rx,395,22
522359791285231,American Greatness,Tomer Barazani,395,8
108260281741200,Chet Hand for Boone County Commissioner,Chet Hand for County Commissioner,394,9
109717227970342,Friends of Judge Sanjay Tailor,Friends of Judge Sanjay Tailor,394,7
130130503698358,Eastern European Mission,EASTERN EUROPEAN MISSION,393,2
901312846740457,Progress Michigan Political Action Fund,Progress Michigan Political Action Committee,393,2
101265705371621,Karen Scott Greene for Gwinnett Superior Court Judge,Committee to Elect Karen Scott Greene,393,13
104857738378794,Odessa Kelly for Congress,Odessa for Congress,393,12
1636643453069766,Jim Gregory for State House,Friends of Jim Gregory,393,2
102603605784541,Re-Elect Judge Rich Christensen,Granier Marketing,390,3
159937287765742,CityHealth,CityHealth,390,3
114342861165621,Parker Fairbairn for State Representative MI 107,Parker Fairbairn for State Representative,390,2
107918017492510,David Gibbs for Commissioner,David Gibbs,389,2
1546306879023235,The Reform Alliance,"The Reform Alliance, Inc",389,7
106951364204044,B.T. Parker for Superior Court Judge,iDigitality Solutions,389,4
188793854511557,The Plainedge Federation of Teachers,Plainedge Federation of Teachers,389,4
106715821715565,Flood Defenders,Flood Defenders Inc,388,23
26006662641,Arizona Democratic Party,Arizona Democratic Party,388,25
107108074955638,Heroes Of Liberty,Heroes Of Liberty inc.,388,7
103975965633607,AFGENinthDistrict,"American Federation of Government Employees, District 9",388,2
107954964921449,Brett Mauldin for State Senate,Mauldin for State Senate,387,4
444587112401544,"Health Services, Inc.",Health Services Inc,387,9
101230371734276,Washingtonians for Affordable Rx,Washingtonians for Affordable Rx,386,12
112486992123244,Friends of Crisis Pregnancy Center of Tidewater,"CRISIS PREGNANCY CENTER OF TIDEWATER, INC",386,8
105248827959368,Marylanders for Affordable Rx,Marylanders for Affordable Rx,386,12
199891603386344,Common Ground Committee,Common Ground Committee,386,2
120429848079399,"Dr. Thuy Tran for State Representative, HD 45",Friends of Thuy Tran,385,10
186805048171120,U.S. LawShield,Texas LawShield,385,1
108325068480665,Daniel Shue For Prosecuting Attorney,Committee to Re-Elect Daniel Shue Prosecuting Attorney,385,1
103916818626386,Kevin Dellicker for Congress,KEVIN DELLICKER FOR CONGRESS,385,2
163162542495943,David Alexis For Brooklyn,David for State Senate,384,4
109580228125449,Allen Buansi,Allen Buansi for NC,384,4
107437058377472,Tina Ward-Pugh for County Clerk,Tina Ward-Pugh for County Clerk,384,16
114891551199746,Valley Power - Re-Elect Norma Sierra Galindo and Alex Cardenas to IID,San Diego-Imperial Counties Labor Council AFL-CIO,384,2
648958282162772,Jim Woodward for Senate,Jim Woodward for Senate,384,18
112493431219774,DEBORAH ADEIMY for U.S. Congress,DEBORAH ADEIMY FOR CONGRESS,383,5
193477921051,Oregon Family Council,"OREGON FAMILY COUNCIL, INC.",383,2
1625146381114542,Congressman Mike Johnson,Congressman Mike Johnson,383,5
259642357409826,Cumberland County GOP,Cumberland County Republican Committee,383,1
108456245167527,Joaquín Beltrán for Congress,JOAQUIN BELTRAN FOR CONGRESS,383,2
108499218321296,Stetson Painter for State Representative,Painter for Arkansas,383,1
117420886709956,Texans For Affordable Rx,Texans For Affordable Rx,382,15
349468919080643,Dr. Suleman Lalani,Dr. Lalani for Texas,382,6
245005232286600,Honor the Earth,Honor the Earth,381,2
114178934498881,Kim Green For Judge,Committee To Elect Kim Green,381,2
158697077484554,Athens-Clarke County Democrats,Athens Clarke County Democratic Committee,381,7
779511552180719,Vince Fong,Vince Fong For Assembly,381,2
1439646729592364,The Petroleum Alliance of Oklahoma,The Petroleum Alliance of Oklahoma,380,8
111127578263052,Rod Scott for Alabama State House,Citizens to Elect Rod Scott,380,4
2227962730789402,Healthcare Rising Arizona,Healthcare Rising Arizona,379,12
1558042497785635,Beth Van Duyne,BETH VAN DUYNE FOR CONGRESS,379,2
104041818800856,Jennifer Chappell for Metro Council D15,Jennifer Chappell for Metro Council,379,6
103109769744043,Supervisor Brian Maher,Friends of Brian Maher,379,3
108436851715699,Venton Jones for Texas State Representative for House District 100,Venton for Texas,378,12
1840987479455640,Angela C Evans,Elect Angela Evans,378,1
101502899068533,Nancy Brune for Las Vegas City Council,Committee to Elect Nancy Brune,378,2
101821305674275,Tina Nieto Monterey County Sheriff 2022,Tina Nieto Sheriff 2022,378,7
1256218774533782,Braven Environmental,Braven Environmental,378,167
111978158855720,JD Hartman for Davie Co. Sheriff,Jerry Don Hartman,377,4
251547981563985,Paul Savas,Friends of Paul Savas,376,4
287177021453683,Kevin Muldoon,MULDOON FOR SUPERVISOR,376,1
109021568309875,Derek Petteys for Congress,Derek Leonard Petteys,376,4
100470349235347,Save Texas,Texas Campaign for the Environment,376,34
114799818538194,Cove Behavioral Health Inc.,Cove Behavioral Health,376,2
107707808559941,Jay Kilmartin for State House District 85,Jay Kilmartin for State House,376,6
210357995667559,The National Memo,The National Memo,376,17
516459655505626,Congressman Bryan Steil,Office of Congressman Bryan Steil,376,1
101229565835425,Agenda for America,Agenda for America,375,1
183920645673863,Megan for Iowa,Megan Srinivas for Iowa House,374,2
1691496401111448,Harlingen Insight,Robert Allen Leftwich,374,8
109626480571262,Mike Murphy for Judge,Michael Thomas Murphy,374,1
1011605295608680,Lina Hidalgo,Lina Hidalgo for Harris County,373,17
100535575901281,Jamie Barton for State Representative,Friends of Jamie Barton,373,5
821852047982413,Autery for Sheriff,"FRIENDS OF ROBBIE AUTERY, P.O. BOX 198, JEMISON, AL 35085",373,3
105861441295494,97Percent,97PERCENT ORG INC,372,7
105522931489227,Congressman Tracey Mann,Congressman Tracey Mann,372,2
108052257443661,Floridians for Affordable Rx,Floridians For Affordable RX,372,15
102173001195418,Mary Miller for Congress,Mary Miller For Congress,371,1
215616835406,Accel Research Sites,These ads ran without a disclaimer,371,1
105602668556898,Nick Kantas for Cook County Circuit Judge,Campaign Committee to Elect Nicholas Kantas,371,2
169204449790211,Conservative News Today,BizPac Review,371,5
72025829580,Health Access California,Health Access California,370,1
112182298123032,Dr. Michele Crncich Hodge for Superintendent of Schools,Michele Crncich Hodge for County Superintendent of Schools 2022,369,2
869590126388440,Jeff Flores for 3rd District Supervisor,Jeff Flores for Supervisor 2022,368,1
342294162453301,Planned Parenthood,These ads ran without a disclaimer,368,1
17911165812,Covenant House International,Covenant House,368,5
254093297943901,CISE,CISE LLC,368,6
395998730952811,Carrie Isaac for Texas,Carrie Isaac for Texas,368,5
262610761306,Counterpoint Press,Counterpoint Press,368,2
101216195926272,Organization to Elect Better Leaders,The Dexter McCoy Campaign,368,14
109031258422972,Orland Forward,Orland Forward,367,7
102518239132910,Friends for California's Future,FRIENDS OF CALIFORNIAS FUTURE COMMITTEE,366,2
110870006973319,Great Lakes Wire,Metric Media LLC,366,5
1847381592212124,Orange County Gun Owners,Orange County Gun Owners Political Action Committee,366,8
100903185568307,Laura Roan for Polk County Attorney,Committee to  Elect Laura Roan,366,3
7515233409,"Mikey Weinstein, MRFF",MILITARY RELIGIOUS FREEDOM FOUNDATION,366,3
102310882344190,Priscilla Yother for State School Board,Yother for SBOE,365,5
321424962053199,MetroConnects,Metro Connects,365,12
108203188195224,Seniors Across America,Seniors Across America,365,4
246737888784902,Filling in the Blanks,FILLING IN THE BLANKS,365,5
106378651593358,James Tarantin,JAMES TARANTIN FOR THE UNITED STATES SENATE,365,7
263527537245,Minnesota Governor's Council on Developmental Disabilities,Minnesota Governor's Council on Developmental Disabilities,364,2
12596759677,RAICES,REFUGEE AND IMMIGRANT CENTER FOR EDUCATION AND LEGAL SERVICES,363,1
195779211164294,Kelly Anthon for Idaho State Senate,the Committee to Elect Kelly Anthon,363,21
308282075892553,Sacramento County - Government,Sacramento County Voter Registration and Elections,363,2
111515841026178,Advanced Energy Works,Advanced Energy Works,362,2
112105751380611,Shaun Dillon Strategies,Shaun Nickalaus Dillon,362,1
184347945030596,"Hollister Mayor, Ignacio Velazquez",Ignacio Velazquez,362,2
197463843555,Dave Schatz,DAVE SCHATZ FOR SENATE,361,3
102481802017205,Dave Galluch for Congress,GALLUCH FOR CONGRESS,361,1
384006901653736,The Moore Charitable Foundation,Moore Charitable Foundation,361,8
17382403969,"The Lesbian, Gay, Bisexual & Transgender Community Center","LESBIAN & GAY COMMUNITY SERVICES CENTER, INC.",361,10
234883080791381,Greene County Partnership 22,John M Stafford,360,30
142474049098533,Robert Reich,Inequality Media Civic Action,360,17
2292262990997250,American Freedom and Opportunity PAC,AMERICAN FREEDOM AND OPPORTUNITY PAC,359,5
152950768066062,The Santa Cruz County Tobacco Education Coalition,The Santa Cruz County Tobacco Education Coalition,359,3
103221545591170,Ben J. Benoit for Auditor-Controller,Benoit for Auditor-Controller 2022,359,3
899843763521678,Call Center Workers United,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO, CLC",359,1
112403314672513,Jose Ramirez,Ramirez for Supervisor 2022,359,2
1667702233477156,Jimmy Panetta for Congress,JIMMY PANETTA FOR CONGRESS,358,3
916623425064173,One Nation,One Nation,358,21
574251066047657,CVIIC,Central Valley Immigrant Integration Collaborative,358,1
321088559302,Keep America Beautiful,"KEEP AMERICA BEAUTIFUL, INC.",358,1
439773410477,Rhode Island AFL-CIO,Rhode Island AFL-CIO,358,13
104181186973,Greg Steube,GREG STEUBE FOR CONGRESS,357,2
6333396177,NewsBusters.org,MEDIA RESEARCH CENTER,357,17
1504873886306347,Bryan Steil,"STEIL FOR WISCONSIN, INC.",357,8
105386362154581,Carbon Free California,Carbon Free California,356,5
628423320573742,Vote Run Lead,VOTERUNLEAD,356,2
102693612110382,California Local,CALIFORNIA LOCAL,356,15
339432396135584,The Exodus Road,The Exodus Road,356,7
100591495935288,Jill Jones for NM House District 61 Lea County,Jill Jones for NM House,355,6
58310435761,Senator Jack Johnson,JOHNSON FOR STATE SENATE,355,3
1977738355807406,Sharice For Congress,SHARICE FOR CONGRESS,354,5
107308698272177,Gas Leaks Action,Gas Leaks Action,354,5
8895898655,Rainforest Alliance,"RAINFOREST ALLIANCE, INC.",354,5
100338168820654,In Union USA,In Union USA,354,2
157230874952221,Ronda Baldwin-Kennedy,Ronda Kennedy for Congress 2020,354,20
30699431006,NC Clean Water Education Partnership,Triangle J Council Of Governments,354,3
110124618713,American Principles Project,American Principles Project,353,85
101416239114594,Jessica Neal for Kentucky State Senate,Jessica Neal for State Senate,353,10
101379389101290,Keep Texas Red,The Boswell Project,353,1
2022955524588789,Annette Glenn for State Senate,"Annette Glenn for State Senate, PO Box 1128, Midland, MI 48641",352,6
197396454188581,Kathy Coder: Voice for PA,Coder for Congress,352,17
102281724942742,Affordable Energy for New Jersey,Affordable Energy for New Jersey,352,15
385628488916063,Creative Collective for Issue Advocacy,Creative Collective for Issue Advocacy,352,2
1503295233268493,Lebowski Lovers,The Dude's Threads,352,4
161714690523234,City of Providence,Committee to Save Providence,352,4
105242505306603,Calvey for District Attorney,Calvey for District Attorney 2022,351,3
102257485557967,Broadhurst for Chairman - Marshall County Commission,Broadhurst for Chairman,351,6
399060493533519,The Justice Foundation,JUSTICE FOUNDATION,351,3
104660195062596,Gen Z Conservative,William Gordan Tanner,351,2
107177340864977,Daily New Games,These ads ran without a disclaimer,351,3
114772974408210,I Love America,The Boswell Project,351,1
116933488381916,Butte County Democratic Party,BUTTE COUNTY DEMOCRATIC CENTRAL COMMITTEE,351,5
137606354090,South Carolina Republican Party,SOUTH CAROLINA REPUBLICAN PARTY,351,6
80392814444,Parents Television and Media Council,"PARENTS TELEVISION COUNCIL, INC.",351,12
210937299260017,USA Features Media,USA Features Media LLC,351,1
110675394846260,Congresswoman Sheila Cherfilus-McCormick,Congresswoman Sheila Cherfilus-McCormick,350,5
143374752954,Kosair Charities,Kosair Charities,350,5
107194901037259,"I'm American, Born & Raised",Nicholas Pagnotta,350,1
106688832000556,New Hampshire Second Amendment Supporters,Granite PAC,350,2
344930932219792,Yaffed,YAFFED INC,350,8
1176524085733888,Charlie Kimbell for Vermont Lieutenant Governor,Charlie for Vermont,350,8
106733238507835,Jean Adelsman for Torrance City Council,Jean Adelsman for Torrance City Council 2022,350,1
114969827680839,United to House L.A.,United to House LA,350,33
390924888308996,State Senator Mark Huizenga,Senator Mark E. Huizenga,350,6
100403348807892,Officially American,Nicholas Pagnotta,350,1
108367170873128,Murphy for WI,MURPHY FOR WI,350,2
108997885106909,Chip in America,Chip In America LLC,350,3
106487031844455,Jay Kleberg for Texas Land Commissioner,JAY KLEBERG CAMPAIGN FOR TEAXAS LAND COMMISSIONER,350,5
1706174776273096,Minnesota Conservative Energy Forum,Minnesota Conservative Energy Forum,350,5
145298332900038,Christopher Constant for Congress - Alaska,CONSTANT FOR CONGRESS,350,3
105287065105061,Glenn Church For Supervisor,Glenn Church for Supervisor 2022,350,5
217031695114504,Representative Liz Bennett,Iowans for Liz Bennett,350,12
420785874975425,Conservative Institute,The Conservative Institute,350,2
334360440369038,Janice for Georgia Insurance Commissioner,Committee to Elect Janice for Georgia,350,70
122604011147079,Brad Schneider,SCHNEIDER FOR CONGRESS,350,6
103741065506207,NC Budget & Tax Center,NC Budget & Tax Center,350,7
507934866006693,Philadelphia Jobs with Justice,PHILADELPHIA AREA JOBS WITH JUSTICE,350,12
100921832414092,Scott Silverstein for City Council - District 3,Scott Silverstein for City Council 2022,350,1
439981919469610,Mayor Catherine Blakespear,Catherine Blakespear for Senate 2022,350,2
102805962367538,Michelle for DeKalb,Michelle for DeKalb,350,15
108164555138297,Duff4Judge,"Duff for Judge 2022, FPPC ID#1444306",350,16
115499369778,Planned Parenthood North Central States,Planned Parenthood North Central States,350,4
103573885626132,Lauren for DeKalb,Lauren for DeKalb inc,350,18
100113865706707,ADF Generational Wins Prayer Initiative,ALLIANCE DEFENSE FUND INC,350,6
103602275197310,Communist Free - Freedom First,September Group LLC,350,18
110604778123205,Scarbrough For Judge,"Scarbrough for Judge 2022, FPPC ID#1442784",350,29
100429405881310,Conservative Americans,The Boswell Project,350,1
111564223958042,Ending Disease Documentary,Crushed Planet,350,1
224684514243482,Tom Cotton,"COTTON FOR SENATE, INC.",350,3
110637031622869,John Killgallon for Georgia,John Killgallon,350,8
376475555670,Sam Singh,Sam Singh for State Senate,350,3
100103769287518,Seydi Alejandra Morales for State Senate,Seydi Alejandra Morales for Senate 2022,350,3
108635535020855,JT Wu for Georgia,JT Wu for Georgia,350,16
869590126388440,Jeff Flores for 3rd District Supervisor,Jeff Enoch Flores,350,8
101434055512783,Karoline Leavitt,Karoline for Congress,350,10
101543062198383,Dawn Pulliam for County Council,Friends of Dawn Pulliam,350,2
219886468037083,West Texas Food Bank,WEST TEXAS FOOD BANK,350,1
101391906600,Live Action News,Live Action,350,6
111259238111447,Richard Bissen for Maui County Mayor,Friends of Richard Bissen,349,18
814705172017182,Genusee,Genusee,349,22
36984629451,Chinook Indian Nation,CONFEDERATED LOWER CHINOOK TRIBES AND BANDS,349,6
108620965112331,Michigan Business Daily,Metric Media LLC,348,1
101985595668270,Chase Studstill,Chase Studstill for District Attorney,348,3
106870361901648,Greg Barnes for Alabama House of Representatives District 13,Greg Barnes for Alabama House of Representatives District 13,348,7
113091218713548,Mass Alliance,"MASS ALLIANCE, INC.",348,3
106249000192,CME Group,CME GROUP INC.,348,6
1430683863817923,Mautz for Senate,Friends of Johnny Mautz,348,1
1784754728423434,Restoration Association of Florida,Restoration Association of Florida,348,27
104073326293249,Josh McKay for State Senate - District 7,Josh McKay for State Senate,348,2
112423314722338,Vote Dargis for Congress,Citizens for Chris Dargis,348,7
612898658918410,Judge Greg Scott,Greg Scott PAC,347,3
103420761023331,David Kim,DAVID KIM FOR CONGRESS - CA,347,24
324119001078997,"Sanford Heisler Sharp, LLP","Sanford Heisler Sharp, LLP",347,1
907641199288873,DeKalb GOP,"DeKalb County Republican Party, INC.",347,8
2031176687154716,TC Clements,Community to Elect TC Clements,346,8
616143148590453,Elect Les Friedman,Lester Friedman for BH Council 2022,346,4
309962672389562,AmeriCorps,Corporation for National and Community Service,346,1
605037386536651,Alianza for Progress,Alianza for Progress,345,5
102420431749179,Raging Americans,Tomer Barazani,344,3
104925112085966,Adrian Kamada for Humboldt County District Attorney,Kamada for District Attorney 2022,344,6
233768687168454,Rod Furniss State Representative Idaho,Rod Furniss Campaign,344,4
60261764250,Childhelp,"CHILDHELP, INC.",344,1
106507982029857,Al Carlson for Fargo,Carlson for City Commission,343,10
100655839256705,Jon Kaji for City Council 2022,Jon Kaji for City Council 2022,343,4
101083425768284,Jeff Tickal for Lee County Circuit Judge,Campaign to Elect Jeff Tickal for Circuit Judge,343,6
383932801071,ACLU of Kentucky,"American Civil Liberties Union of Kentucky, Inc.",343,6
100960789026970,Allen Dodson for Faulkner County Judge,Allen Dodson for Faulkner County,342,5
105190788730053,DC Swamp,Carter Michael Hughes,342,3
108695004903435,Friends of Rowan County Economic Development,"Friends of Rowan County Economic Development, Inc.",342,2
101957862519154,Realtors for Harder,National Association of REALTORS®,342,12
105733455300439,Lee Finley for Collin County Judge,Lee Finley for County Judge,342,1
100201212631976,Friends For Shah Nawaz,FRIENDS FOR SHAH NAWAZ,342,4
100500465282483,Breaking Battlegrounds,September Group LLC,342,12
111980686848434,Jack Ladyman Campaign,Committee to Elect Jack Ladyman,342,2
1359505927455440,Global Health NOW,Johns Hopkins Bloomberg School of Public Health,342,3
1451612925110493,Barry Jozwiak for State Representative,Barry Jozwiak,341,3
108332428289192,Darren Lombardo for Wicomico County Board of Education At Large,Citizens For Darren Lombardo,341,5
130266155573,Valley Water,Santa Clara Valley Water District,341,1
105242752173871,True Freedom News,Carter Michael Hughes,341,3
336765184920,Friends of Matthew Dowling,Friends of Matthew Dowling,341,19
273205087827354,Citizens Alliance of Idaho,Citizens Alliance of Idaho,340,4
103752142296776,Brandon For Georgia,Brandon Alexander Tonge,340,10
111001597165583,Lets Go Brandon,Missouri for Brandon Wilkinson,340,2
248539568517772,New Jersey League of Conservation Voters,NJ LEAGUE OF CONSERVATION,340,2
1708969205865401,Sherri Ybarra,Ybarra for Idaho Superintendent of Public Instruction,340,2
100383465536997,Michelle Oyola McGovern for County Commission,"Michelle Oyola McGovern, Democrat, for County Commission",339,3
107507021597180,Bruce O'Connell for Congress,Bruce O'Connell for Congress,339,5
1840898962851171,Jeremy C. Hunt,JEREMY FOR GEORGIA,339,1
360249457404614,Isaac Barron,Friends for Isaac Barron,339,16
100540971962779,Localyst,"Accelerate Change, Inc.",339,24
113886901209189,James Morris for Sumter County Commission,James Morris for Sumter County Commission,339,2
380436649137905,JoJo Woodward for Sheriff,JoJo Woodward for Sheriff,339,8
119781464743025,Hispanicize,NGL Collective,339,2
196092547072313,Broward County Professional Firefighters and Paramedics,Broward Co. Professional Paramedics & Firefighters PAC,339,17
323083351064533,The News Literacy Project,The News Literacy Project,338,4
100318064774222,"Kim Nguyen for Orange County Supervisor, District 2",Kim Bernice Nguyen for Orange County Supervisor,338,4
101979762492996,Judie Lyn Smith for Judge,Committee To Elect Judie Lyn Smith For Judge,338,7
105249761601972,Houston County NAACP 5203,Houston County NAACP,338,2
129208720460165,Bill Huizenga,HUIZENGA FOR CONGRESS,338,10
104339952168466,Stan Caplan for Congress,Stan Caplan,337,2
112458464537146,Ernie Lee for DA,Committee to Re-elect Ernie Lee District Attorney,337,3
141841519279799,Allterra Solar,Allterra Solar,337,8
104806486416,Themis Klarides,THEMIS 2022 INC.,337,3
357747007683526,State Representative Cezar McKnight,Cezar McKnight for State Representative,336,4
100516335998181,Locomotive Solar,Locomotive Solar,336,4
164519628609747,Erin Rider for Congress,COMMITTEE TO ELECT ERIN RIDER,336,2
108414778173659,Patrick Johnson - The RIGHT Choice for District 4,Elect Patrick Johnson,336,3
318551944941774,Patty Pansing Brooks,PATTY FOR CONGRESS,336,7
27461595703,Carbonfund.org Foundation,Carbonfund.org Foundation,336,16
112717068080036,Corporate Bought Betsy,Corporate Bought Betsy,335,4
10150127026615249,Independent Insurance Agents of North Carolina,Independent Insurance Agents of North Carolina,335,4
104853451323830,Daniel London for Hardin County Judge/Executive,Daniel London for Hardin County Judge/Executive,334,2
109561691647040,Danny Whitacre Campaign for Election Integrity,DANNY WHITACRE CAMPAIGN FOR ELECTION INTEGRITY,334,2
1460077847453858,Will Gross for PA,Friends of Will Gross,334,15
114145134376341,Caremiles Inc,Caremiles Inc.,334,2
307760733340,Lakeshore Technical College,These ads ran without a disclaimer,334,1
802498316468735,Greater Portland Council of Governments,GREATER PORTLAND COUNCIL OF GOVERNMENTS,333,4
159512777444932,FPA Women's Health,Family Planning Associates Medical Group Inc.,333,1
316281119675,Governor Paul LePage,COMMITTEE TO ELECT GOVERNOR PAUL LEPAGE,333,4
110454924897640,Greg Antoine,Greg Antoine for Senate,333,1
134602376613847,American Heart Association - Arizona,American Heart Association,332,3
106303828502171,Strategic Moves with Kenn Dowell,Kenneth David Dowell,332,2
188746215047748,"Re-Elect Jim Houser, Linn County Supervisor",Houser for Supervisor Committee,332,5
301912680332666,Yes on Measure C for Belmont-Redwood Shores Schools,"Friends of Belmont-Redwood Shores Schools 2022 / Yes on C, FPPC# 1443996",332,1
157849334030,SEIU Healthcare Pennsylvania,SEIU Healthcare Pennsylvania,331,4
100440519076489,Jed Davis for State Rep,Jed for Freedom,331,11
220554484683403,Rep. Brian White,Brian White for State House,331,4
100769065833393,Roger Moss for School Board President,Friends of Roger Moss,331,7
154284144719786,Mark Lazarus Horry County Council Chairman,Lazarus For Chair,330,4
1537925126289330,Jennifer Yeh,Friends of Jennifer Yeh,330,2
108185088494769,James Farley for Oregon House District 40,Friends of James Farley,330,7
111653864738545,Adam Schindler for Congress,ADAM SCHINDLER FOR CONGRESS,330,6
108388725158896,Pratik Bhakta for NC House 115,Committee to Elect Pratik Bhakta,330,4
1271463226269367,Texans for Affordable Health Care,TEXAS ASSOC OF HEALTH PLANS INC,329,9
100787421789614,Charlie Hannah for Mayor,The Charlie Hannah Organization,329,7
746838268687634,Tom O'Halleran,TOM O'HALLERAN FOR CONGRESS,329,5
109696357826793,Todd Schorle For State House,Committee to elect Todd Schorle II,329,6
108684375088100,Kevin Grindlay for Georgia State Senate District 48,Kevin Grindlay for Georgia,329,14
100464595109781,Kentuckians for Affordable Rx,Kentuckians for Affordable Rx,328,12
111037321257870,Mickey Buchanan For 9th West Judicial District Prosecuting Attorney,Mickey Buchanan for Prosecuting Attorney 9th West Judicial District,328,3
1240697372623284,Jimmy Angelino for Collin County Court At Law #5,Jimmy Angelino For Judge,328,5
136337797728,National Association of Home Builders,National Association of Home Builders,328,2
107656075187602,Wilson for Rep,Friends of Monet,328,5
350688712008385,The Wise Investor Group - Baird Private Wealth Management,Robert W. Baird & Co. Incorporated,327,2
100431764934534,Office of State Treasurer David McRae,Office of the Mississippi State Treasurer,327,4
334843943815996,Ohio Association of Health Plans,OHIO ASSOCIATION OF HEALTH PLANS,327,3
311538825657014,Mike Bare for State Assembly,Mike Bare for State Assembly,327,9
110007264760331,Gregg4Illinois,Friends of Gregg Johnson,326,4
102298105693394,Stephen J Valentine,STEPHEN J VALENTINE FOR CONGRESS,326,2
143173285763,Tenth Amendment Center,Tenth Amendment Center,326,19
287685218076622,Ellen Troxclair,Ellen Troxclair for Texas,326,4
112187961458672,Mosie Boyd for Prosecuting Attorney,Mosemarie Dora Boyd for Prosecuting Attorney DBA Mosie Boyd for Prosecuting Attorney,326,2
386305465057247,Liberty Nation,Liberty Nation,326,4
170321063037656,Hinge,These ads ran without a disclaimer,326,2
552580508224925,Chan Zuckerberg Initiative,"CHAN ZUCKERBERG INITIATIVE, LLC",325,4
107422922636462,Columbus Firefighters Union Local 67,Columbus Firefighters Union Local 67,325,5
260754507296508,The Voter Participation Center,Voter Participation Center,325,10
101670282147360,David Adams for County Commissioner Pct.4,Perry David Adams,324,5
1686910001589302,"Caity Maple for Sacramento City Council, District 5",CAITY MAPLE FOR CITY COUNCIL 2022,324,3
100785085888800,Wake The Sleeping Giant,Michael Scott Hughes,324,2
137433496303935,The Chandra Law Firm LLC,THE CHANDRA LAW FIRM,324,1
237078603537255,Vote Jen Plumb,Committee to Elect Jen Plumb,323,10
102459711431164,Center for Voter Information,Center For Voter Information,323,10
1504607203165435,Oklahoma Beer Alliance,OKLAHOMA BEER ALLIANCE INC,323,10
112919427986547,"Reginald ""Reggie"" Pulliam for State Rep-District 95",Vote Reggie,323,7
371581923612669,Medicare Insurance Agents,Medicare Insurance Agents,322,11
259105922931,Fuzzy's Pizza Katy,Brugata Media,322,2
148337431855825,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,322,3
217524660296957,Elect Chad Smith for Colbert County District Judge,Committee to Elect Chad Smith for Colbert County District Judge,322,3
694421074725614,Marc Thielman for Oregon Governor,Marc For Oregon,322,2
67198072267,Michigan Capitol Confidential,The Mackinac Center for Public Policy,322,8
1237910926236507,"Nick Schroer, State Senate","Friends of Nick Schroer - Josh Murphy, Treasurer",322,3
111925614470922,Tarik for PA,Friends of Tarik Khan,322,101
105454117977117,Voices for Consumer Choice,Voices for Consumer Choice,322,3
60682866560,Citizens Utility Board,CITIZENS UTILITY BOARD,321,9
131790326853687,Delaware Apartment Association,Delaware Apartment Association,321,2
243685455689811,PoliticIt,John David Johnson,321,2
381144248486,Arizona Small Business Association,Arizona Small Business Association,321,12
101912184733011,Conservative Baptist Network,Conservative Baptist Network,320,5
103294655267317,Chris Parrish for Superior Court Judge,Christopher Lee Parrish,320,5
75993679952,ACLU of Pennsylvania,ACLU of Pennsylvania,320,2
101361022128362,John Moore for Arizona,JOHN W. MOORE FOR CONGRESS,320,6
