Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
6355071377,American Cancer Society Cancer Action Network - ACS CAN,AMERICAN CANCER SOCIETY CANCER ACTION NETWORK INC,16729,43
103048587920360,DMFI PAC,DMFI PAC,16690,5
43287633515,Action for the Climate Emergency,Action for the Climate Emergency,16623,115
73528878871,Center for Reproductive Rights,Center for Reproductive Rights,16616,42
104736168071731,Results For NC,"Results for NC, Inc.",16291,14
320509205167290,Illinois Daily,JB for Governor,16098,44
405962819524364,Mike Collier,COLLIER COMMITTEE,16084,54
470241276500901,Women Vote,WOMEN VOTE!,16062,33
369309166748535,Derek Utley,Tomer Barazani,16032,33
1600352356914768,PushBlack,PushBlack,15974,60
121268821249550,World Central Kitchen,WORLD CENTRAL KITCHEN INC,15967,9
109418838263843,Lew Burdette for Governor,LEWin22 For Governor,15858,36
198024590300902,Josh Shapiro,Josh Shapiro,15816,13
106368917901920,Grow SF PAC,Coalition to Grow San Francisco - Grow SF PAC,15653,35
30914589895,The International Fellowship of Christians and Jews,INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS INC,15535,54
134535726580904,Maggie Hassan,Maggie for NH,15491,144
7192716362,Amnesty International USA,"AMNESTY INTERNATIONAL OF THE U. S. A., INC.",15394,153
2602473023098666,Democratic Polling Center,Democratic Governors Association,15369,78
173517072696584,George P. Bush,George P Bush Campaign,15295,3
92021268117,Working America,Working America,15295,15
239029093423,Dave Jones,Dave Jones for State Senate 2022,15286,19
289161024470532,OCA Greater Houston,OCA-GREATER HOUSTON,15201,10
6204742571,Sierra Club,SIERRA CLUB,15078,90
201248453800242,My Pay My Say,Mackinac Center for Public Policy,14929,27
109976775025508,Fair Share for Massachusetts,RAISE UP MASSACHUSETTS 2022,14905,3
467404727074689,Georgia Working Families Party,Working Families Party National Independent Expenditure Committee,14888,5
109092142462587,Adam Schiff,SCHIFF FOR CONGRESS,14829,24
113768033675093,Greater New York Hospital Association,"GREATER NEW YORK HOSPITAL ASSOCIATION, INC",14749,9
112018258177670,Next Generation Georgia,Next Generation Georgia,14729,12
38235851310,USA for UNHCR,UNITED STATES ASSOCIATION FOR UNHCR,14725,143
115050083954556,Faisal Gill for Los Angeles City Attorney,Faisal Gill for Los Angeles City Attorney,14655,3
195994800434559,San Manuel Band of Mission Indians,SAN MANUEL BAND OF MISSION INDIANS,14616,6
2353537341582545,Proud Patriots,Proud Patriots,14472,278
18813753280,Human Rights Campaign,"HUMAN RIGHTS CAMPAIGN, INC",14365,135
49651563727,Live Action,Live Action,14166,229
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,14149,5
120945717945722,Uber,Uber,14077,15
1509209726034350,Iowa Starting Line,"Courier Newsroom, Inc.",13776,19
372922692828,SEIU-United Healthcare Workers West,SEIU United Healthcare Workers West Local 2005,13614,120
112936891157255,Joe O'Dea for Colorado,JOE O'DEA FOR SENATE,13537,5
105576028300637,Building Back Together,Building Back Together,13496,152
137678529195,Valley Partnership,Valley Partnership,13386,24
196395247518,Ned Lamont,NED FOR CT,13370,81
102245475209438,Green New Deal Network,Green New Deal Network,13292,45
114197411271539,Brighter Chula Vista,"Residents for a Brighter Chula Vista, Supporting Amar Campa-Najar for Mayor 2022",13211,4
103373519004702,Environmental Solutions Coalition,Environmental Solutions Coalition,13150,51
106216341779798,Mobilize to keep loved ones safe,GOTVAX INC,13119,4
5720973755,Defenders of Wildlife,DEFENDERS OF WILDLIFE,13093,135
201470373308396,BMO Harris Bank,BMO Harris Bank,13091,16
108715768240523,Citizens Bulletin,House Majority Forward,13076,10
116059863420828,Sam Yebri For Los Angeles City Council,Sam Yebri For Los Angeles City Council 2022,13071,28
101129598841978,Terry Wiley for DA,Terry Wiley for District Attorney 2022,13058,4
535186963191852,CUNA,Credit Union National Association,13008,15
302182941354,AARP Advocates,AARP,13004,5
166935370075867,Senator Brian Dahle,Brian Dahle for Governor 2022,12983,82
227778385157,L.A. County Registrar-Recorder,The Los Angeles County Registrar-Recorder/County Clerk,12942,118
410871292591200,The Trump Republicans,Derek Edward Utley,12923,1
106120031829145,Community Safety Report,Truth in Numbers,12756,32
275737289197178,Dave White for Governor,Friends of Dave White,12736,16
103565195134756,America First Policy Institute,America First Policy Institute,12730,24
101893089184653,Opportunity for All Action Fund,Opportunity for All Action Fund,12670,7
6041057841,The Humane Society of the United States,"HUMANE SOCIETY OF THE UNITED STATES, THE",12499,31
1913007469025720,American Values First,AMERICAN VALUES FIRST,12467,14
158791100909689,Concerned Veterans for America,Concerned Veterans for America,12450,14
156968474833352,Stop Republicans,Stop Republicans,12393,29
7341997111,Conservation International,Conservation International,12361,92
279602905840365,Bipartisan Policy Center Action,BPC Action,12340,3
132066233534659,Healthcare Education Project,Healthcare Education Project,12324,55
203998970095991,David Blair,David Blair for Montgomery,12232,45
36474716066,Color Of Change,ColorofChange.org,12219,3
104760636770,Vera Institute of Justice,"VERA INSTITUTE OF JUSTICE, INC.",12109,13
103175021296846,Save Our Planet,Sahak Nalbandyan,12108,5
111199351501480,David Shepard for Senate,Shepard for Senate 2022,12075,29
101375062242163,Elect Mike Jones for Alabama Senate- District 31,Mike Jones Campaign,12073,25
104412595557198,Shawn Nelson for Judge 2022 ID #1382825,Shawn Nelson for Judge,12000,15
119707748062556,Ron Johnson,"RON JOHNSON FOR SENATE, INC",11865,20
586963558438365,P-Valley,These ads ran without a disclaimer,11864,2
6817812700,Lee Zeldin,Zeldin for New York,11809,11
8492293163,Environmental Defense Fund,Environmental Defense Fund,11808,84
101958878206138,Peach State Values,Peach State Values PAC,11807,21
83996318078,Change.org,"Change.org, PBC",11801,35
210820618956311,Community Change Action,Community Change Action,11794,64
100684991996307,November Coalition,NOVEMBER COALITION,11757,12
1374601146109275,French Hill for Arkansas,French Hill for Arkansas,11749,17
101704558574021,Lucas Kunce,Lucas Kunce for Missouri,11666,63
100548345633726,Community Conversations,Community Conversations: A Project for America,11458,30
110151825012670,Urban Empowerment Action PAC,"URBAN EMPOWERMENT ACTION PAC, INC.",11418,5
85945492130,EnergyBoom,Energy Boom,11395,244
248922701788783,Henry Cuellar,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,11371,48
25121889784,Texas Public Policy Foundation,Texas Public Policy Foundation,11363,143
113578691341319,True Conservative Judges NC,True Conservative Judges,11343,6
99033391274,Brian Kemp,Kemp for Governor Inc,11311,31
169597416843751,Stand Up America,Stand Up America,11256,21
22067606728,Allen West,The Association of Mature American Citizens Inc,11146,8
104950742017496,Phil Sorrells for Tarrant County DA,Phil Sorrells for District Attorney,11042,28
673117639774135,Gretchen Whitmer,Gretchen Whitmer for Governor,11015,53
351521204963267,County of San Mateo - Government,County of San Mateo,11013,4
54172246106,Rand Paul,RAND PAUL FOR US SENATE,10918,40
933921763326425,Catherine Cortez Masto,CATHERINE CORTEZ-MASTO FOR SENATE,10900,288
129942417030331,Mendelson For Chairman,Mendelson for Chairman 2022,10796,36
107904733908466,Securing Our Future,Securing Our Future,10725,9
12375354406,USO,United Service Organizations,10689,326
128067600545091,Coalition for a Prosperous America,"COALITION FOR A PROSPEROUS AMERICA EDUCATION FUND, INC.",10684,3
1023516414456183,Drain the DC Swamp PAC,DRAIN THE DC SWAMP PAC,10679,14
109396544993347,Save America,Future Tech Product,10649,58
322553044474863,Office of the Texas Secretary of State,Office of the Texas Secretary of State,10620,4
314808986017,John Boozman,BOOZMAN FOR ARKANSAS,10579,11
313842111853,Patrick McHenry,McHenry For Congress,10557,40
29727753421,New Jersey Education Association,NEW JERSEY EDUCATION ASSOCIATION,10500,16
219242560293,Meals on Wheels America,Meals on Wheels,10468,28
250289965916061,Headway,These ads ran without a disclaimer,10417,4
106629127527429,Kathy Barnette for Senate,Friends for Kathy Barnette,10373,181
443329669123990,USAFacts,USAFacts Institute,10312,35
783753138471485,JB Pritzker,JB for Governor,10301,32
103579495612303,Protect Tribal Gaming,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND,10290,31
811705762276148,Burt Jones,Burt Jones for Georgia,10262,9
47710973068,Voices for Cooperative Power,Voices for Cooperative Power,10240,33
829786213807107,"SC Johnson, A Family Company","S. C. Johnson & Son, Inc.",10227,20
206677396413254,Abortion On Our Own Terms,Abortion On Our Own Terms,10223,8
103531607822207,Noticias para Inmigrantes,"Wise Rock Media, PBC",10182,76
8501031021,VoteVets.org,VOTEVETS,10175,14
100852874648291,Mighty Michigan,American Culture,10170,14
6012633110,Communications Workers of America,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO, CLC",10129,5
717303634991131,Montanans for Liberty and Justice,Montanans For Liberty And Justice,10128,2
1957446251204909,Nikema Williams,"NIKEMA FOR CONGRESS, INC",10103,39
105791402802932,Democratic Party of Georgia,Democratic Party of Georgia,10091,8
533987556776948,Campaign for Sustainable Rx Pricing,Campaign for Sustainable Rx Pricing,10071,29
2046092952294722,Lucy McBath for Congress,FRIENDS OF LUCY MCBATH,10045,45
151119378313327,Tony Evers,Tony for Wisconsin,10024,85
102586722249285,School Freedom Fund,SCHOOL FREEDOM FUND,10000,6
442078985882101,Kentuckians for Strong Leadership,Kentuckians for Strong Leadership,10000,52
171565247869,AARP Louisiana,AARP,9973,1
8325302025,Friends of the Earth U.S.,Friends of the Earth,9969,33
127755494595870,Progressive Takeover,PROGRESSIVE TAKEOVER,9916,17
83290028957,Care Net,CARE NET,9820,221
297987334762,Jamie Raskin,Jamie Raskin for Congress,9784,12
106470774923973,Nomi Health,"Nomi Health, Inc.",9703,20
124955570892789,Bernie Sanders,Friends of Bernie Sanders,9688,6
519590768083165,Abby Finkenauer for Senate,ABBY FOR IOWA,9664,46
113728836935264,Steve Carey for County Commission,Carey for County Commisisoner,9636,37
107170921673044,Jennifer Strahan for Congress,STRAHAN FOR CONGRESS,9584,6
101431588985210,My Florida Green,FL Green Development LLC,9580,34
106053038702624,Know The Consequences: No on CI-121,Know The Consequences: No on CI-121,9548,9
100765221381239,Dawn Addis for the Central Coast,Dawn Addis for Assembly 2022,9514,13
104295601633638,American Cornerstone Institute,American Cornerstone Institute Inc,9470,150
495950117447546,Protect Freedom PAC,PROTECT FREEDOM POLITICAL ACTION COMMITTEE,9443,2
585942765164217,Elect Democratic Women,ELECT DEMOCRATIC WOMEN,9366,25
7191206138,ASPCA,ASPCA,9290,93
104973821688428,American Accountability Foundation,American Accountability Foundation,9289,22
107391351117812,National Women's Law Center Action Fund,National Women's Law Center Action Fund,9275,18
135332839847855,Abortion Care Network,ABORTION CARE NETWORK,9156,30
114625730266879,The Republican Accountability Project,Defending Democracy Together,9088,38
107209354867129,Team Trimino,Anthony Trimino For Governor 2022,9077,29
74671163356,Smithsonian Channel,VIACOM INTERNATIONAL INC.,9071,5
546643589052271,Sarah Godlewski,Sarah for Wisconsin,9051,84
314499212242,Pfizer,Pfizer Inc.,9009,23
114710126648118,Republican Dogs,Republican Dogs,9009,573
114720264544782,Moving Forward,Seniors Today USA,8959,121
665345483483486,NRA - National Rifle Association of America,NATIONAL RIFLE ASSN OF AMERICA,8929,156
139766499461199,Tom Rice for Congress,TOM RICE FOR CONGRESS,8905,16
110949144713656,Eunisses for City Council 2022,Eunisses Hernandez for City Council 2022,8756,7
263878310977179,Pete Flores for Texas Senate District 24,Pete Flores Campaign,8738,27
1883837055193241,Shield Republic,Shield Republic,8730,174
7292655492,MoveOn,MOVEON.ORG CIVIC ACTION,8721,101
58736997707,Marco Rubio,Marco Rubio for Senate,8716,55
112735922758892,Charlie Kirk,"ATK Media, Inc.",8613,22
19972147679,SEIU,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),8507,143
112425441094454,The Art of the Tweet,The Art of the Tweet LLC,8502,1
1466899026667895,Housing Now,Housing Now,8487,18
1228396643984955,Michelle Steel,Michelle Steel for Congress,8470,24
57495285387,Michael Bennet,Bennet for Colorado,8454,42
187005858017014,Climate Power,Climate Power,8405,4
1934158976830122,Sean Casten for Congress,CASTEN FOR CONGRESS,8400,34
77130778113,Coalition for Medicare Choices,The Coalition for Medicare Choices,8396,24
104512738929881,Georgia Coalition for Job Creation,Georgia Coalition for Job Creation.,8388,14
109330805754158,AARP MN,AARP,8388,7
21375324480,The Heritage Foundation,HERITAGE FOUNDATION (THE),8357,207
139655806061955,Doug Chaffee for O.C. Supervisor,Doug Chaffee for Orange County District 4 Supervisor 2022,8345,10
293807357774812,Run for Something Action Fund,Run For Something,8325,23
333673973391631,Butch Miller,BUTCH FOR GEORGIA,8267,7
51379424899,Mercy Ships,MERCY SHIPS INTERNATIONAL,8220,70
227594571444676,Building New York's Best,"Carpenter Contractor Alliance of Metropolitan New York, Inc.",8210,251
1361240077226182,Seth Weathers,Michael Seth Weathers,8171,51
1714470218843866,Rep. Jack Bergman,Rep. Jack Bergman,8164,65
515160855534095,Judge Debra Jones,Judge Debra Jones Campaign,8142,9
109681685006865,Affordable Health Savings,Braintrust Interactive,8101,29
18983389920,Open Society Foundations,Open Society Foundations,8100,6
112190766925128,Marina A. Torres,Marina Torres for LA City Attorney,8091,18
1682876188698809,United for Respect,United for Respect,8087,32
91346559231,Democratic Legislative Campaign Committee - DLCC,Democratic Legislative Campaign Committee,8052,106
59744530932,Habitat for Humanity of Greater Los Angeles,HABITAT FOR HUMANITY OF GREATER LOS ANGELES,8011,10
1958912674200535,The Pour Over,Pour Over,8002,4
90461584470,Marc Levine,Friends of Marc Levine,7976,41
2043269359286235,Tobias Read,Friends of Tobias Read,7944,11
13885075114,Action Against Hunger USA,ACTION AGAINST HUNGER - USA,7944,51
106623072019962,Opportunity for Tomorrow,Opportunity for Tomorrow,7806,12
700806360047982,CFG Action,Club for Growth Action,7745,34
308890942864256,State Rep. Bee Nguyen,Bee for Georgia,7743,63
73478266116,Participant,"PARTICIPANT MEDIA, LLC",7721,45
102766768897346,Ben Chou for County Commissioner,Ben Chou for Texas,7715,178
102261682386631,Roger Niello For California State Senate District 6,Roger Niello for Senate 2022,7698,14
109091404777130,Nick Melvoin for School Board,Nick Melvoin for School Board 2022,7666,9
297989840794,Minnesota Budget Project,Minnesota Budget Project,7644,105
104686911982045,Solar and Patio Pros,Energy Genesis Inc.,7639,5
290548664672,First Liberty,First Liberty Institute,7625,14
117270568319993,NYSUT - A Union of Professionals,New York State United Teachers,7601,130
105355871121994,Indiana Unclaimed Property Division,"Office of the Indiana Attorney General, Unclaimed Property Division",7569,50
104673965019490,Growing Almonds,ALMOND BOARD OF CALIFORNIA,7541,50
679171239164792,Supermajority,Supermajority,7538,34
143195412381888,"Georgia Gun Owners, Inc.","Georgia Gun Owners, Inc",7531,24
104447088162443,Choose Healthy Life,Choose Healthy Life,7518,48
116487955096504,Virginia Foxx for Congress,Virginia Foxx for Congress,7494,33
542678889114683,The Coca-Cola Company,The Coca-Cola Company,7459,2
113137266871601,Centennial State Prosperity,Centennial State Prosperity,7450,85
110999658153990,Brandon Michon,BRANDON MICHON FOR VIRGINIA,7433,24
106057494680860,Greg Cook for Supreme Court,Greg Cook for Alabama Supreme Court,7432,40
67626834312,National Women's Law Center,National Women's Law Center,7410,51
200650357207240,I Love My Freedom,I Love My Freedom,7404,32
278052172260101,ZERO TO THREE,ZERO TO THREE,7376,36
177551525610164,Jaime Herrera Beutler,Rep. Jaime Herrera Beutler,7372,9
15239367801,The Wilderness Society,"WILDERNESS SOCIETY, THE",7303,59
109544781549358,David Glasheen for State Representative HD 84,David Glasheen Campaign,7272,13
828902563856302,Chuck Schumer D-NY,FRIENDS OF SCHUMER,7191,31
112642477582238,Mericanaf,AAF Nation,7189,45
746211745534477,Nida Allam,NIDA FOR NC,7185,21
103546351703577,Dallas Express,The Dallas Express,7180,112
1587845658207917,Manufacturers United,National Association of Manufacturers,7161,29
53541257714,The Arc of the United States,"ARC OF THE UNITED STATES, INC., THE",7160,17
548407915183371,Liz Cheney,Liz Cheney for Wyoming,7152,8
100577781332391,Steve Padilla,Steve Padilla for State Senate 2022,7086,20
112600915451330,No Labels,No Labels,7082,107
102413723172970,Nick Adams,Nick Adams,7047,4
106922758429596,Ramit Varma for Mayor,VARMA FOR MAYOR 2022,7013,2
167586229923327,World Food Program USA,World Food Program USA,6989,4
166833599370,USCCA,USCCA,6988,11
7263476274,Mercy Corps,Mercy Corps,6965,70
100998472605427,American Policy Coalition,American Policy Coalition,6965,3
691607537673773,Chris Carr,Friends of Chris Carr,6951,7
34370387440,JDRF,JDRF INTERNATIONAL,6867,70
192730325307,TobaccoFreeNYS,Tobacco Free New York State,6864,24
46053668697,ACLU of Northern California,"AMERICAN CIVIL LIBERTIES UNION OF NORTHERN CALIFORNIA, INC.",6850,2
101135185691743,John Miller for Lt. Governor,John Miller for Nevada,6849,5
104774032906863,Kim Reynolds,Kim Reynolds for Iowa Committee,6846,14
163684173651518,SEIU Local 2015,SEIU LOCAL 2015,6841,19
104934388880712,Patients and Doctors Supporting Kurt Schrader for Congress,American College of Radiology Association – RADPAC,6839,5
138920486202280,VOTE411,League of Women Voters Education Fund,6825,87
1812305765524944,Juan Carrillo,Juan Carrillo for Assembly 2022,6822,30
897994503631860,HealthInsurance.net,ASSURANCE IQ INC,6814,30
