Page ID,Page name,Disclaimer,Amount spent (BRL)
895803577200639,Wesley Sousa,Wesley Sousa Correa,≤100
394713517667335,DJ Brinks,Julio Silva,≤100
288288391198512,Câmara de Balneário Camboriú,BALNEARIO CAMBORIU CAMARA DE VEREADORES,≤100
489279214867452,Tarcisio Pimenta ®,Tarcisio Pimenta Ribeiro,≤100
100142305930876,Natal da Ferrari,Sebastiao Noe,≤100
385670898530678,Andréia de Jesus,Andréia de Jesus,≤100
132041993540289,"LENZ, MACEDO & SEGA ADVOGADOS ASSOCIADOS",Mauricio Santos,≤100
1696264184008883,Alexandre Knoploch,Alexandre Gomes Knoploch Dos Santos,≤100
689450984719905,Silvinho Filho,Silvio Eduardo Conegliam Peccioli,≤100
799155520279793,Top de Mídia,Fernando Freitas,≤100
104384212179799,Dep. Roberto Carlos,These ads ran without a disclaimer,≤100
212423668965384,Heitor Schuch,Heitor Schuch,≤100
1713942095577056,Coronel Carlos Augusto,Helio Brito,≤100
804551943231402,Governo Municipal de Siqueira Campos,Governo Municipal de Siqueira Campos,≤100
244831309015223,Devanir Ferreira,Devanir Ferreira,≤100
102227420188816,Simego,Franscine Leão Rodrigues,≤100
640597382807919,Osmar Nascimento,Osmar Nascimento,≤100
1150344458328931,Silvio Alexandre Zancanaro,Silvio Alexandre Zancanaro,≤100
1140116526012592,Barbudinho,Luiz Henrique De Oliveira Santos,≤100
1475834059299747,Rodrigo Amorim,Rodrigo Martins Pires de Amorim,≤100
100852435109891,Andréia Prefeita,Andreia Wagner,≤100
1825031751147567,Dr. Carlos Eduardo Amaral,Carlos Eduardo Amaral Pereira Da Silva,≤100
513245022023902,Ismael Dos Santos,Ismael dos Santos,≤100
409540602424777,Luciano Ducci,LUCIANO DUCCI,≤100
769753176473124,Juvir Costella,Juvir Costella,≤100
280113656134056,André Fallcon,Andre Machado,≤100
1900711833373559,Marcela Passamani,Marcela Passamani,≤100
255830784867149,Dra. Jane Panta,Dra. Jane Panta,≤100
250254182118439,Vereador Neycar,Vanderley Cavalcante Da Silva,≤100
227274370727764,Deputado Ivan Naatz,Ivan Naatz,≤100
103438224930561,Fabiano do Guincho,Fabiano Dobner,≤100
1571014916472326,Akássio de Sousa,Akassio Sousa,≤100
1394268414230472,Gilberto Cezar,Gilberto Cezar,≤100
669800336379104,Chromos Colégio E Pré,These ads ran without a disclaimer,≤100
101211504902614,Greg Duarte,Greguy Soares Duarte,≤100
264795166973213,Deputado Vanderlei Macris,Vanderlei Macris,≤100
100919531776253,Tiago Pontes,Tiago Pontes,≤100
389903181352116,Prefeitura de Palmeiras de Goiás,Prefeitura de Palmeiras de Goiás,≤100
1040760519341439,Sargento Joelson,Joelson Fernandes Do Amaral,≤100
585004175518543,angelo_antonio_bucioloti,Angelo Bucioloti,≤100
200615860102056,Fernando Cury,Fernando Cury,≤100
1619856058242869,Amigos do Deputado Luiz Martins,Luiz Antonio Martins,≤100
1713942095577056,Coronel Carlos Augusto,These ads ran without a disclaimer,≤100
768877529822521,Caio França,Caio França de Gouvêa Gomes,≤100
1113651798662527,Clayton Noleto,Clayton Noleto,≤100
1970767263156819,LGM,Luiz Guilherme Pinheiro De Medeiros,≤100
191400270968241,Camilo Capiberibe,Camilo Capiberibe,≤100
1641031089467315,Aurélio Gomes Vereador,Aurelio Silva,≤100
1625449461094847,Alan Queiroz,Marcos Aurelio Cavalcante Nobre Junior,≤100
1795057600823896,Ronaldo da Milla,Ronaldo Carvalho,≤100
229309017456705,Rota Smart - Segurança Inteligente,These ads ran without a disclaimer,≤100
686957961352670,Deputado Estadual Cairo Salim,Cairo Salim,≤100
1520747971516743,Dep. Estadual Ricardo Madalena,Deputado Ricardo Rossi Madalena,≤100
1269618636412434,Silvia Leticia da Luz,Silvia Letícia da Luz,≤100
781653925252644,Emidinho Madeira,Emidio Alves Madeira Junior,≤100
136940081892517,Ricardo Vale 2,Ricardo Vale Da Silva,≤100
690314967673173,Marinor Brito,Marinor Brito,≤100
314510891935855,Douglas Fabrício,João Douglas Fabrício,≤100
332744796877450,Valdeci Oliveira,Página Valdeci Oliveira,≤100
204727440184917,Mattson Ranier,Mattson Ranier Gomes De Araujo,≤100
1947356288874816,Saullo Vianna,Saullo Velame Vianna,≤100
213080602497078,Vereadora Fernanda Castelha,Fernanda De Castelha Afonso,≤100
730889380623744,Frei Anastacio Ribeiro,Frei Anastácio,≤100
1096194760473631,Lucas Seren,Lucas Seren,≤100
1720239404932659,Secretaria Municipal de Obras,Wallison Pereira Da Silva,≤100
1469058970026832,Dagoberto Nogueira,Dagoberto Nogueira Filho,≤100
449770698445164,Guaracy Jr,Guaracy Batista Da Silveira  Junior,≤100
1643608162628238,Augusto Vasconcelos,Augusto Vasconcelos,≤100
1718552345076799,Jota Pinto,Gilberto Junior,≤100
100308035003468,Vinicius Dutra,Vinicius Dutra,≤100
108739060942756,Perito Vark,Vark Ferreira,≤100
529741837114868,Professor Alcides,Professor Alcides,≤100
324465434381346,Ratinho de Colombo,Jose Gotardo,≤100
100833289177693,Iguaracy Chagas,Chagas Gente e Ecologia,≤100
111587404362677,j.a.r.servicos,These ads ran without a disclaimer,≤100
445813468815386,Dr. Luiz Ovando,Luiz Alberto Ovando,≤100
109674071272333,Geraldo Mendes,GERALDO GABRIEL MENDES,≤100
471671089570830,Luiz Carlos Martins - Oi Oi,Luiz Carlos Martins,≤100
622309621218117,Henrique Júnior,Henrique Cesar Ferreira De Melo Lima Junior,≤100
596462183804297,Juca do Guaraná Filho,Juca do Guaraná Filho,≤100
742859855830690,IRELGOV,IRELGOV,≤100
101099098682858,Pablo Aires,Pablo Aires,≤100
235177273704702,Gilvan da Federal,Gilvan Costa,≤100
464255320277273,Álvaro Azevedo,Alvaro Azevedo,≤100
195844580478494,Carlos Geilson,Carlos Geilson dos Santos Silva,≤100
314213892042373,Diego Garcia,Diego Garcia,≤100
105563641213110,Distribuidora Center Nunes,Gilmar Gobira Dos Santos,≤100
328436800579482,Henrique do Paraíso,Henrique Stein Sciascio,≤100
251758255392730,Ataide Teruel,Ataide Teruel,≤100
1450829401597540,Dr. Leônidas,Leonidas Favero Neto,≤100
418655424964828,Johnny Maycon,Johnny Maycon Cordeiro Ribeiro,≤100
1608680326091876,Chapa 1 - Unidade e Luta / Travessia - Unicamp,Rafael Jorge,≤100
100529705553104,Miguel Medina,Miguel Fernando Medina Junior,≤100
289932741037155,Eli Corrêa Filho,Adriano Eli Correa,≤100
329539677059087,Zap Comunicação,Charles Rodrigues,≤100
794952174048747,NANA NENÉM Brechó Infantil,These ads ran without a disclaimer,≤100
193185607843864,Weliton Prado,Weliton Prado,≤100
851094731588215,Liana Cirne,Vereadora Liana Cirne,≤100
602006536615477,Alexandre Peres,Alexandre Peres,≤100
620314628044090,Marcio Alvino,Deputado Federal Marcio Alvino,≤100
272425403490751,Ana Paula Junqueira Leão,Ana Junqueira,≤100
617032792036484,Prefeitura de João Monlevade,Prefeitura Municipal de João Monlevade,≤100
529548870507145,Shéridan,Shéridan Oliveira,≤100
453382084694085,Alessandro Almeida,Alessandro Sonego De Almeida,≤100
110350378015473,RJ Interior,RJ INTERIOR,≤100
109481330491307,Paulo Luciano de Oliveira Carlos,These ads ran without a disclaimer,≤100
1082805205172897,Zé Vitor,Zé Vitor,≤100
107811567351634,Ser Aprovado,These ads ran without a disclaimer,≤100
104077248099181,Conselho Municipal  de Turismo  Campos do Jordão,These ads ran without a disclaimer,≤100
105321557470708,Vereador Lukas Machado 1,Lucas Machado,≤100
605513226156729,Educação Alagoas,These ads ran without a disclaimer,≤100
102443345024940,everardo_gueiros,Everardo Ribeiro Gueiros Filho,≤100
107582518540889,Jessica Oliveira,Talita Eduarda Freitag,≤100
111907194600493,Contrabando Rouba Nosso Futuro,Fórum Nacional Contra a Pirataria e a Ilegalidade - FNCP,≤100
387698197960316,Neto Evangelista,José Arimatéa Lima Neto Evangelista,≤100
1411124622529589,Coronel Egídio,Egidio Augusto Amaral Soares,≤100
107034677360999,Max Miller II,Max Miller Augusto De Oliveira,≤100
242919576048970,Rafael Parente,Rafael De Parente,≤100
575758469757467,Marleide Cunha,Maria Marleide Da Cunha Matias,≤100
278166692525157,Rodrigo Marcial,RODRIGO MARCIAL L RIBEIRO,≤100
101009141772639,Thulyo Paiva,Fayne Scalioni Alves,≤100
361630530969339,Vereador Vinicius Pateta,Vinicius Henrique Alberto Bernardo,≤100
688104791213358,Fausto Peres,Fausto Salvador Peres,≤100
1019360638138494,Extra News Goiás,Extra News Goiás,≤100
641255163011595,Ricardo Giordani,Ricardo Giordani,≤100
297717143679186,Maria Lucia Amary,MARIA LUCIA CARDOSO PINTO AMARY,≤100
1531312407085067,Rafaela Camaraense,Rafaela Camaraense,≤100
109561494169722,Diogo Soares,Diogo Soares E Silva,≤100
101441454903645,Escritório M.O,These ads ran without a disclaimer,≤100
1409863445946244,Back Stage,These ads ran without a disclaimer,≤100
103241447849723,TV Cidade Verde Campo Novo do Parecis,These ads ran without a disclaimer,≤100
2030385503920529,Gil Carvalho,Giovanni Carvalho,≤100
188272077957844,Ranking dos Políticos,Associação Voto Real,≤100
651900074836103,Dr. Laércio Sandes,Laercio Oliveira,≤100
173776816159515,Julio Lopes,Julio Lopes,≤100
343267206565850,Coronel Stanelis,José Eduardo Stanelis de Aquino,≤100
744196388945576,Pedro Cunha Lima,PSDB,≤100
159830620886650,Rogério Nogueira,Rogério Nogueira,≤100
444851185587935,Prefeito Marcos Tonho,Marcos Tonho,≤100
113676935411485,Eder Magrão Clube Fm 101.9,eder gean silva,≤100
230494024063237,Prefeitura de Crucilândia,Prefeitura de Crucilândia,≤100
112020703960050,Bruno Morato,Bruno Morato,≤100
691783344327735,PSTU Fernandópolis,Ezequiel Bigato,≤100
106756168547541,Litoral Norte RS,Cielito Rebelatto Júnior,≤100
1434887420104589,Dr. Antônio Aguiar,Antonio Aguiar,≤100
677355412700059,Eduardo Freccia,Eduardo Freccia,≤100
107300673949718,SMTT,These ads ran without a disclaimer,≤100
1080643001991396,Léo de Lió,Leonardo Dourado,≤100
102960068464239,Felipebrandao,These ads ran without a disclaimer,≤100
1642624772620604,Raimundo Penha,Raimundo Ivanir Abreu Penha,≤100
367605476734183,Maracaju em Foco,Maracaju em Foco,≤100
164088130626999,Vereador Eduardo Moraes,Eduardo Borges Moraes,≤100
161197557282987,Perpétua Almeida,Maria Perpétua de Almeida,≤100
495281813923691,João Pedro Grill,Joao Alberto Rovere Martins,≤100
113454263811101,Arquimedes do Noroeste,Antonio Arquimedes Borges de Oliveira,≤100
515850435236902,Prof. Wilson,Wilson Nunes Duarte Junior,≤100
134450246716954,Governo do Estado de Santa Catarina,Secretaria de Estado da Comunicação,≤100
105230878291741,Energy Brasil Barueri SP,These ads ran without a disclaimer,≤100
1544398972477941,sobral.tv,Francisco Ismerino Vasconcelos Mendes,≤100
191946971536216,Ismael Crispin,Deputado Estadual Ismael Crispin,≤100
110350607431143,ProjeArt Gv,These ads ran without a disclaimer,≤100
1652476738402988,Jota Júnior,JOSÉ CIRINEU FILHO,≤100
366081496838250,Elizandro Sabino,Elizandro Silva De Freitas Sabino,≤100
391321314263162,Eduardo Barbosa,Eduardo Luiz Barros Barbosa,≤100
843775902300511,Supermercado SERRA AZUL,These ads ran without a disclaimer,≤100
549608648565581,Alê Silva,Alê Silva,≤100
103149662042835,Império Morais Grill,These ads ran without a disclaimer,≤100
1100871586666834,Cirone Deiró,Elcirone Deiro,≤100
104499954934771,Welder Douglas Vereador,Welder Silva,≤100
108789723982814,Danilo Barnabé,Danilo Barnabe,≤100
2043318352660612,Fátima Portella,Fatima Regina Portella Oliveira,≤100
191742417549896,Brena Dianná Barbosa,Brena Dianná,≤100
374585286441713,Beto Pensa Poços,Alberto Silva,≤100
817703311706395,Sindcomércio Teófilo Otoni,These ads ran without a disclaimer,≤100
104661371512965,João Junior,Joao Junior,≤100
420265928063107,Misael Varella,Misael Varella,≤100
206019209573311,Vanderlan Cardoso,Vanderlan Cardoso,≤100
338092036248284,Valweb Connect,valweb connect,≤100
210467206143608,Portal de Prefeitura,Portal de prefeitura,≤100
159751637739644,Jornal de Paracatu,Murilo Caldas,≤100
101868150220967,Sâmia Bomfim,Sâmia Bomfim,≤100
108157761384449,Alexandre Silveira MG,Alexandre Silveira,≤100
1201905206506973,Câmara Municipal de Ponta Porã,Câmara Municipal de Ponta Porã,≤100
489270114439979,Renato Andrade,Renato Andrade,≤100
238761896484083,Rosana Valle,Rosana Valle,≤100
104173232092496,Alessandra Gonzaga,Alessandra Vieira De Camargo Teles,≤100
259723690808101,Airton Artus,Airton Artus,≤100
1587038028218125,Jornal do Buritis,Jornal do Buritis,≤100
526344444053831,Ley do Trânsito,Werley Araujo,≤100
200773697350,GuiaInvest,GUIAINVEST SERV DE TECNOLOGIA DA INFORMACAO LTDA,≤100
482264785187883,Bruno Lamas,Bruno Lamas Silva,≤100
351982408331236,Garibaldi Filho,Dioclecio Neto,≤100
105355378148748,Vereador Franço,Vereador Franço,≤100
489012484462741,Abrasel,Abrasel,≤100
116383016882458,𝐉𝐨𝐬𝐞́ 𝐌𝐞𝐥𝐨,These ads ran without a disclaimer,≤100
101391491399948,coronelcoimbra,Miguel Affonso CN,≤100
101223071616706,Insight Inteligência,Insight Comunicação,≤100
1452122665041934,Maria Victoria,Maria Victoria Borghetti Barros Campos,≤100
110250555010849,Apaixonados por Lula,Eduardo Borges,≤100
660446647904765,Valdecir Berto Filho,Valdecir Berto Filho,≤100
1750462311868423,Leandro Dourado,Leandro  Cseiman Dourado,≤100
482479095211782,Dr. Jenilson Leite,Janilson Leite,≤100
452523712190840,David Vincensi,David Vincensi,≤100
100300555155590,Edson Simoes,Edson Santos,≤100
113496603768539,Vereador Pastor Eloisio Santos,Thiago Augusto Lhanas Ribeiro,≤100
1453730484882193,Arilson Chiorato,Arilson Maroldi Chiorato,≤100
654339308067228,Esquerda Online,Cajuina Producoes E Midia Digital Eireli,≤100
739882039682160,Tássilo Weber,Tassilo Weber,≤100
270581549811144,Quixó Produções,Thuane Sobral Chaves,≤100
126044254697064,Kleber Rodrigues,Kleber Geverson de Oliveira Rodrigues,≤100
102243732048773,BaraúnaMangeon,Baraúna Mangeon,≤100
1151495598209630,PSoL Botucatu,Thalita De Almeida Tavares,≤100
396026580517437,Rodrigo Coelho,Rodrigo Coelho,≤100
2006703116286283,Maria Rassy,Maria Manfron,≤100
734151443285079,IOA Imperatriz,These ads ran without a disclaimer,≤100
269622433216703,Tiago Simon,Tiago Simon,≤100
159664764718426,Wilian Tonezi,Wilian Tonezi,≤100
392489950785692,Dep Pedro Pereira,Pedro Ozorio Pereira,≤100
101466471666939,Diogo Pernoca,Diogo Costa,≤100
101328235485196,Reforma Administrativa: destrói os serviços públicos,Reforma que destrói,≤100
1439149409686190,Deputado Souza,Deputado Souza,≤100
406853466072459,Carlos Henrique Gaguim,Carlos Gaguim,≤100
910836722368425,Deputado Miro Sanova,Giovane Sales Dutra,≤100
593156624451277,Serginho Caxias,Sergio Alberto Correa Da Rocha,≤100
109789152161,Sou da Paz,Instituto Sou da Paz,≤100
104481908176406,Deputado Josafá Marinho,Deputado Josafá Marinho,≤100
2189420521310015,Aliança pelo Brasil - Valparaíso,Fernando Apolinario,≤100
906791426327446,Feira Juntô,These ads ran without a disclaimer,≤100
100682332101237,Gabriel Belém,Gabriel Santos,≤100
107064491018671,Tiago Peretto,Tiago Peretto,≤100
425928464423345,Alecio Espinola,Jeferson Popiu,≤100
102159717793949,FALA GOIÁS,Leandro Cirino,≤100
110088864466896,Marcos Alves,Marcos Alves De Azevedo,≤100
213356076138443,Pulso_Recife,These ads ran without a disclaimer,≤100
642898342793898,Jornal Alô Dourados,Alô Dourados,≤100
203173856752001,Santiago Lucas,Santiago De Lucas Angelo,≤100
112019704739789,Direito da Família,These ads ran without a disclaimer,≤100
103310437953646,André Araújo Advogados,These ads ran without a disclaimer,≤100
104981718853757,Jackson Inácio de Oliveira,Jackson Oliveira,≤100
649143325101222,Danilo Funke,Ursula Oliveira,≤100
0,Instagram User 2159469399,These ads ran without a disclaimer,≤100
375961972835683,Gilmar O Mirandinha,Gilmar Cardoso,≤100
0,Instagram User 4140424232,These ads ran without a disclaimer,≤100
2020454061560685,Julio Pina,Julio Pina Neto,≤100
417535421669298,PCdoB Maringá,Eduardo Siqueira,≤100
191350447601059,Jornal Rondônia Dinâmica,Jornal Eletrônico Rondônia Dinâmica,≤100
189142224452827,Famurs,Famurs,≤100
572169909586887,Claudio Piteri,These ads ran without a disclaimer,≤100
111258777464857,Bill clinton do Amapá,These ads ran without a disclaimer,≤100
307630213183248,Sintepp Belém,Sindicato dos Trabalhadores da Educacao Publica do Pa,≤100
174547583316,Midrash Centro Cultural,These ads ran without a disclaimer,≤100
338020599740694,Vereadora Marcia,marcia della torre moreno monteiro,≤100
308053373034619,Alyson Cuiabano,Alyson Domingos,≤100
997184973800381,Imparcial Ao Vivo,Geiza Tais Moreira Peixoto,≤100
107332435237318,UEPG O importante é você,Thiago Ribeiro,≤100
1398715727078393,Fundação Ulysses Guimarães RN,Fundação Ulysses Guimarães,≤100
1824727254311305,Sidney Dinho,Welderson Teixeira,≤100
123977051659879,Professor Thiago do Uber,Thiago Silva,≤100
208884825929448,Josias Gomes,Luis Sales,≤100
2050531885171330,Bella Gonçalves,Bella Gonçalves,≤100
335238827373002,Supletivo Inteligente On-line,These ads ran without a disclaimer,≤100
109375774798289,Mida e divulgacoes,These ads ran without a disclaimer,≤100
153682945207770,Leandro Grass,Leandro Antonio Grass Peixoto,≤100
384807388247573,Dr. Eduardo Amorim,Cleydson Lima,≤100
134279120033482,Deputado Waldemar Borges,Gabinete do Deputado Estadual Waldemar Borges,≤100
589140911124327,Associação Amigos do Cinema e da Cultura,AACIC,≤100
260661434375802,Populi Saúde,Fabio Staudt,≤100
487681984977014,Leidy Marques Festinalli,Leidilena Festinalli,≤100
107933945163729,Jessica Kuhn,Maira Darlene Dutra De Oliveira,≤100
210754132858048,Capitão Macedo - Professor,Aparecido Macedo,≤100
105291098761881,Filipe Lôbo Gomes,Filipe Gomes,≤100
1999710193619671,ZÉ MARIA,These ads ran without a disclaimer,≤100
819342868273002,Henrique Hermany,Henrique Hermany,≤100
109027920598328,Luiz Virgilato.,These ads ran without a disclaimer,≤100
323574888099814,Deputado Estadual Roberto Morais,Roberto Morais,≤100
223383744823290,Deputado Federal Nicoletti,Antonio Nicoletti,≤100
109310294053236,Fernando Apolinario,Fernando Apolinario,≤100
109755887393846,Rochelle Gutierrez,Rochelle Bazaga,≤100
298054350720253,Fancy Style,Eduardo Benevides De Souza,≤100
484098195500534,Julio Rocha,Julio Rocha,≤100
117696002951936,Professor Wander,Wander Freitas,≤100
111310527242962,Seliane da Sos,Seliane Maria Dos Santos,≤100
510817092265315,Thiago Malagoli,Thiago Malagoli,≤100
105545311609338,Ímpeto Concursos,These ads ran without a disclaimer,≤100
105912865353642,Thomas Oliveira,These ads ran without a disclaimer,≤100
105957051147370,Márcio Neri,These ads ran without a disclaimer,≤100
2086279788271073,Osmar Bria,Fhillip Pinheiro,≤100
107412367748328,Joy Pilates,These ads ran without a disclaimer,≤100
106073688015284,Professor Clayton,Clayton Divino Boch,≤100
665878880143217,Cláudio Sorocaba,Gervino Goncalves,≤100
389935331078709,Fábio Rabin,These ads ran without a disclaimer,≤100
124656281509760,Marketing Digital StudioX2,Max Serra,≤100
865909470136042,Vereador Helinho,HELIO MEDEIROS CORREIA,≤100
100652919239817,Eduardo Manique,Eduardo Manique,≤100
0,Instagram User 7433428074,These ads ran without a disclaimer,≤100
894546260714988,Adriana Ventura,Adriana Ventura,≤100
633101646794931,Minha Campinas,Minha Campinas,≤100
104766748458952,Escola Santa Bárbara,These ads ran without a disclaimer,≤100
575997129087857,Roberto Rocha,Roberto Rocha,≤100
332471770181123,Delegada Graciela David,Graciela Ambrosio,≤100
491251580889186,Renê Ribeiro,Rene Nedi De Souza Ribeiro,≤100
491007197579019,Carlos Brandão,Carlos Brandão,≤100
369321350587571,Paulo Proieti,Paulo Proieti,≤100
110893694603479,Fazito SP,Rodrigo Fazito Ziolli Calderaro Giacomini,≤100
101450411665331,Abner Dillmann,Abner Dillmann,≤100
254526577894589,Prefeitura de Primavera do Leste,CASA D'IDEIAS,≤100
258073267579840,Sindicato dos Petroleiros do Norte Fluminense,Sindicato dos Petroleiros do Norte Fluminense,≤100
720241961696330,Gabriel Roncon,Gabriel Roncon,≤100
595525243929076,Joana Darc Protetora,Jqana Darc Dos Santos Cordeirq,≤100
408005132614350,Vereador Sérgio Santana,Sergio Santana,≤100
608894022553312,Blog do Portari,Rodrigo Portari,≤100
0,Instagram User 1913356288,These ads ran without a disclaimer,≤100
660089884127268,Juliana Brizola,Luiz Henrique De Oliveira Santos,≤100
102330001466916,Juliano Simionato,Juliano Cesar Simionato,≤100
545644459294469,Espaço Nilson Alves,These ads ran without a disclaimer,≤100
1508687929434875,Fundep Brasil,These ads ran without a disclaimer,≤100
100364081812814,Thaysa Lippy,thaysa lippy silva de souza,≤100
171407680127260,Marcio Antoni,Marcio Antoni Santana,≤100
1477105045931772,Vereador Armando,Luis Azambuja,≤100
380344259202698,Fetrafi NE,Federação dos Trabalhadores do Ramo Financeiro do Nordeste,≤100
1504580766531518,Mulheres Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,≤100
1523331824624642,Rui De Rosis,Rui Sergio Gomes De Rosis,≤100
101004812231224,Três Fios,These ads ran without a disclaimer,≤100
1156077684527055,Lenise Loureiro,Lenise Loureiro,≤100
127818754513414,BUGRE Multimarcas,Leandro Rodrigues Da Silva De Souza,≤100
389408951227802,Beto Rosado,Beto Rosado,≤100
596543854073852,Redatorres,These ads ran without a disclaimer,≤100
495337497276572,Cabo Bebeto,Cabo Bebeto,≤100
1924169874344801,Darlan Freitas,Darlan Freitas Pereira,≤100
2030787283847150,Dree,Adriano De Oliveira Silva Dos Santos,≤100
100457485904082,Zilmara,Zilmara Silva,≤100
309382583199690,Fernando Pacheco - Deputado Estadual,Deputado Estadual Fernando Pacheco,≤100
225952937806198,Angelo Almeida,Angelo Cerqueira De Almeida,≤100
908249475923602,TOPHY Professional,Daiane Silva,≤100
344868702815990,Hudson Matheus,Hudson Matheus De Paula Pires,≤100
102475959028682,Casadaadoracao,These ads ran without a disclaimer,≤100
504373106264289,Marquinho de Abreu,Antonio Marcos De Abreu,≤100
1408423959457166,Harley Dias,Harley Braga Dias Simoes,≤100
101231366697891,Ginga Cia. de Dança,These ads ran without a disclaimer,≤100
106614147881508,Serginho Nunes PM,Sergio Nunes,≤100
728973193906588,PATRE,Proteção Animal de Taboão e Região,≤100
406305996600735,Página Robertinho Fernandes,Robertinho Fernandes,≤100
247755312382579,Hildo,Ildo Pantoja,≤100
600112283417119,Márcio Coimbra,MÁRCIO CHALEGRE COIMBRA,≤100
172169509598837,Vereador Polaco,Eric Ribeiro Dos Santos,≤100
729983970378252,Ataque aos Cofres Públicos,Sindicato dos Servidores Públicos Municipais de Santos,≤100
112409700523055,BOM DIA PAVAN,These ads ran without a disclaimer,≤100
1726550077656385,Instituto Ranking Brasil,Instituto Ranking Pesquisa,≤100
599650263486865,Chico D'Angelo,FRANCISCO JOSÉ D'ANGELO PINTO,≤100
100581751600390,Palmonari Siqueira Campos,Eliceu Palmonari,≤100
665498620499336,"O Novo Legislativo, por Renata Cunha",Instituto Renata Cunha,≤100
1374533116209419,Efestival,These ads ran without a disclaimer,≤100
103811012300668,Wiveslando Neiva,Wiveslando Neiva,≤100
1431087210275740,Vox MS,Edir De Souza Viegas,≤100
121422486240458,Kleter Cordeiro,Kleter Cordeiro,≤100
105224714628918,Jean Emiliano Vereador,Jean Emiliano,≤100
495853807136270,Thiago Silva,Thiago Silva,≤100
103487035587600,Ana da Silva,These ads ran without a disclaimer,≤100
425866030884565,Jorginho Mello,Jorginho dos Santos Mello,≤100
569656233150986,Professor Toninho Vespoli,Toninho Vespoli,≤100
1573742939554561,Deputado Botelho,Jose Eduardo Botelho,≤100
1210738508994951,Serras Gerais,Manu Digital,≤100
266378596871490,Lucio Mauro,Lucio Mauro Lima De Castro,≤100
1061814993855133,Henrique Thurram,Dinalva De Castro Modesto,≤100
110655631221283,COPSAN - Coordenação de Políticas de Segurança Alimentar e Nutricional,These ads ran without a disclaimer,≤100
149940755414911,Paulo Henrique Figueiredo,Evelyn Vieira Quichaba,≤100
1486856511579646,Taiguara Fernandes de Sousa,TAIGUARA FERNANDES CURSOS E FORMACAO LTDA,≤100
904712686376814,Coronel Mocellin,Onir Mocellin,≤100
106531431969159,OSA - Online Shooting Academy,OSA ENSINO DE ESPORTES LTDA,≤100
1739754689668110,Dep. Estadual Luiz Gonzaga,Luiz Gonzaga Alves Filho,≤100
103715498973587,Marcelo Cruz,Marcelo Cruz,≤100
528793520664874,Dr Alessandru,Alessandru Alves,≤100
1876823049308268,Dr. Rener,Rener Miranda,≤100
110596014636841,Rômulo Fernandes,Romulo Cesar Fernandes,≤100
2261518564110746,Navex,These ads ran without a disclaimer,≤100
368949849829615,Revista Sociedade Militar,R A DA SILVA COMUNICAÇÃO INTEGRADA,≤100
2196460750572369,Zé Guilherme,Jose Guilherme Ferreira Filho,≤100
449876458413231,Rômulo Rippa,Romulo Luis De Lima Ripa,≤100
109949703804676,Anderson Campos,Anderson Campos,≤100
437224626346145,Marquinhos Trad,Marcos Marcello Trad,≤100
461156467579675,Antero Paes de Barros,PNB Online,≤100
689112307868644,Aleks Palitot,Aleksander Allen Nina Palitot,≤100
462672247088027,Mara Caseiro,Mara Caseiro,≤100
110948134824319,Passando a Limpo,Gean Souza,≤100
106525678463910,União Brasil 44,UNIÃO BRASIL,≤100
109388717177176,Vereador Whelliton Silva,Whelliton Augusto Silva,≤100
104534235325928,Dadá Westphal,Davisson Westphal,≤100
1525932224401512,Luan CR,LUAN COLA RANGEL CORRÊA,≤100
276430892449607,Romer Guex,These ads ran without a disclaimer,≤100
1681917778725285,Hálison Vitorino,Halison Vitorino,≤100
551417571894775,Adenilson Vicente - Vereador,Adenilson Vicente,≤100
108571852631655,Genyx Solar,Genyx Solar Power,≤100
109110994173276,DR. Fernando Marcondes,Fernando Jose Sibila Marcondes,≤100
101805761656351,O Carioba - Portal de Notícias,O Carioba,≤100
114264350352362,EdexLab Conveniada FGV,These ads ran without a disclaimer,≤100
103695774559534,Jovens Pregadores,Leandro Carlos Malvesi,≤100
104275554337941,Planalto em Pauta,Planalto em Pauta,≤100
2225838007656012,Cleber Benfica,Cleber Benfica,≤100
108935858401089,MDR Representações - Energia Solar,These ads ran without a disclaimer,≤100
992309977556842,Yuri Moura,Mandato Popular,≤100
1047236862054026,Weverton Andrade VETÃO,Weverton Andrade,≤100
108326814682765,Cláudio Schooder - Leitinho,Claudio Schooder,≤100
490786348000614,Vet Ilha,These ads ran without a disclaimer,≤100
343655492351770,Associação Brasileira de Apoiadores Beneméritos do Teatro Guaíra,Associação Brasileira de Apoiadores Beneméritos do Teatro Guaíra,≤100
110857364806589,Marcelo Sessim 2022,These ads ran without a disclaimer,≤100
116935057584028,Flaviano Melo.,Flaviano Melo,≤100
1253215774810638,S&I Automação e Refrigeração Comercial,These ads ran without a disclaimer,≤100
100266515129036,Flávia Diniz,Flavia Souza Diniz Siqueira Siqueira,≤100
1498647100170828,Prefeitos do Futuro,Prefeitos do Futuro Cursos e Treinamentos LTDA,≤100
106150060914908,Delegada Danielle Garcia,Danielle Garcia Alves,≤100
952849801440316,Sergio Vidigal,Antônio Sergio Alves Vidigal,≤100
104707351593563,Rique vereador,Fernando Cardozo,≤100
101206675257955,Osmar de Oliveira,Osmar Oliveira,≤100
1582192758734390,Murilo Galdino,Cassio Murillo Galdino De Araujo,≤100
