Page ID,Page name,Disclaimer,Amount spent (BRL)
185500178231142,Governo do Maranhão,Governo do Estado do Maranhão,583
411754008869486,Aécio Neves,Aécio Neves,231
251235795032635,Itamar Borges,Itamar Borges,123
615600128536767,Prefeitura de Sobral,Outcome Digital Strategy,122
415205108523289,Rodrigo Garcia,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,103
143803862450980,Célio Studart,Célio Studart Barbosa,≤100
2209636419286152,Elismar Prado,Elismar Prado,≤100
278143308883621,Plox,Plox,≤100
769891416403599,Câmara Municipal - Varginha,Câmara Municipal de Varginha,≤100
157912844276400,Governo da Bahia,SECRETARIA DE COMUNICACAO SOCIAL - SECOM,≤100
103011388388429,Podemos Tocantins,PODEMOS 19,≤100
288912644461718,Diário Do Rio Doce,Jornal Diário do Rio Doce Ltda - EPP,≤100
142073912632259,Carlos Giannazi,Deputado Carlos Giannazi,≤100
206365432837539,Deputado Federal Dimas Fabiano,Dimas Fabiano Toledo Junior,≤100
158894974200303,Vitor Lippi,Vitor Lippi,≤100
532313946789323,José Airton Cirilo,José Airton Félix Cirilo da Silva,≤100
301774903545521,Brasil Paralelo,Brasil Paralelo,≤100
163852833738546,Vinicius Camarinha,Vinicius Almeida Camarinha,≤100
366870880466194,Rosângela Rezende,Rosângela de Rezende Amorim,≤100
1211366248899077,Prefeitura de Duque de Caxias,Prefeitura de Duque de Caxias,≤100
1267721316595151,Ronaldo Dimas,RONALDO DIMAS,≤100
855307314561093,Crors Conselho,Conselho Regional de odontologia RS,≤100
1385523878422010,Dr. Vicente Caropreso,Dr. Vicente Caropreso,≤100
108143861587898,Maurício Neves,Manoel Neves,≤100
558668490818164,Adelino Ribeiro,Adelino Ribeiro Silva,≤100
201991609984528,Odair Cunha,Odair José da Cunha,≤100
105527742878890,Prefeitura do Recife,Prefeitura do Recife,≤100
699693400101917,Cabo Gilberto Silva,Gilberto Gomes da Silva,≤100
1671656236440009,Mauro Tramonte,Mauro Tramonte,≤100
1191139900976721,Pedro Henrique Machado,Pedro Machado,≤100
280207712721855,Mara Rocha,Mara Rocha,≤100
281003038621824,Simplício Araújo,Simplício Araújo,≤100
346130422386120,Hermes Frangão Parcianello,Hermes Parcianello,≤100
1433633210183535,Antônio Félix,Antonio Félix,≤100
103278651903204,Renato Filho,Renato Filho,≤100
1496677140634911,Luis Miranda USA,Luis miranda,≤100
1823290424577861,Felipe Camarão,Felipe Costa Camarão,≤100
334712053252519,Deputado Noel de Carvalho,Noel De Carvalho Neto,≤100
295831333862162,Beto Preto,Beto Preto,≤100
507138922647845,Noraldino Júnior,Noraldino Júnior,≤100
1766519210291192,Hery Kattwinkell,Hery Waldir Kattwinkel Junior,≤100
861136243903258,Miguel Coelho,Miguel Leao Coelho,≤100
240872789364732,Claudio Vignatti,Claudio Vignatti,≤100
194227587378355,Rose Modesto,Deputada Federal Rose Modesto,≤100
113676935411485,Eder Magrão Clube Fm 101.9,Eder Gean Silva,≤100
192809017556941,Isaltino Nascimento,Isaltino Nascimento,≤100
219825344705412,Deputado André Corrêa,André Correa,≤100
328393683976480,Ricardo Guidi,Ricardo Zanatta Guidi,≤100
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
1451371678417988,Márcio Búrigo,Márcio Búrigo,≤100
670784836310449,Deputado Estadual Inácio Franco,Inacio Franco,≤100
112659180432045,Girl Up Brasil,Leticia Puech Bahia Diniz,≤100
374024492663682,Guerino Zanon,Marcello Nogueira,≤100
622797414505292,Walter Cavalcante,Walter Cavalcante,≤100
738378943172926,Faculdade Republicana,Faculdade Republicana,≤100
1045166105494697,Tenente Coronel Paccola,T. Coronel Paccola,≤100
130613253693410,Rogério Marinho,Rogerio Simonetti Marinho,≤100
1433103303568739,Greyce Elias,Greyce De Queiroz Elias,≤100
237724793418207,Sd Fruet,Tatiana Felisberto,≤100
238321123577351,Deputado Josivaldo JP,Josivaldo Melo,≤100
153628338095740,Zé Nunes,Jose Sidney Nunes De Almeida,≤100
209760195874244,Geovania de Sá,Geovania de Sá,≤100
103609098277202,Pra Ser Justo,Endeavor Brasil,≤100
141670129347094,Elizeu Nascimento,Elizeu Francisco Do Nascimento,≤100
268217989858817,Marília Arraes,Marília Arraes,≤100
1960660980851902,Leiagora Portal de Notícias,PORTAL DE NOTICIAS LEIAGORA,≤100
215481402320993,Prefeitura Municipal de Minaçu,Prefeitura Municipal de Minaçu-Go,≤100
1271496449602306,Leônidas Cristino,José Leônidas de Menezes Cristino,≤100
1806199256369336,Luis Henrique,Luis Henrique dos Santos Moreira,≤100
1489999951307578,Supremo Rondon - Concursos,Wellmory Fernando Sousa Nazario,≤100
112217593854223,Claudio Ferreira,Claudio Ferreira De Souza,≤100
533495260042236,Sérgio Souza,Sérgio Souza,≤100
127886724524889,Reginaldo Marcomini,Reginaldo Eloy Marcomini Dos Reis,≤100
107893904265025,André Vilas Boas,Andre Boas,≤100
1995684880734932,Carlão Pignatari,Carlão Pignatari,≤100
177013279058899,Deputado Braulio Braz,Deputado Braulio Braz,≤100
111609574485770,Silvio Mendes,Silvio Mendes,≤100
196497324404921,Deputado Boca Aberta,Marly Ribeiro,≤100
2023154077916822,Major Fábio Huss,Fabio De Huss,≤100
699839630032981,Edilazio Júnior,Edilázio Júnior,≤100
106261654576576,360 News,360 NEWS LTDA,≤100
371991919906531,Rodolfo Hessel Fanganiello,Rodolfo Fanganiello,≤100
305962019571797,Gilvan Máximo,Gilvam Maximo,≤100
100381658780941,agencia.brasilia,Admax Soluções em Internet Ltda,≤100
360282804039745,Reinaldo Azambuja,Reinaldo Azambuja Silva,≤100
179856875529257,Padre João PT,João Carlos Siqueira,≤100
366998400031953,ACM Neto,DEMOCRATAS DIRETÓRIO NACIONAL,≤100
105895334247982,Júnior Corrêa,Jose Carlos Correa Cardoso Junior,≤100
176804919050368,Prefeitura de Mariana,MUNICIPIO DE MARIANA,≤100
108588971429858,O Estado do Piauí,O Estado do Piauí,≤100
168445716910917,Arthur Henrique,Arthur Henrique Brandao Machado,≤100
100438945177886,Apollo Automóveis,These ads ran without a disclaimer,≤100
1700227383437806,OC Advogados,Oliveira e Carneiro Sociedade de Advogados,≤100
1751009021822715,Kleber Wan-Dall,Kleber Wan-Dall,≤100
767535336724923,Felipe Corá Página,Felipe Cora,≤100
141405472616844,Edmir Chedid,Edmir José Abi Chedid,≤100
728065453902316,Janaínna Marques,Fernanda Marques,≤100
271070706391564,Prefeitura de Paraíso do Tocantins,Bruce Costa,≤100
601991053164565,Elmano Férrer,Elmano Férrer de Almeida,≤100
102138423231691,Revista Semana Online,Victor Luiz Barone Junior,≤100
154992771223693,Romão Assessoria Imobiliária,Eduardo Pitaluga,≤100
518015004918179,Professor Júnior Geo,José Luiz Pereira JUNIOR,≤100
281564291876748,Hugo Engenharia,These ads ran without a disclaimer,≤100
461990540812267,Luiz Antônio Corrêa,Luiz Antônio da Costa Carvalho Corrêa da Silva,≤100
1445902932339519,Deputado Celinho,Jose Lucilio Alvarenga Neto,≤100
1893643307614854,Estuda Minas,These ads ran without a disclaimer,≤100
567346516770426,Linoberg,Linoberg Almeida,≤100
977037192451914,Professor Cleiton,Cleiton de Oliveira,≤100
1611963792244876,Ana Paula Siqueira,Ana Siqueira,≤100
644691802244395,Bordalo,Carlos Bordalo,≤100
105261101951188,Sergipe Pode Mais,Claudionor dos Santos,≤100
1164910073641031,Paulo Litro,Paulo Henrique Coletti Fernandes,≤100
239451279837280,Daniel Donizet,DANIEL XAVIER DONIZET,≤100
104202395537769,Chico Humberto,Aloisio Prado,≤100
101984358744358,Davi Brandão,Davi Brandão Farias,≤100
103061151908008,André Corrêa é Valença,André Corrêa,≤100
653893368025146,Gastão Vieira,Gastão Dias Vieira,≤100
367279553431714,Joel da Harpa,JOEL MAURINO DO CARMO,≤100
1042447872549823,Deputado Sargento Lima,Carlos Henrique De Lima,≤100
108061101502813,André Espezim,Andre Ross Espezim Da Silva,≤100
101132704939097,Portal RealTime1,REAL TIME 1,≤100
346632242110517,Eurico Pinheiro Bernardes Junior,Eurico Bernardes Pinheiro Júnior,≤100
113601697913863,Denis Barros,Jonivando Silva,≤100
891195510907753,Bernardo Mucida,Bernardo Mucida,≤100
107926134331509,Hemerson Máximo,Hemerson Maximo,≤100
1395013197441419,Márcio Honaiser,Márcio Jóse Honaiser,≤100
1150344458328931,Silvio Alexandre Zancanaro,Silvio Alexandre  Zancanaro,≤100
105422677769750,Felipe Brito,Felipe Brito Soares,≤100
683768251727190,Helinho Zanatta,Helio Donizete Zanatta,≤100
106378798458354,Professor Roberto Brandão,Gilberto Junior,≤100
535953236533194,Cláudio Pinho,Francisco Claudio Pinto Pinho,≤100
1533303356759820,Igor Timo,Igor Timo,≤100
171262403579475,Major Ricardo Silva,Major Ricardo Silva,≤100
900037760183094,Deputado Delegado Heli Grilo,Deputado Heli Geraldo de Andrade,≤100
380752075612906,Deputado Cezar,Antonio da Rocha Marmo Cezar,≤100
394517827279852,Alceu Moreira,Alceu Moreira,≤100
235409626644713,José Esmeraldo,Jose Esmeraldo De Freitas,≤100
418999381527035,Fabrício Torquato,Dioclecio Neto,≤100
100431181316321,Júnior de Beto,JOSÉ BARTOLOMEU DE ALMEIDA MELO JÚNIOR,≤100
448830491818835,Alex Da Piatã,Alex Lopes Da Silva,≤100
1528518104055044,Dr Daniel Santos,Dr. Daniel Santos,≤100
959825824052678,Ricardo Rodrigues,Jose Ricardo Rodrigues Barbosa,≤100
1897058163691119,Luiz Fernando Guerra,Luiz Fernando Guerra Filho,≤100
1564253287216288,Divaneide Basílio,Maria Divaneide Basílio,≤100
1768551980066501,Ulysses Moraes,Ulysses Moraes,≤100
110922604755662,Gustavo Almeida,These ads ran without a disclaimer,≤100
717437748282980,Jeferson Modesto - Jé,Jeferson Modesto Silva,≤100
271242366375666,Edson Giriboni,Edson Giriboni,≤100
194268881328170,Paulo Rezende Jr. - Cientista Político,El Grupo Avanti,≤100
108473663942298,Fernanda Marques,Fernanda Marques,≤100
634088706992472,Gustavo Mitre,Gustavo Mitre,≤100
112665771332850,Mauro Dresch,Mauro Dresch,≤100
1706482512937484,Bruno Engler,Bruno De Castro Engler Florencio De Almeida,≤100
523197324425237,Delvito Alves,Delvito Alves Da Silva Filho,≤100
574071609692203,Dr. Machado,Jose Machado Dos Santos,≤100
1479952895577565,Gil Pereira,Gilberto Wagner Martins Pereira Antunes,≤100
251489518948731,Jorge Goetten,Jorge Goetten,≤100
284385968374991,Paulo Corrêa,Paulo Corrêa,≤100
240658479386599,Arnaldo Salvetti,ARNALDO SALVETTI PALACIO JUNIOR,≤100
140386962704024,Governo de Pernambuco,Governo de Pernambuco,≤100
105284685379962,Campo Grande em Alerta,CG,≤100
115230991849922,O Globo,Editora Globo,≤100
387072514970604,Vereador Dr. Kachan Jr - Coisa Linda,Jose Antonio Kachan Junior,≤100
1619570641615465,Fernando Marangoni,FERNAND0 JOSE DE SOUZA MARANGONI,≤100
146003468834776,Sintrajufe/RS,Sindicato dos Trabalhadores do Judiciário Federal e do Ministério Público da União no RS - Sintrajufe/RS,≤100
361610864194565,Wellington Callegari,Wellington Callegari,≤100
364838737350939,Comunicador e Vereador Tony Oliveira,Comunicador e Vereador Tony Oliveira,≤100
115811301935382,Analice Fernandes,Analice Fernandes,≤100
286980571433839,Renan Marassi,Renan Marassi Magalhaes,≤100
373794016040451,Durval Orlato,Durval Lopes Orlato,≤100
111174443891469,Pedro Lobo PT,Pedro Neto Lobo Soares,≤100
237824856416624,Eduardo Salles,Eduardo Salles,≤100
107352021429133,Soldado Fruet,Marcos Adriano Ferreira Fruet,≤100
1353024124727596,Solar Power Photovoltaic,These ads ran without a disclaimer,≤100
485172928255479,Extra Classe,Gilson Verani Freitas De Camargo,≤100
109555744018358,Nelson Freitas Eguia,Luiz Henrique De Oliveira Santos,≤100
240431905974613,IPM Sistemas,IPM Sistemas,≤100
2159897224265064,Senador Jean Paul Prates,Jean Paul Terra Prates,≤100
892889444095527,Clarissa Tércio,Clarissa Tercio,≤100
393428077515241,Pinheirinho Deputado Federal,Pinheirinho,≤100
1632845003624410,Lúcio Sorge,Lucio Sorge,≤100
102485949039145,União Brasil,Democratas - Diretório Tocantins,≤100
746238952182619,Val de Alex,Alex Lopes Da Silva,≤100
100429111698632,Vou de Túnel,In Press Oficina,≤100
107281178575476,Gui Azambuja PT Goiás,Guilherme Azambuja Castelo Branco,≤100
101372925628900,Carlos Lothar,Carlos Lothar Kautza,≤100
301671559864163,Samuel Moreira,Samuel Moreira,≤100
165028657024460,Valdir Barranco,Valdir Mendes Barranco,≤100
189229251729524,Schnneyder,Hormann Silva,≤100
302168076908630,Deputada Fátima Nunes,Maria de Fátima Nunes dos Anjos,≤100
351849958247130,Prefeitura Municipal de Santa Maria do Suaçui,PREFEITURA MUNICIPAL DE SANTA MARIA DO SUACUI,≤100
115811301935382,Analice Fernandes,Joao Farias,≤100
361989510562789,Zé Neto,Zé Neto,≤100
201044363357878,Aliel Machado,Aliel Machado,≤100
170589893735852,Sergio Americano Mendes,Sergio Americano Mendes,≤100
489383607761535,Sidney Leite,Deputado Sidney Leite,≤100
106906614465851,Agropecuaria Lagoa Alta,These ads ran without a disclaimer,≤100
632311490253116,Carlos Lula,Carlos Lula,≤100
492242434209344,Robinson Almeida,Robinson Almeida,≤100
377441112671479,Wesley de Jesus,Wesley De Jesus Silva,≤100
214148498625473,João Vítor Xavier,João Vítor Xavier,≤100
106437281280060,Empresa NOTA 10,Adolfo Pedroso,≤100
169245716480190,Spaço Cursos,These ads ran without a disclaimer,≤100
454131432042219,Valberdan Assunção,Valberdan Santos De Assuncao,≤100
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,≤100
1031705880205184,Davi Maia,Davi Maia,≤100
1617603285020017,Hercílio Coelho Diniz,Hercilio Araujo Diniz Filho,≤100
540623862669654,Deputado Estadual José Américo,José Américo DIas,≤100
2035448636728117,José Vespasiano - Vespa,José Vespasiano Cassemiro,≤100
111677522336190,Léo Portela,Leonardo Morreale Diniz Portela,≤100
737826499632743,Lira Filmes,Thuane Sobral Chaves,≤100
109560004010330,Marcus Sarmento,PREFEITO MARCUS SARMENTO,≤100
106806251921691,Douglas Carbonne,Douglas Carbonne,≤100
267918733707038,Eduardo Ricatto,Carlos Eduardo Ricatto,≤100
622650738192811,NB Finger Criciúma,These ads ran without a disclaimer,≤100
1821705364774977,Coronel Tadeu,Marcio Tadeu Anhaia de Lemos,≤100
1323866707759906,Coronel FERES,Paulo Sérgio Feres Alves,≤100
514288185279959,Marcio Fernandes,Marcio Fernandes,≤100
406187822857936,Professor Machado,CERSI MACHADO TREINAMENTO,≤100
306378149952222,Matheus Utsch Vereador PL,Matheus Utsch De Oliveira,≤100
596888410343196,Prefeitura de Atibaia,Prefeitura de Atibaia,≤100
106047788503993,João de Maria,Leônidas Campos BRITO,≤100
178845516244754,Tê Vereador,Francisco Souto,≤100
1438074109798334,Deputado Dr Paulo,Paulo Valdir Ferreira,≤100
270075236400652,Hussein Bakri,Hussein Bakri,≤100
106558185227603,BP Select,Brasil Paralelo Entretenimento e Educação S/A,≤100
476964108993213,Prefeitura Lagoa Santa,"Prefeitura Municipal de Lagoa Santa Brasil Rua São João 290, centro Lagoa Santa",≤100
137565706408514,Prefeitura de Franca,Prefeitura Municipal de Franca,≤100
1044468665669941,Rossano Peres Farias,Rossano Farias,≤100
366915959992127,Luciane Carminatti,Juliana Cardoso,≤100
116930748899787,Carlos Gomes,Regina Vasconcellos,≤100
1665300123703523,CBN Vale,CBN Vale,≤100
257925838080963,Delegado Claudinei,Marcelo Lucas Gonçalves Teixeira,≤100
104424014410727,Juliana Sgardioli - Causa Animal,Juliana Sgardioli,≤100
1544961828962623,Paparico Bacchi,Irineu Souza Fontela Filho,≤100
322628537892436,Milton Monti,Milton Monti,≤100
1505327086431347,Dr. Edson,Edson Donizeti Ramos De Oliveira,≤100
104500818170928,Mariano Cabreira,Mariano Cabreira,≤100
1703077113332487,Antônio Alberto Machado,Antonio Alberto Machado,≤100
588064641221810,André Puccinelli,André Puccinelli,≤100
102398841598034,Boatlux Litoral Norte SP,These ads ran without a disclaimer,≤100
838544299655868,Gil Carteiro MG,Gil Silva,≤100
108554727975904,Rafael Fonteles,Rafael Fonteles,≤100
154745847946903,Jornal da Chapada,Jornal da Chapada,≤100
106623079444681,INLEGIS,INLEGIS,≤100
2221915984757875,Juninho JR,Hildorval Martins De Oliveira Junior,≤100
224968724875918,Idilvan,Antonio Alencar,≤100
101260748272202,Mario Sander Bruck,Mario Bruck,≤100
167306944111245,Dr. Frederico,Frederico de Castro Escaleira,≤100
159103797542,Greenpeace Brasil,These ads ran without a disclaimer,≤100
155841211507331,Enes Candido,Enes Candido Damacena Junior,≤100
1737308239666824,Janad Valcari,Janad Marques De Freitas Valcari,≤100
200263040068985,Ricardo Silva,Ricardo Augusto Machado Da Silva,≤100
109071302519408,Grupo Maturu,Rodrigues,≤100
428453867252792,Professor Gustavo Fregapani,These ads ran without a disclaimer,≤100
100149818404464,Italo Moreira,Italo Moreira,≤100
370738376378204,Deputado Federal Ricardo Izar,Ricardo Izar Junior,≤100
227921380688891,Thiago Martins,Thiago Rodrigues,≤100
1562095984001956,Fábio Vilas-Boas,Fabio Vilas Boas,≤100
389743524537330,Dr. Jarques,JARQUES LÚCIO DA SILVA II,≤100
1995684880734932,Carlão Pignatari,Guilherme Cota,≤100
1478824832361439,Bruno Pedrosa,Bruno Torquato Pedrosa,≤100
324809904525350,Dr. Edson da Paiol,Edson Rodrigues,≤100
396131583777396,Dr. Romualdo,Rafael Antonino,≤100
103405704993760,Helvio Maia,Helvio Maia,≤100
109055221354055,Esfera Brasil,ESFERA ᴮᴿ,≤100
1110881818972520,João Henrique Dentinho,Joao Ramos,≤100
500096303711663,Thiago Rangel,Thiago Rangel Lima,≤100
207985709337467,São Lucas Saúde,These ads ran without a disclaimer,≤100
124632230915020,Luciana Genro,Luciana Krebs Genro,≤100
105298528082979,Progresso em Foco,Leia Soares,≤100
104300787847653,Alan Senciatti de Proença,ALAN SENCIATTI DE PROENÇA,≤100
100328766978187,Câmara Municipal de Guaxupé,Câmara Municipal de Guaxupé,≤100
197641483663137,Deputado Antonio Carlos Arantes,Dep. Est. Antonio Carlos Arantes,≤100
483630874998954,Mauro Mendes,Mauro Mendes Ferreira,≤100
428795217537762,Rodolfo Nogueira,Rodolfo Nogueira,≤100
644975535590108,Vandinho Leite,Vanderson Alonso Leite,≤100
479451742185899,Joel Rodrigues,Joel Rodrigues da Silva,≤100
1467525600233765,Central da Notícia,Rodrigo Da Silva,≤100
314916388685112,Deputado Val Ceasa,Roosevelt Barcelos,≤100
634407086596316,Anderson Ferreira,Anderson Ferreira Rodrigues,≤100
128327663956877,Ney Leprevost,Ney Leprevost Neto,≤100
176740279057602,CDL De Belo Horizonte,CAMARA DE DIRIGENTES LOJISTAS DE BELO HORIZONTE,≤100
499506757154336,Julia Lucy DF,Júlia Lucy DF,≤100
257474324428139,Prefeitura de Itapagipe,Município de Itapagipe,≤100
677251269316998,Estação Rio,Hush Comunicação,≤100
108223067536580,Gilmar Peruzzo,Gilmar Peruzzo,≤100
214951818607467,Tamer Junior,Alexandre Tamer Junior,≤100
594009177348086,Virmondes Borges Cruvinel Filho,Virmondes Borges Cruvinel Filho,≤100
724391734240610,Cássio Navarro,Cássio de Castro Navarro,≤100
165928197166177,Deputado Maurício Dziedricki,Deputado Federal Maurício,≤100
230214297090531,Ludens - Núcleo Terapêutico e de Estudos do Desenvolvimento Humano,These ads ran without a disclaimer,≤100
186029714861523,Dr. Valdomiro Lopes,Valdomiro Lopes,≤100
108709217613749,Leandro Sorgatto,Leandro Sorgato,≤100
469869739758453,Delegado Antonio Resende,ANTONIO GABRIEL HONORATO RESENDE,≤100
106298844753406,PGF Concursos,Gustavo Almeida,≤100
110139007372021,Kleber Sampaio,KLEBER RODRIGO MARTINS SAMPAIO,≤100
287680017998870,Focus Concursos Públicos,Fabiano Oliveira,≤100
377595152356485,Álvaro Dias,Álvaro Costa Dias,≤100
323321181084151,Saúde Bahia - Sesab,These ads ran without a disclaimer,≤100
228158820563303,André do Prado,Andre Luis Do Prado,≤100
103854368025038,Raphaela Moraes,Raphaela Maria De Oliveira Moraes Vasques,≤100
108619051664779,Eduino Filho,José Eduino de Brito Cavalcanti Filho,≤100
128539433945451,Edivaldo Holanda Junior,Edivaldo Holanda Junior,≤100
1529495150435940,Gustavo Simas,Gustavo Simas,≤100
106500264855839,Paulo Jucá,Paulo Juca,≤100
206181149493593,Dermilson Chagas,Dermilson Chagas,≤100
100270759072188,Gil Arantes,Gilberto Macedo Gil Arantes,≤100
168679477410670,Inácio Melo,Inácio Melo,≤100
136344939876101,Gleisi Hoffmann,GLEISI HELENA HOFFMANN,≤100
1709254309386840,Wendell Lages,Jeferson Costa,≤100
2032747940285515,Delegado Fernando Martins,Ramon Silvino Da Silva,≤100
443081762459407,Deputado Milton Coelho,Milton Coelho,≤100
661866270570867,Deputado Federal Elias Vaz,Elias Vaz de Andrade,≤100
866721873454401,Vereador Ciro Quintino,Ciro André Quintino,≤100
114696736968816,Verta,These ads ran without a disclaimer,≤100
107296567646489,Major Levy,Marcus Levy Andrade Acosta,≤100
428453867252792,Professor Gustavo Fregapani,Gustavo Almeida,≤100
996161513927778,P S C - Saltinho/SP,Angelo Bucioloti,≤100
106944344437200,Vereador Lelo,Antonio Dias De Almeida Filho,≤100
695903437104290,Deputado Estadual Luiz Fernando,Luiz Fernando Teixeira Ferreira,≤100
263563620333111,Senador Eduardo Braga,Carlos Braga,≤100
1563627910535156,Márcio Burguinha,Marcio Rego,≤100
102728095300634,Alexcavalcante,Alex Goncalves,≤100
332069920247382,Evandro Roman,Evandro Roman,≤100
695358380551267,Delegado Thiago Flores,Thiago Flores,≤100
1385571981662190,Alencar da Silveira Jr,Alencar da Silveira Jr.,≤100
461379657304875,Gugu Bueno,GuguBueno,≤100
1773723042958335,Prefeitura de São Gonçalo do Rio Abaixo,PREFEITURA MUNICIPAL DE SAO GONCALO DO RIO ABAIXO,≤100
308132539372437,Ivan Cordeiro,Ivan Cordeiro Da Silva Filho,≤100
316828035004008,Tribunal Superior Eleitoral (TSE),Tribunal Superior Eleitoral,≤100
308065689820712,Julio Donizete,Julio Donizete Gomes Da Silva,≤100
194222841161302,Tiago Dimas,TIAGO DIMAS,≤100
909752425717531,Rodrigo Minotto,Rodrigo Minotto,≤100
273910272715136,Cleiton Fossá,Cleiton Fossa,≤100
1761881174026437,Vereador Claudio Spanhol,Claudio Justino Spanhol,≤100
110612463745918,Gilvan Alves,Jose Alves,≤100
113620213843626,Diego Teixeira e Katya da Saúde - 15,ELEICAO SUPLEMENTAR DIEGO LUIZ TEIXEIRA PREFEITO,≤100
117225955025450,Rádio Hot107 Fm,Rádio Hot107 FM,≤100
1501236886772782,Wellington Fagundes,Wellington Antonio Fagundes,≤100
1457380294499102,Alexandre Baldy,Alexandre Baldy,≤100
228763291304094,Marcelo Bagé,Marcelo Bagé,≤100
213656062370019,Lucas Ribeiro,Lucas Araujo,≤100
361048688163445,Gilmar Lucas,Gilmar Raimundo Lucas,≤100
103514341288375,"Página ""Rosa Filippo""",Rosalice Fernandes,≤100
257139871124597,Max Russi,Max Joel Russi,≤100
260205817453415,Cássio Soares,Cássio Soares,≤100
855703787865893,Marcos Sobreira,Marcos Sobreira,≤100
1832582106980062,Economista Sirley Clécio,Irleyclecio Da Silveira,≤100
144619715634355,Iracema Portella,Iracema Maria Portella Nunes Nogueira Lima,≤100
1636622943294126,Sindoley  Morais,Sindoley Luiz De Souza Morais,≤100
768060443312721,Walter Ihoshi,Walter Ihoshi,≤100
106530218336447,Tande Vieira,Alexandre Vieira,≤100
170435453536014,Celso Zuchi,Pedro Zucchi,≤100
424910521694657,Gleirton Dias,Gleirton Dias Figueredo,≤100
576915275660515,Paulo Câmara,Paulo Sérgio de Sá Bittencourt Câmara,≤100
693284074157344,Braga e Evaristo - Advogados,Braga & Evaristo Advogados,≤100
189205984557403,Roberto Andrade,Roberto Dias De Andrade,≤100
720711267981848,Eduardo Costa,JOSÉ EDUARDO PEREIRA DA COSTA,≤100
2031750160222530,Além da Superfície,INSTITUTO BRASILEIRO DE PETROLEO E GAS,≤100
110059913724200,Ricardo Molina,Ricardo Molina Dias,≤100
503151713035561,Miguel Lombardi,Gabinete do deputado federal Miguel Lombardi,≤100
117174578396012,George Hato,George Vatutin Hato,≤100
109484844998556,Victor Fialho,Victor Fialho Pedrosa,≤100
398858610176824,Renildo Calheiros,Renildo Vasconcelos Calheiros,≤100
169216269932987,Aluísio Lessa,Aurino Rosendo Da Silva Sobrinho,≤100
110324734636721,Ponta Agrotec,These ads ran without a disclaimer,≤100
197587446941661,Valor Econômico,Editora Globo,≤100
100393289290856,PSD Alagoas,PARTIDO SOCIAL DEMOCRATICO - ALAGOAS - AL - ESTADUAL,≤100
267355993364315,Bernardo Rossi,Bernardo Rossi,≤100
1738245342858207,Loester Trutis,Loester Souza,≤100
141670129347094,Elizeu Nascimento,Elizeu Nascimento,≤100
546638152036818,Ulysses Gomes,Deputado Ulysses Gomes,≤100
1642863069292111,Cida Pedrosa,Maria Aparecida Pedrosa Bezerra,≤100
306453382750931,Eli Borges,Eli Borges,≤100
234504343286488,Roberto de Lucena,ROBERTO ALVES DE LUCENA,≤100
1121638497882937,Prefeito Jimmy Dutra,Adailton Santos,≤100
1057617791113876,Gabriel Pinelli Ferraz,Gabriel Ferraz,≤100
396626607095420,Magda Mofatto,Magda Mofatto,≤100
182917691817521,Marta Rodrigues,Marta Rodrigues Sousa de Brito Costa,≤100
1504636423084640,Eduardo Cury,Eduardo Cury,≤100
367178460334482,Julio Lossio Filho,JULIO EMILIO LOSSIO DE MACEDO FILHO,≤100
685626774927316,Marina Helou,Marina Helou,≤100
1984865438402546,Doriel Barros,Doriel Saturnino de Barros,≤100
345425238826528,André Ferreira,Andre Ferreira Rodrigues,≤100
1828211907419761,Jesse Zoellner,ELEICAO SUPLEMENTAR JESSE DA ROCHA ZOELLNER PREFEITO,≤100
1694216377525138,Polo Uninter Feira De Santana Bahia,These ads ran without a disclaimer,≤100
115579172127606,Helder Lazarotto,Helder Lazarotto,≤100
358592104714583,Marreca Filho,Antonio da Cruz Filgueira Neto - Marreca Filho,≤100
301814029885718,Deputado Toninho Wandscheer,Deputado Toninho Wandscheer,≤100
220778897969256,Zeca Dirceu,Jose Carlos Becker De Oliveira E Silva,≤100
121139801402114,Bonfim Agora,These ads ran without a disclaimer,≤100
1700227383437806,OC Advogados,Cayo Gadelha,≤100
103041931373473,Ver. Itamar Rodriguez,Gerson Rodriguez,≤100
157982450937286,Senador Carlos Viana,Carlos Alberto Dias Viana,≤100
465508674236677,Edmar Ptak,Edmar Ptak Guimarães,≤100
147460338758759,Vereador Palhinha,Orlando Pereira Palhinha,≤100
163372447147733,Cidade de Assis,Prefeitura de Assis,≤100
398383446886003,Fernando Breno,Fernando Breno Valadares Vieira,≤100
611089352393703,Rosangela Donadon - Deputada Estadual,Rosangela Henrique Pereira Donadon,≤100
1288884344512365,Paulinho,Fernando Oliveira,≤100
106742597803436,vitorsales.jundiai,Vitor Sales,≤100
365261416833783,SOMAR - Grupo Educacional,These ads ran without a disclaimer,≤100
110470578228371,UNIP EAD - Polo Morro Agudo,These ads ran without a disclaimer,≤100
976096509238821,Talita Oliveira,Talita Santos De Oliveira,≤100
221410735230771,Governo Municipal de Frecheirinha,Edgar Vanconcelos Da Frota Junior,≤100
451370971560727,Tito,Grimaldo Santos Da Silva,≤100
214730151901124,Gustavo Fruet,Gustavo Fruet,≤100
107246474794279,menage_ofilme,Juliana Vanessa Lira Da Costa,≤100
